Year, Month,  Highest, MHHW, MHW, MSL, MTL, MLW, MLLW, DTL, GT, MN, DHQ, DLQ, HWI, LWI, Lowest, Inferred 
1990,7,175.305,,,175.194,,,,,,,,,,,175.104,0
1990,8,175.290,,,175.178,,,,,,,,,,,175.049,0
1990,9,175.299,,,175.159,,,,,,,,,,,174.969,0
1990,10,175.262,,,175.080,,,,,,,,,,,174.774,0
1990,11,175.189,,,175.015,,,,,,,,,,,174.741,0
1990,12,175.411,,,175.028,,,,,,,,,,,174.796,0
1991,1,175.320,,,175.162,,,,,,,,,,,174.942,0
1991,2,175.137,,,175.052,,,,,,,,,,,174.957,0
1991,3,175.277,,,175.129,,,,,,,,,,,174.671,0
1991,4,175.375,,,175.210,,,,,,,,,,,174.713,0
1991,5,175.405,,,175.279,,,,,,,,,,,175.091,0
1991,6,175.421,,,175.326,,,,,,,,,,,175.213,0
1991,7,175.332,,,175.260,,,,,,,,,,,175.097,0
1991,8,175.329,,,175.210,,,,,,,,,,,175.085,0
1991,9,175.290,,,175.096,,,,,,,,,,,174.927,0
1991,10,175.128,,,174.949,,,,,,,,,,,174.780,0
1991,11,175.064,,,174.877,,,,,,,,,,,174.613,0
1991,12,175.222,,,174.906,,,,,,,,,,,174.570,0
1992,1,175.120,,,174.932,,,,,,,,,,,174.846,0
1992,2,175.083,,,174.951,,,,,,,,,,,174.812,0
1992,3,175.166,,,175.029,,,,,,,,,,,174.843,0
1992,4,175.306,,,175.127,,,,,,,,,,,175.010,0
1992,5,175.339,,,175.194,,,,,,,,,,,175.041,0
1992,6,175.272,,,175.191,,,,,,,,,,,175.080,0
1992,7,175.434,,,175.248,,,,,,,,,,,175.080,0
1992,8,175.364,,,175.257,,,,,,,,,,,175.108,0
1992,9,175.400,,,175.275,,,,,,,,,,,175.141,0
1992,10,175.318,,,175.159,,,,,,,,,,,174.900,0
1992,11,175.361,,,175.199,,,,,,,,,,,174.888,0
1992,12,175.233,,,175.150,,,,,,,,,,,174.873,0
1993,1,175.568,,,175.316,,,,,,,,,,,175.123,0
1993,2,175.291,,,175.174,,,,,,,,,,,175.047,0
1993,3,175.507,,,175.246,,,,,,,,,,,175.111,0
1993,4,175.525,,,175.370,,,,,,,,,,,175.132,0
1993,5,175.559,,,175.371,,,,,,,,,,,175.187,0
1993,6,175.522,,,175.416,,,,,,,,,,,175.300,0
1993,7,175.531,,,175.457,,,,,,,,,,,175.333,0
1993,8,175.470,,,175.392,,,,,,,,,,,175.306,0
1993,9,175.519,,,175.321,,,,,,,,,,,175.068,0
1993,10,175.318,,,175.195,,,,,,,,,,,174.952,0
1993,11,175.245,,,175.116,,,,,,,,,,,174.968,0
1993,12,175.227,,,175.127,,,,,,,,,,,174.977,0
1994,1,175.275,,,174.978,,,,,,,,,,,174.785,0
1994,2,175.214,,,175.080,,,,,,,,,,,174.925,0
1994,3,175.260,,,175.096,,,,,,,,,,,174.900,0
1994,4,175.449,,,175.246,,,,,,,,,,,175.059,0
1994,5,175.373,,,175.299,,,,,,,,,,,175.144,0
1994,6,175.455,,,175.328,,,,,,,,,,,175.221,0
1994,7,175.458,,,175.389,,,,,,,,,,,175.278,0
1994,8,175.461,,,175.362,,,,,,,,,,,175.230,0
1994,9,175.385,,,175.281,,,,,,,,,,,175.059,0
1994,10,175.364,,,175.193,,,,,,,,,,,175.004,0
1994,11,175.245,,,175.081,,,,,,,,,,,174.626,0
1994,12,175.217,,,175.071,,,,,,,,,,,174.879,0
1995,1,175.263,,,175.124,,,,,,,,,,,174.855,0
1995,2,175.181,,,175.006,,,,,,,,,,,174.818,0
1995,3,175.181,,,175.006,,,,,,,,,,,174.718,0
1995,4,175.297,,,175.128,,,,,,,,,,,174.952,0
1995,5,175.288,,,175.193,,,,,,,,,,,175.044,0
1995,6,175.303,,,175.239,,,,,,,,,,,175.160,0
1995,7,175.339,,,175.223,,,,,,,,,,,175.141,0
1995,8,175.336,,,175.236,,,,,,,,,,,175.083,0
1995,9,175.269,,,175.108,,,,,,,,,,,174.916,0
1995,10,175.373,,,174.972,,,,,,,,,,,174.699,0
1995,11,175.062,,,174.951,,,,,,,,,,,174.751,0
1995,12,175.077,,,174.910,,,,,,,,,,,174.654,0
1996,1,174.931,,,174.655,,,,,,,,,,,174.401,0
1996,2,175.032,,,174.935,,,,,,,,,,,174.772,0
1996,3,175.217,,,174.923,,,,,,,,,,,174.300,0
1996,4,175.221,,,174.799,,,,,,,,,,,174.379,0
1996,5,175.388,,,175.254,,,,,,,,,,,175.007,0
1996,6,175.608,,,175.383,,,,,,,,,,,175.202,0
1996,7,175.473,,,175.408,,,,,,,,,,,175.330,0
1996,8,175.522,,,175.390,,,,,,,,,,,175.309,0
1996,9,175.489,,,175.372,,,,,,,,,,,175.169,0
1996,10,175.467,,,175.329,,,,,,,,,,,174.888,0
1996,11,175.355,,,175.271,,,,,,,,,,,175.169,0
1996,12,175.400,,,175.282,,,,,,,,,,,175.062,0
1997,1,175.632,,,175.442,,,,,,,,,,,175.065,0
1997,2,175.650,,,175.421,,,,,,,,,,,175.245,0
1997,3,175.745,,,175.555,,,,,,,,,,,175.388,0
1997,4,175.662,,,175.555,,,,,,,,,,,175.126,0
1997,5,175.733,,,175.615,,,,,,,,,,,175.175,0
1997,6,175.830,,,175.749,,,,,,,,,,,175.611,0
1997,7,175.903,,,175.745,,,,,,,,,,,175.653,0
1997,8,175.760,,,175.679,,,,,,,,,,,175.595,0
1997,9,175.763,,,175.632,,,,,,,,,,,175.562,0
1997,10,175.653,,,175.449,,,,,,,,,,,175.324,0
1997,11,175.577,,,175.323,,,,,,,,,,,175.166,0
1997,12,175.446,,,175.283,,,,,,,,,,,175.141,0
1998,1,175.544,,,175.367,,,,,,,,,,,175.062,0
1998,2,175.650,,,175.412,,,,,,,,,,,175.285,0
1998,3,175.666,,,175.456,,,,,,,,,,,175.227,0
1998,4,175.858,,,175.562,,,,,,,,,,,175.416,0
1998,5,175.653,,,175.574,,,,,,,,,,,175.403,0
1998,6,175.598,,,175.511,,,,,,,,,,,175.397,0
1998,7,175.602,,,175.482,,,,,,,,,,,175.312,0
1998,8,175.507,,,175.408,,,,,,,,,,,175.254,0
1998,9,175.416,,,175.281,,,,,,,,,,,175.092,0
1998,10,175.303,,,175.115,,,,,,,,,,,174.943,0
1998,11,175.141,,,174.919,,,,,,,,,,,174.370,0
1998,12,174.955,,,174.837,,,,,,,,,,,174.608,0
1999,1,175.352,,,175.033,,,,,,,,,,,174.718,0
1999,2,174.961,,,174.902,,,,,,,,,,,174.754,0
1999,3,175.181,,,174.880,,,,,,,,,,,174.672,0
1999,4,175.208,,,174.991,,,,,,,,,,,174.644,0
1999,5,175.074,,,174.984,,,,,,,,,,,174.708,0
1999,6,175.114,,,175.031,,,,,,,,,,,174.882,0
1999,7,175.172,,,175.032,,,,,,,,,,,174.907,0
1999,8,175.092,,,174.996,,,,,,,,,,,174.900,0
1999,9,174.977,,,174.887,,,,,,,,,,,174.730,0
1999,10,174.834,,,174.730,,,,,,,,,,,174.603,0
1999,11,174.832,,,174.670,,,,,,,,,,,174.463,0
1999,12,174.906,,,174.619,,,,,,,,,,,174.339,0
2000,1,174.721,,,174.552,,,,,,,,,,,174.358,0
2000,2,174.618,,,174.376,,,,,,,,,,,174.245,0
2000,3,174.715,,,174.597,,,,,,,,,,,174.452,0
2000,4,174.892,,,174.697,,,,,,,,,,,174.338,0
2000,5,174.991,,,174.783,,,,,,,,,,,174.526,0
2000,6,175.025,,,174.898,,,,,,,,,,,174.704,0
2000,7,175.108,,,174.989,,,,,,,,,,,174.887,0
2000,8,175.081,,,174.967,,,,,,,,,,,174.871,0
2000,9,175.042,,,174.863,,,,,,,,,,,174.643,0
2000,10,174.931,,,174.744,,,,,,,,,,,174.675,0
2000,11,174.732,,,174.579,,,,,,,,,,,174.315,0
2000,12,174.950,,,174.674,,,,,,,,,,,174.322,0
2001,1,174.893,,,174.669,,,,,,,,,,,174.476,0
2001,2,174.770,,,174.610,,,,,,,,,,,174.381,0
2001,3,174.807,,,174.639,,,,,,,,,,,174.516,0
2001,4,174.786,,,174.680,,,,,,,,,,,174.338,0
2001,5,174.857,,,174.731,,,,,,,,,,,174.654,0
2001,6,174.905,,,174.822,,,,,,,,,,,174.707,0
2001,7,174.903,,,174.809,,,,,,,,,,,174.715,0
2001,8,174.830,,,174.737,,,,,,,,,,,174.601,0
2001,9,174.747,,,174.670,,,,,,,,,,,174.550,0
2001,10,174.896,,,174.641,,,,,,,,,,,174.206,0
2001,11,174.745,,,174.626,,,,,,,,,,,174.440,0
2001,12,174.770,,,174.657,,,,,,,,,,,174.514,0
2002,1,174.860,,,174.613,,,,,,,,,,,174.491,0
2002,2,174.813,,,174.692,,,,,,,,,,,174.454,0
2002,3,174.902,,,174.730,,,,,,,,,,,174.173,0
2002,4,175.077,,,174.881,,,,,,,,,,,174.695,0
2002,5,175.131,,,174.970,,,,,,,,,,,174.720,0
2002,6,175.115,,,175.029,,,,,,,,,,,174.915,0
2002,7,175.136,,,175.025,,,,,,,,,,,174.897,0
2002,8,175.101,,,174.974,,,,,,,,,,,174.868,0
2002,9,174.971,,,174.883,,,,,,,,,,,174.746,0
2002,10,174.895,,,174.772,,,,,,,,,,,174.573,0
2002,11,174.791,,,174.626,,,,,,,,,,,174.381,0
2002,12,174.704,,,174.547,,,,,,,,,,,174.338,0
2003,1,174.679,,,174.533,,,,,,,,,,,174.422,0
2003,2,174.695,,,174.530,,,,,,,,,,,174.280,0
2003,3,174.650,,,174.457,,,,,,,,,,,174.264,0
2003,4,174.989,,,174.681,,,,,,,,,,,174.513,0
2003,5,174.905,,,174.754,,,,,,,,,,,174.403,0
2003,6,174.950,,,174.838,,,,,,,,,,,174.735,0
2003,7,174.940,,,174.848,,,,,,,,,,,174.633,0
2003,8,174.941,,,174.857,,,,,,,,,,,174.732,0
2003,9,174.892,,,174.749,,,,,,,,,,,174.596,0
2003,10,174.725,,,174.620,,,,,,,,,,,174.410,0
2003,11,174.696,,,174.574,,,,,,,,,,,174.159,0
2003,12,174.806,,,174.607,,,,,,,,,,,174.420,0
2004,1,174.857,,,174.617,,,,,,,,,,,174.405,0
2004,2,174.728,,,174.596,,,,,,,,,,,174.455,0
2004,3,174.905,,,174.699,,,,,,,,,,,174.377,0
2004,4,174.893,,,174.796,,,,,,,,,,,174.616,0
2004,5,175.190,,,174.939,,,,,,,,,,,174.752,0
2004,6,175.248,,,175.065,,,,,,,,,,,174.903,0
2004,7,175.156,,,175.082,,,,,,,,,,,174.929,0
2004,8,175.214,,,175.055,,,,,,,,,,,174.956,0
2004,9,175.138,,,175.009,,,,,,,,,,,174.932,0
2004,10,174.946,,,174.822,,,,,,,,,,,174.467,0
2004,11,175.045,,,174.758,,,,,,,,,,,174.565,0
2004,12,174.942,,,174.783,,,,,,,,,,,174.424,0
2005,1,175.101,,,174.933,,,,,,,,,,,174.847,0
2005,2,175.050,,,174.939,,,,,,,,,,,174.889,0
2005,3,175.042,,,174.928,,,,,,,,,,,174.797,0
2005,4,175.172,,,175.022,,,,,,,,,,,174.899,0
2005,5,175.134,,,175.031,,,,,,,,,,,174.956,0
2005,6,175.062,,,174.996,,,,,,,,,,,174.894,0
2005,7,175.040,,,174.958,,,,,,,,,,,174.825,0
2005,8,174.952,,,174.894,,,,,,,,,,,174.806,0
2005,9,174.929,,,174.819,,,,,,,,,,,174.609,0
2005,10,174.887,,,174.754,,,,,,,,,,,174.625,0
2005,11,174.764,,,174.567,,,,,,,,,,,174.228,0
2005,12,174.843,,,174.632,,,,,,,,,,,174.409,0
2006,1,174.816,,,174.671,,,,,,,,,,,174.474,0
2006,2,174.838,,,174.738,,,,,,,,,,,174.590,0
2006,3,174.987,,,174.786,,,,,,,,,,,174.637,0
2006,4,174.961,,,174.832,,,,,,,,,,,174.635,0
2006,5,174.969,,,174.880,,,,,,,,,,,174.733,0
2006,6,175.020,,,174.943,,,,,,,,,,,174.755,0
2006,7,175.031,,,174.956,,,,,,,,,,,174.852,0
2006,8,175.069,,,174.955,,,,,,,,,,,174.869,0
2006,9,175.093,,,174.857,,,,,,,,,,,174.681,0
2006,10,174.955,,,174.786,,,,,,,,,,,174.469,0
2006,11,174.926,,,174.783,,,,,,,,,,,174.707,0
2006,12,175.056,,,174.793,,,,,,,,,,,174.542,0
2007,1,175.016,,,174.903,,,,,,,,,,,174.733,0
2007,2,174.907,,,174.815,,,,,,,,,,,174.586,0
2007,3,175.111,,,174.846,,,,,,,,,,,174.583,0
2007,4,175.081,,,174.900,,,,,,,,,,,174.627,0
2007,5,175.072,,,174.975,,,,,,,,,,,174.888,0
2007,6,175.002,,,174.927,,,,,,,,,,,174.774,0
2007,7,174.931,,,174.848,,,,,,,,,,,174.719,0
2007,8,175.009,,,174.834,,,,,,,,,,,174.705,0
2007,9,174.861,,,174.764,,,,,,,,,,,174.639,0
2007,10,174.754,,,174.630,,,,,,,,,,,174.417,0
2007,11,174.643,,,174.483,,,,,,,,,,,174.232,0
2007,12,174.654,,,174.486,,,,,,,,,,,174.136,0
2008,1,174.823,,,174.579,,,,,,,,,,,174.302,0
2008,2,174.891,,,174.754,,,,,,,,,,,174.511,0
2008,3,174.969,,,174.813,,,,,,,,,,,174.639,0
2008,4,175.096,,,174.943,,,,,,,,,,,174.648,0
2008,5,175.132,,,174.942,,,,,,,,,,,174.804,0
2008,6,175.097,,,174.986,,,,,,,,,,,174.864,0
2008,7,175.160,,,175.042,,,,,,,,,,,174.952,0
2008,8,175.096,,,174.983,,,,,,,,,,,174.904,0
2008,9,175.070,,,174.938,,,,,,,,,,,174.807,0
2008,10,174.898,,,174.776,,,,,,,,,,,174.530,0
2008,11,174.822,,,174.688,,,,,,,,,,,174.505,0
2008,12,175.121,,,174.731,,,,,,,,,,,174.441,0
2009,1,174.999,,,174.871,,,,,,,,,,,174.805,0
2009,2,175.054,,,174.876,,,,,,,,,,,174.748,0
2009,3,175.163,,,174.999,,,,,,,,,,,174.791,0
2009,4,175.277,,,175.089,,,,,,,,,,,174.872,0
2009,5,175.279,,,175.143,,,,,,,,,,,175.007,0
2009,6,175.316,,,175.188,,,,,,,,,,,175.112,0
2009,7,175.235,,,175.165,,,,,,,,,,,175.080,0
2009,8,175.249,,,175.136,,,,,,,,,,,175.018,0
2009,9,175.145,,,175.065,,,,,,,,,,,174.670,0
2009,10,175.088,,,174.933,,,,,,,,,,,174.617,0
2009,11,175.029,,,174.880,,,,,,,,,,,174.734,0
2009,12,175.082,,,174.797,,,,,,,,,,,174.422,0
2010,1,174.894,,,174.673,,,,,,,,,,,174.491,0
2010,2,174.762,,,174.398,,,,,,,,,,,174.176,0
2010,3,174.926,,,174.703,,,,,,,,,,,174.435,0
2010,4,174.983,,,174.835,,,,,,,,,,,174.525,0
2010,5,175.172,,,174.927,,,,,,,,,,,174.511,0
2010,6,175.120,,,175.012,,,,,,,,,,,174.887,0
2010,7,175.109,,,175.017,,,,,,,,,,,174.933,0
2010,8,175.055,,,174.977,,,,,,,,,,,174.906,0
2010,9,174.933,,,174.843,,,,,,,,,,,174.600,0
2010,10,174.990,,,174.779,,,,,,,,,,,174.450,0
2010,11,174.753,,,174.651,,,,,,,,,,,174.439,0
2010,12,174.723,,,174.628,,,,,,,,,,,174.457,0
