,DR_GBM_Flow,SCR_GBM_Flow
1995-05-01,5712.4140471421915,5861.562530825314
1995-06-01,5794.056565261525,5857.803530770149
1995-07-01,5560.962085402954,5711.9836512365555
1995-08-01,5557.906859366557,5834.710354337519
1995-09-01,5564.562983823819,5732.585477239224
1995-10-01,5539.742669758649,5603.61120967122
1995-11-01,5771.206983408959,5713.459982145301
1995-12-01,5653.274362562273,5428.450039586707
1996-01-01,4623.689230836717,4447.000488924368
1996-02-01,5778.084235647911,5199.3326874447885
1996-03-01,5744.817693652433,5361.512609002846
1996-04-01,4907.679524546801,4956.431885782947
1996-05-01,5814.477992638929,5887.432002483551
1996-06-01,5933.620509846874,5950.435843335706
1996-07-01,5815.251678352199,6141.635972995545
1996-08-01,5856.2382016518295,6142.551874940375
1996-09-01,6078.224489883716,6108.286718227947
1996-10-01,6232.771000899219,6172.528713558531
1996-11-01,6270.8062874413445,6259.505392607811
1996-12-01,6176.126771373886,6038.876532955654
1997-01-01,5950.910074133648,5760.427738373548
1997-02-01,6486.954264653625,5974.504931686022
1997-03-01,6778.231577827774,6301.224487434405
1997-04-01,6525.346085761353,6455.478066342237
1997-05-01,6458.291798617667,6562.75190178896
1997-06-01,6555.20722177139,6573.346340736933
1997-07-01,6509.570840604091,6795.831955090951
1997-08-01,6430.960701792185,6839.529807667837
1997-09-01,6501.835956371151,6523.959418458408
1997-10-01,6506.249372566662,6420.352513183393
1997-11-01,6353.9533758051475,6440.106480419088
1997-12-01,6234.287493699296,6314.2562385350675
1998-01-01,6186.066053027844,5977.337146565394
1998-02-01,6316.361432300838,6072.757193723855
1998-03-01,6541.12378903634,6147.136261747654
1998-04-01,6459.268207717147,6387.179389600925
1998-05-01,6156.451595839528,6268.29165689004
1998-06-01,6144.116097973028,6242.122298713906
1998-07-01,6025.933281518648,6177.107926006576
1998-08-01,5814.115854824234,6087.953530985837
1998-09-01,5790.159267351783,6015.779826386513
1998-10-01,5815.410930307881,5888.453555447651
1998-11-01,5549.263473433033,5729.08915014653
1998-12-01,5477.8583109151905,5603.674427822591
1999-01-01,5071.044149152337,4924.704283260494
1999-02-01,5599.22402940443,5412.497156760441
1999-03-01,5469.368803968797,5317.083833070031
1999-04-01,5519.996183118945,5413.07830917266
1999-05-01,5163.472843682803,5267.830472690163
1999-06-01,5321.648517617738,5302.026719516415
1999-07-01,5249.247063644008,5376.651548173562
1999-08-01,5155.2427705741675,5501.062509726554
1999-09-01,5096.647932180299,5197.578738865275
1999-10-01,5149.109569137825,4939.445787489863
1999-11-01,5132.166505300416,4917.192712085072
1999-12-01,4989.537883864946,4808.040388664185
2000-01-01,4663.98115611867,4569.6615712197045
2000-02-01,4348.229475912233,4311.936548803893
2000-03-01,5310.582535804837,4881.878950272936
2000-04-01,5300.272576367955,4908.696543692183
2000-05-01,4884.550727452625,4794.072979226495
2000-06-01,5058.519111542158,4917.463164638453
2000-07-01,5059.206220915454,4955.3632214405125
2000-08-01,4966.0452534823935,4969.408265404185
2000-09-01,4948.706218477353,4978.906847094596
2000-10-01,5032.369855947274,4960.171524778427
2000-11-01,4838.720913899256,4703.0954820374845
2000-12-01,4611.210649680052,4698.200126407072
2001-01-01,4531.190085885362,4567.218812177531
2001-02-01,5111.411895963805,4535.935589234468
2001-03-01,5086.944697217907,4828.989958692293
2001-04-01,4844.3860260067695,4655.285113548871
2001-05-01,4627.937587405671,4770.586038620989
2001-06-01,4921.385333060108,4890.294334495576
2001-07-01,4740.196505277705,4839.481342857322
2001-08-01,4530.252549675453,4854.838586640823
2001-09-01,4621.68239111351,4896.116974725073
2001-10-01,4959.106736291319,4875.276432921514
2001-11-01,5055.407988962426,5023.928372894744
2001-12-01,5172.417166749996,4971.631731370782
2002-01-01,4912.33619846951,4993.102095360405
2002-02-01,5149.137358886279,4912.774166462526
2002-03-01,5327.9981491759045,5035.923919695239
2002-04-01,5255.637605609488,4975.200279279903
2002-05-01,5081.311987817517,5213.92232178514
2002-06-01,5254.794309614794,5373.381792613495
2002-07-01,5175.798286830389,5274.7477896259115
2002-08-01,5001.851173434015,5376.732170721454
2002-09-01,4994.698180051233,5239.820874584162
2002-10-01,5121.900280588984,5237.495168624732
2002-11-01,5043.982705085581,5119.888282777693
2002-12-01,4785.73008418914,4824.451676770368
2003-01-01,4359.939297546843,4347.443194223909
2003-02-01,4488.7915814054095,4137.296117837844
2003-03-01,4596.596983953142,4411.869879820729
2003-04-01,4827.168379249741,4729.451485322047
2003-05-01,4680.0296645439685,4777.884721039737
2003-06-01,4852.186297700251,4930.706228164861
2003-07-01,4708.718211254176,4843.712724191559
2003-08-01,4649.146545945507,4827.235375608602
2003-09-01,4576.994544075492,4703.274322562747
2003-10-01,4717.881709297469,4680.497519429861
2003-11-01,4854.513878147398,4706.288221387681
2003-12-01,4889.107083427588,4708.528993714051
2004-01-01,4546.80966163881,4280.005543079297
2004-02-01,4699.576576313554,4424.309403265134
2004-03-01,5270.92166256531,4731.75418338404
2004-04-01,5132.743502386151,4945.1112847881295
2004-05-01,5129.154326183239,4858.373260305691
2004-06-01,5345.699077839141,5200.955385950375
2004-07-01,5318.598121953045,5345.860518305232
2004-08-01,5151.906844952259,5240.665977289219
2004-09-01,5204.833224061813,5180.302659346211
2004-10-01,5225.532070414356,5135.145638197171
2004-11-01,5245.0053987874335,5198.011863736587
2004-12-01,5249.086033145148,4993.084383068807
2005-01-01,5084.245009021548,4573.516299627869
2005-02-01,5246.611084129052,4815.650324844847
2005-03-01,5413.760932262205,4911.892917763638
2005-04-01,5455.394096425336,5200.969333243882
2005-05-01,5081.496895300313,5151.255473399182
2005-06-01,5142.830693137712,5212.562128429004
2005-07-01,5049.345583437956,5267.7548561037465
2005-08-01,4905.174013347294,5071.783470092299
2005-09-01,4995.3974571913,5087.479818910982
2005-10-01,5083.62024295409,4971.544743042595
2005-11-01,4801.173268714681,4716.361924456442
2005-12-01,4980.329312450842,4668.770653094984
2006-01-01,4902.823926649846,4634.982856555485
2006-02-01,5207.94953798061,4738.547800893041
2006-03-01,5337.272636369026,4758.233267287653
2006-04-01,5177.658570938525,4941.211249012942
2006-05-01,4987.75438881142,4933.796804160741
2006-06-01,5073.461554183037,5050.875149943885
2006-07-01,4871.726143871244,4876.188345831268
2006-08-01,4833.0048173226505,4940.923085004124
2006-09-01,4791.5235719104485,5070.881228261752
2006-10-01,5082.550777350532,4904.636879692146
2006-11-01,5057.933753458103,4875.978345523467
2006-12-01,5024.632628501201,4765.792550570953
2007-01-01,5122.402119395461,4762.713088160638
2007-02-01,4650.764508972068,4549.926680395116
2007-03-01,5156.170673660381,4659.840098699486
2007-04-01,5210.419658454526,4914.597398657048
2007-05-01,4979.892107656965,4854.137093617979
2007-06-01,4969.170855903846,4954.744210099559
2007-07-01,4809.71897665383,4882.956927707259
2007-08-01,4708.159165660304,4860.062233701611
2007-09-01,4704.153655547652,4768.1254869181475
2007-10-01,4786.490396515006,4712.9788545482115
2007-11-01,4654.44018101635,4631.831492716773
2007-12-01,4572.796399128931,4337.648452290759
2008-01-01,4631.674123777064,4341.253754578532
2008-02-01,4931.714475402231,4124.37039798882
2008-03-01,5052.613983291088,4204.1268559755645
2008-04-01,5055.781998795276,4509.745092863688
2008-05-01,4880.180429203106,4759.330096649441
2008-06-01,5074.866769048374,4797.259323199393
2008-07-01,5059.606378470129,4964.553801644919
2008-08-01,5112.724325507484,5206.503458782867
2008-09-01,5223.872992547754,5219.993937308511
2008-10-01,5278.500330947817,5259.086315630902
2008-11-01,5250.139403816437,5060.585080899642
2008-12-01,5136.172361067099,4736.7049159213875
2009-01-01,5046.407641345286,4494.718675249645
2009-02-01,5257.168327770802,4662.96536967152
2009-03-01,5608.369278588038,5060.346007765001
2009-04-01,5589.072213084771,5275.599117148743
2009-05-01,5433.102222636636,5362.431497949016
2009-06-01,5612.43029479913,5510.934836601107
2009-07-01,5462.505093789255,5506.942621613172
2009-08-01,5425.844955188603,5511.4261985090425
2009-09-01,5495.617436499248,5526.188796435597
2009-10-01,5537.660290392231,5435.221131267176
2009-11-01,5622.498395982679,5504.878893466408
2009-12-01,5427.885219846989,5298.146768011327
2010-01-01,4852.377765176194,4770.028941714301
2010-02-01,3977.7934577293117,4346.5072784204585
2010-03-01,5293.344827191182,4984.6984698100705
2010-04-01,5418.986078097513,5229.725722424052
2010-05-01,5142.29765574136,5094.941169275133
2010-06-01,5213.511505919312,5119.668604884955
2010-07-01,5173.236830145718,5211.568803210535
2010-08-01,5080.98991776695,5270.504801428457
2010-09-01,5098.113061554056,5222.430695523783
2010-10-01,5277.954012726147,5176.683774832714
2010-11-01,5102.750351894661,4993.699905548516
2010-12-01,5139.926067912897,4910.406500865459
2011-01-01,4162.122818696591,4026.158142987071
2011-02-01,4116.313291250962,3814.9042176055264
2011-03-01,4755.1803435158645,4177.233468303095
2011-04-01,5111.562998388368,4764.550406685622
2011-05-01,5292.996323506466,4983.0885288679165
2011-06-01,5306.74452934085,5090.457297391577
2011-07-01,5321.627794604615,5112.496904211818
2011-08-01,5180.048944610125,5185.713118641411
2011-09-01,5188.9481044482345,5062.433921182243
2011-10-01,5378.759798003143,5079.815630732313
2011-11-01,5252.367368565289,5025.469206493927
2011-12-01,5416.926550416157,4840.5995583951335
2012-01-01,5160.110529925249,4770.966768884089
2012-02-01,5240.524723349011,4845.93608603999
2012-03-01,5401.541785856081,4892.334221654319
2012-04-01,5358.786945230809,5110.109559565999
2012-05-01,5034.000633182637,4968.216003347717
2012-06-01,5010.5883710069365,4952.923787371733
2012-07-01,4902.111870606875,4862.826580789483
2012-08-01,4761.018806399124,4848.998956267125
2012-09-01,4703.386979577015,4717.0221832274365
2012-10-01,4716.548905067827,4680.832030474963
2012-11-01,4708.755225573283,4573.919484532076
2012-12-01,4549.268946421507,4441.091794715505
2013-01-01,4440.4013308655585,4171.053339791289
2013-02-01,4423.3203580934405,4005.379622094664
2013-03-01,4942.9453056860675,4451.690639422356
2013-04-01,4968.831457142924,4556.518856670424
2013-05-01,4830.509384497674,4904.99519310825
2013-06-01,5118.826946458579,4978.3372870962185
2013-07-01,5024.403510177093,4898.429720376052
2013-08-01,4939.064805837948,5032.992890653377
2013-09-01,5051.435689004689,5004.998322212714
2013-10-01,5105.683948844951,4950.939870245881
2013-11-01,5191.927936348881,5033.855194281096
2013-12-01,5192.46248451906,4910.167550087012
2014-01-01,4365.527469003207,3956.338393642504
2014-02-01,4343.945401166908,4190.248659536081
2014-03-01,5162.520526689636,4730.672620818355
2014-04-01,5378.8954233251825,5121.040156514545
2014-05-01,5476.790867179198,5380.111383118942
2014-06-01,5555.31680880089,5516.47134484769
2014-07-01,5588.47725996558,5615.521324020871
2014-08-01,5611.860821023182,5675.622723584231
2014-09-01,5820.7186450615945,5758.695607170749
2014-10-01,6053.193246076612,5920.842402629149
2014-11-01,6089.127778387473,5904.073481645055
2014-12-01,6137.158170594635,5942.796954748789
2015-01-01,4904.127597434291,4752.187101429075
2015-02-01,4495.542491083909,4415.371157528448
2015-03-01,5707.377669134015,5353.445727775686
2015-04-01,6193.927423269576,5944.348181705018
2015-05-01,5895.455184805286,5961.430283282877
2015-06-01,6173.377317440209,5975.606617456444
2015-07-01,6018.271116615303,5919.179038898265
2015-08-01,5932.58465644397,5998.842336601951
2015-09-01,6060.817972256591,6043.685383328319
2015-10-01,6035.115066191205,5898.90787877275
2015-11-01,6022.1461161134885,5863.283326387611
2015-12-01,6038.747643514746,5836.731797217401
2016-01-01,6135.752152070388,5882.536912515403
2016-02-01,6103.815450007034,5770.962016179248
2016-03-01,6547.254960809765,6006.644293247237
2016-04-01,6637.524947010004,6274.754274348707
2016-05-01,6274.749651119844,6246.375982736996
2016-06-01,6282.615135760044,6221.471112324215
2016-07-01,6157.030270539417,6181.4175312904845
2016-08-01,6056.537747201218,6162.985361668392
2016-09-01,6101.467349909506,6154.845188543464
2016-10-01,6212.4432458307465,6078.9925911392775
2016-11-01,6154.598468334506,6024.921205183935
2016-12-01,6022.154200508745,5751.255625799937
2017-01-01,5992.712270045387,5659.180915684233
2017-02-01,6028.938050962709,5725.852011828266
2017-03-01,6311.438964407335,5948.081197681136
2017-04-01,6418.8656321030585,5992.865584516784
2017-05-01,6289.351783509111,6132.443092338302
2017-06-01,6250.394077412362,6204.386507210546
2017-07-01,6331.7735533738705,6365.613903892119
2017-08-01,6270.543300015058,6443.809856429144
2017-09-01,6348.676873901152,6476.00008021927
2017-10-01,6398.970304896496,6328.523452323652
2017-11-01,6545.7597584431805,6409.662511013804
2017-12-01,6391.410324506133,6292.116690842913
2018-01-01,5594.951122194544,5299.417689276591
2018-02-01,6163.327178929166,5642.318990351783
2018-03-01,6686.16919236365,6422.4293730949075
2018-04-01,6591.716117264277,6187.3295591987635
2018-05-01,6404.939844450753,6317.198422513176
2018-06-01,6530.084687819739,6411.20180255148
2018-07-01,6379.048420137414,6350.56356835633
2018-08-01,6196.870838099403,6338.178313565674
2018-09-01,6348.960816528375,6379.738203823616
2018-10-01,6559.746642135969,6451.206932689841
2018-11-01,6642.223651731873,6424.455032921736
2018-12-01,6450.069162542765,6315.483183443324
2019-01-01,6082.305633317294,5802.989894198165
2019-02-01,6100.193316945411,5672.629383424694
2019-03-01,6761.3122963541955,6329.599156371622
2019-04-01,6864.300796433432,6551.2027280820275
2019-05-01,6843.190484771904,6741.126840856093
2019-06-01,7017.258346827875,6946.216603542084
2019-07-01,6950.717087048544,7006.139902497552
2019-08-01,6894.886559006777,6993.064674537113
2019-09-01,6902.4438824641675,6942.669716597036
2019-10-01,7137.414866262958,7071.111170077626
2019-11-01,7306.124443552652,7112.399702779721
2019-12-01,7190.163558343637,7019.418294718825
2020-01-01,7407.978949305622,6936.460789718352
2020-02-01,7341.292770452396,7120.101055655546
2020-03-01,7427.095945493258,7089.4869303921605
2020-04-01,7356.593311580023,7196.603061731602
2020-05-01,,
2020-06-01,,
2020-07-01,,
2020-08-01,,
2020-09-01,,
2020-10-01,,
2020-11-01,,
2020-12-01,,
2021-01-01,,
