# Coordinated beginning of month and monthly mean lakewide average water levels for Lake St.Clair
# Units: meters above IGLD 1985
# Coordinated period:  Jan 1918 through previous December
# Coordinated by the Coordinating Committee on Great Lakes Basic Hydraulic and Hydrologic Data
# www.GreatLakesCC.org
#
"Year","Month","Beginning of Month","Monthly Mean"
1989,5,175.12,175.14
1989,6,175.24,175.32
1989,7,175.37,175.34
1989,8,175.33,175.26
1989,9,175.21,175.2
1989,10,175.13,175.04
1989,11,174.95,174.93
1989,12,174.9,174.96
1990,1,174.97,174.9
1990,2,174.92,175.02
1990,3,175.09,175.08
1990,4,175.07,175.1
1990,5,175.09,175.16
1990,6,175.2,175.21
1990,7,175.25,175.26
1990,8,175.26,175.25
1990,9,175.24,175.24
1990,10,175.16,175.16
1990,11,175.11,175.09
1990,12,175.01,175.1
1991,1,175.32,175.24
1991,2,175.14,175.12
1991,3,175.16,175.19
1991,4,175.2,175.27
1991,5,175.3,175.34
1991,6,175.4,175.39
1991,7,175.37,175.34
1991,8,175.3,175.3
1991,9,175.3,175.19
1991,10,175.09,175.04
1991,11,175.05,174.96
1991,12,174.95,174.99
1992,1,175.02,175.01
1992,2,175.03,175.04
1992,3,175.04,175.1
1992,4,175.11,175.18
1992,5,175.28,175.25
1992,6,175.26,175.26
1992,7,175.26,175.33
1992,8,175.4,175.35
1992,9,175.33,175.36
1992,10,175.33,175.24
1992,11,175.24,175.28
1992,12,175.26,175.24
1993,1,175.3,175.4
1993,2,175.3,175.26
1993,3,175.27,175.34
1993,4,175.5,175.42
1993,5,175.45,175.43
1993,6,175.41,175.48
1993,7,175.58,175.56
1993,8,175.54,175.51
1993,9,175.49,175.44
1993,10,175.36,175.3
1993,11,175.28,175.21
1993,12,175.23,175.22
1994,1,175.28,175.06
1994,2,175.17,175.16
1994,3,175.01,175.18
1994,4,175.28,175.32
1994,5,175.4,175.37
1994,6,175.35,175.4
1994,7,175.5,175.49
1994,8,175.48,175.48
1994,9,175.44,175.39
1994,10,175.37,175.29
1994,11,175.25,175.18
1994,12,175.05,175.16
1995,1,175.14,175.22
1995,2,175.21,175.09
1995,3,174.99,175.08
1995,4,175.14,175.19
1995,5,175.26,175.26
1995,6,175.3,175.31
1995,7,175.35,175.34
1995,8,175.34,175.35
1995,9,175.29,175.22
1995,10,175.11,175.08
1995,11,175.06,175.05
1995,12,175.06,175.01
1996,1,174.82,174.74
1996,2,174.99,175.01
1996,3,175.1,175
1996,4,175.04,174.85
1996,5,175.16,175.31
1996,6,175.34,175.45
1996,7,175.5,175.5
1996,8,175.5,175.48
1996,9,175.44,175.47
1996,10,175.52,175.42
1996,11,175.31,175.36
1996,12,175.31,175.37
1997,1,175.43,175.52
1997,2,175.51,175.51
1997,3,175.69,175.62
1997,4,175.67,175.62
1997,5,175.57,175.68
1997,6,175.74,175.81
1997,7,175.82,175.83
1997,8,175.8,175.76
1997,9,175.74,175.68
1997,10,175.6,175.55
1997,11,175.45,175.41
1997,12,175.4,175.36
1998,1,175.31,175.45
1998,2,175.44,175.47
1998,3,175.46,175.52
1998,4,175.56,175.61
1998,5,175.63,175.63
1998,6,175.59,175.58
1998,7,175.59,175.56
1998,8,175.52,175.48
1998,9,175.43,175.35
1998,10,175.28,175.19
1998,11,175.12,175
1998,12,174.93,174.93
1999,1,174.89,175.1
1999,2,175.03,174.99
1999,3,175,174.96
1999,4,174.95,175.05
1999,5,175.1,175.05
1999,6,175.04,175.11
1999,7,175.16,175.12
1999,8,175.1,175.07
1999,9,175.04,174.96
1999,10,174.9,174.85
1999,11,174.76,174.75
1999,12,174.7,174.7
2000,1,174.7,174.63
2000,2,174.46,174.44
2000,3,174.66,174.66
2000,4,174.67,174.76
2000,5,174.79,174.85
2000,6,174.9,174.96
2000,7,175.04,175.05
2000,8,175.07,175.03
2000,9,174.98,174.93
2000,10,174.87,174.8
2000,11,174.75,174.65
2000,12,174.66,174.75
2001,1,174.94,174.71
2001,2,174.6,174.69
2001,3,174.72,174.7
2001,4,174.68,174.74
2001,5,174.76,174.79
2001,6,174.86,174.89
2001,7,174.91,174.89
2001,8,174.84,174.81
2001,9,174.8,174.75
2001,10,174.74,174.73
2001,11,174.71,174.7
2001,12,174.76,174.74
2002,1,174.7,174.69
2002,2,174.79,174.77
2002,3,174.75,174.8
2002,4,174.82,174.94
2002,5,174.95,175.03
2002,6,175.05,175.09
2002,7,175.12,175.1
2002,8,175.08,175.05
2002,9,175.03,174.96
2002,10,174.9,174.84
2002,11,174.74,174.72
2002,12,174.62,174.62
2003,1,174.63,174.6
2003,2,174.56,174.6
2003,3,174.35,174.53
2003,4,174.64,174.73
2003,5,174.74,174.82
2003,6,174.91,174.89
2003,7,174.9,174.92
2003,8,174.92,174.92
2003,9,174.89,174.82
2003,10,174.72,174.69
2003,11,174.64,174.65
2003,12,174.65,174.68
2004,1,174.73,174.68
2004,2,174.63,174.66
2004,3,174.66,174.77
2004,4,174.9,174.86
2004,5,174.86,175
2004,6,175.09,175.12
2004,7,175.12,175.15
2004,8,175.15,175.12
2004,9,175.12,175.07
2004,10,175,174.89
2004,11,174.84,174.82
2004,12,174.8,174.86
2005,1,174.95,174.99
2005,2,174.96,175
2005,3,175,174.99
2005,4,175,175.08
2005,5,175.14,175.08
2005,6,175.06,175.05
2005,7,175.04,175.03
2005,8,175,174.96
2005,9,174.96,174.9
2005,10,174.88,174.82
2005,11,174.71,174.65
2005,12,174.64,174.71
2006,1,174.74,174.73
2006,2,174.76,174.8
2006,3,174.78,174.84
2006,4,174.81,174.88
2006,5,174.89,174.93
2006,6,174.97,174.99
2006,7,174.99,175.02
2006,8,175.04,175.01
2006,9,175.05,174.92
2006,10,174.85,174.86
2006,11,174.88,174.85
2006,12,174.87,174.87
2007,1,174.89,174.97
2007,2,174.93,174.86
2007,3,174.68,174.91
2007,4,174.99,174.96
2007,5,175.04,175.02
2007,6,174.98,174.99
2007,7,174.98,174.92
2007,8,174.9,174.9
2007,9,174.91,174.83
2007,10,174.76,174.7
2007,11,174.6,174.56
2007,12,174.5,174.56
2008,1,174.59,174.66
2008,2,174.72,174.85
2008,3,174.78,174.88
2008,4,174.89,174.99
2008,5,174.99,175
2008,6,174.98,175.05
2008,7,175.13,175.12
2008,8,175.09,175.05
2008,9,175,175.01
2008,10,174.95,174.85
2008,11,174.76,174.77
2008,12,174.75,174.81
2009,1,175.04,174.94
2009,2,174.88,174.96
2009,3,175,175.06
2009,4,175.06,175.14
2009,5,175.23,175.2
2009,6,175.22,175.25
2009,7,175.26,175.24
2009,8,175.21,175.2
2009,9,175.18,175.13
2009,10,175.04,174.99
2009,11,174.92,174.94
2009,12,174.88,174.87
2010,1,174.88,174.74
2010,2,174.77,174.44
2010,3,174.56,174.76
2010,4,174.8,174.9
2010,5,174.9,174.98
2010,6,175,175.08
2010,7,175.1,175.09
2010,8,175.1,175.05
2010,9,174.98,174.92
2010,10,174.94,174.85
2010,11,174.78,174.72
2010,12,174.65,174.7
2011,1,174.62,174.48
2011,2,174.36,174.5
2011,3,174.24,174.67
2011,4,174.78,174.89
2011,5,175.07,175.15
2011,6,175.24,175.22
2011,7,175.22,175.21
2011,8,175.2,175.16
2011,9,175.11,175.08
2011,10,175.08,175.02
2011,11,174.98,174.95
2011,12,175.23,175.08
2012,1,175.02,175.02
2012,2,175.04,174.99
2012,3,174.98,174.99
2012,4,175.03,174.99
2012,5,174.97,174.98
2012,6,175,174.98
2012,7,174.97,174.94
2012,8,174.89,174.85
2012,9,174.79,174.75
2012,10,174.68,174.6
2012,11,174.69,174.59
2012,12,174.54,174.54
2013,1,174.5,174.52
2013,2,174.55,174.54
2013,3,174.66,174.64
2013,4,174.62,174.75
2013,5,174.82,174.84
2013,6,174.9,174.99
2013,7,175.1,175.1
2013,8,175.04,175.02
2013,9,175.01,174.96
2013,10,174.9,174.85
2013,11,174.79,174.79
2013,12,174.76,174.79
2014,1,174.84,174.68
2014,2,174.58,174.61
2014,3,174.77,174.79
2014,4,174.86,174.96
2014,5,175.01,175.13
2014,6,175.19,175.21
2014,7,175.24,175.26
2014,8,175.26,175.27
2014,9,175.22,175.26
2014,10,175.23,175.18
2014,11,175.23,175.1
2014,12,175.16,175.13
2015,1,175.08,174.95
2015,2,174.7,174.74
2015,3,174.72,174.94
2015,4,175.12,175.17
2015,5,175.2,175.22
2015,6,175.39,175.44
2015,7,175.6,175.56
2015,8,175.5,175.48
2015,9,175.44,175.42
2015,10,175.44,175.26
2015,11,175.15,175.12
2015,12,175.16,175.12
2016,1,175.18,175.18
2016,2,175.16,175.17
2016,3,175.24,175.32
2016,4,175.47,175.49
2016,5,175.5,175.5
2016,6,175.5,175.51
2016,7,175.51,175.49
2016,8,175.5,175.46
2016,9,175.48,175.41
2016,10,175.46,175.32
2016,11,175.26,175.19
2016,12,175.1,175.12
2017,1,175.11,175.19
2017,2,175.2,175.22
2017,3,175.26,175.29
2017,4,175.44,175.47
2017,5,175.51,175.61
2017,6,175.63,175.64
2017,7,175.66,175.7
2017,8,175.7,175.66
2017,9,175.68,175.58
2017,10,175.54,175.46
2017,11,175.36,175.44
2017,12,175.41,175.36
2018,1,175.38,175.24
2018,2,175.34,175.32
2018,3,175.56,175.51
2018,4,175.49,175.6
2018,5,175.61,175.68
2018,6,175.69,175.72
2018,7,175.74,175.71
2018,8,175.68,175.64
2018,9,175.63,175.62
2018,10,175.59,175.52
2018,11,175.5,175.5
2018,12,175.51,175.47
2019,1,175.5,175.41
2019,2,175.17,175.41
2019,3,175.52,175.56
2019,4,175.62,175.7
2019,5,175.87,175.89
2019,6,175.92,175.99
2019,7,176.04,176.04
2019,8,176.03,175.96
2019,9,175.9,175.86
2019,10,175.83,175.77
2019,11,175.77,175.71
2019,12,175.74,175.68
2020,1,175.62,175.8
2020,2,175.84,175.79
2020,3,175.74,175.83
2020,4,175.96,175.91
2020,5,175.92,NA
2020,6,NA,NA
2020,7,NA,NA
2020,8,NA,NA
2020,9,NA,NA
2020,10,NA,NA
2020,11,NA,NA
2020,12,NA,NA
