# Coordinated beginning of month and monthly mean lakewide average water levels for Lake St.Clair
# Units: meters above IGLD 1985
# Coordinated period:  Jan 1918 through previous December
# Coordinated by the Coordinating Committee on Great Lakes Basic Hydraulic and Hydrologic Data
# www.GreatLakesCC.org
#
"Year","Month","Beginning of Month","Monthly Mean"
1918,6,175.03,175.14
1918,7,175.03,175.17
1918,8,175.1,175.16
1918,9,175.03,175.1
1918,10,175,175.03
1918,11,174.9,174.98
1918,12,174.79,174.99
1919,1,174.89,175.14
1919,2,174.87,174.88
1919,3,174.69,175
1919,4,174.99,175.14
1919,5,175.07,175.3
1919,6,175.23,175.32
1919,7,175.23,175.25
1919,8,175.14,175.16
1919,9,175.03,175.06
1919,10,174.93,175
1919,11,174.88,174.91
1919,12,174.63,174.76
1920,1,174.21,174.3
1920,2,174.21,174.4
1920,3,174.24,174.58
1920,4,174.59,174.82
1920,5,174.83,174.94
1920,6,174.87,175.01
1920,7,174.95,175.07
1920,8,174.98,175.08
1920,9,174.96,175.01
1920,10,174.84,174.92
1920,11,174.75,174.84
1920,12,174.75,174.81
1921,1,174.92,174.87
1921,2,174.68,174.43
1921,3,174.39,174.8
1921,4,174.87,175
1921,5,175,175.07
1921,6,175.02,175.08
1921,7,175,175.06
1921,8,174.9,174.97
1921,9,174.82,174.88
1921,10,174.67,174.77
1921,11,174.72,174.74
1921,12,174.62,174.76
1922,1,174.64,174.58
1922,2,174.44,174.39
1922,3,174.3,174.62
1922,4,174.78,174.92
1922,5,174.88,174.99
1922,6,174.95,175
1922,7,174.99,175.07
1922,8,174.96,175.02
1922,9,174.9,174.97
1922,10,174.82,174.83
1922,11,174.68,174.69
1922,12,174.48,174.65
1923,1,174.53,174.53
1923,2,174.25,174.4
1923,3,174.36,174.52
1923,4,174.41,174.63
1923,5,174.58,174.76
1923,6,174.75,174.82
1923,7,174.77,174.85
1923,8,174.77,174.79
1923,9,174.67,174.75
1923,10,174.66,174.66
1923,11,174.51,174.56
1923,12,174.42,174.56
1924,1,174.5,174.58
1924,2,174.41,174.29
1924,3,174.3,174.41
1924,4,174.46,174.63
1924,5,174.63,174.76
1924,6,174.72,174.81
1924,7,174.8,174.88
1924,8,174.81,174.85
1924,9,174.76,174.79
1924,10,174.66,174.71
1924,11,174.51,174.52
1924,12,174.32,174.42
1925,1,174.3,174.28
1925,2,174.18,174.18
1925,3,174.16,174.39
1925,4,174.44,174.52
1925,5,174.46,174.51
1925,6,174.4,174.52
1925,7,174.45,174.55
1925,8,174.45,174.54
1925,9,174.37,174.48
1925,10,174.37,174.36
1925,11,174.23,174.3
1925,12,174.21,174.24
1926,1,173.97,173.94
1926,2,173.87,173.89
1926,3,173.9,174.08
1926,4,174.17,174.32
1926,5,174.37,174.48
1926,6,174.38,174.53
1926,7,174.47,174.58
1926,8,174.52,174.6
1926,9,174.5,174.6
1926,10,174.58,174.62
1926,11,174.48,174.57
1926,12,174.52,174.61
1927,1,174.51,174.26
1927,2,174.08,174.12
1927,3,173.89,174.35
1927,4,174.59,174.65
1927,5,174.62,174.73
1927,6,174.78,174.83
1927,7,174.76,174.88
1927,8,174.84,174.83
1927,9,174.7,174.71
1927,10,174.59,174.64
1927,11,174.52,174.54
1927,12,174.6,174.64
1928,1,174.57,174.61
1928,2,174.52,174.46
1928,3,174.24,174.35
1928,4,174.67,174.73
1928,5,174.7,174.84
1928,6,174.8,174.94
1928,7,174.97,175.06
1928,8,174.98,175.05
1928,9,174.91,174.94
1928,10,174.84,174.9
1928,11,174.87,174.89
1928,12,174.85,174.89
1929,1,174.83,175.01
1929,2,174.94,175.13
1929,3,175.13,175.09
1929,4,175.04,175.32
1929,5,175.39,175.48
1929,6,175.44,175.49
1929,7,175.43,175.52
1929,8,175.46,175.44
1929,9,175.32,175.34
1929,10,175.28,175.2
1929,11,175.11,175.1
1929,12,174.92,175.05
1930,1,174.68,175.07
1930,2,174.98,174.98
1930,3,175.26,175.21
1930,4,175.18,175.29
1930,5,175.23,175.29
1930,6,175.21,175.26
1930,7,175.22,175.27
1930,8,175.17,175.19
1930,9,175.08,175.07
1930,10,174.97,174.97
1930,11,174.84,174.8
1930,12,174.66,174.74
1931,1,174.63,174.57
1931,2,174.22,174.15
1931,3,174.01,174.13
1931,4,174.28,174.56
1931,5,174.59,174.66
1931,6,174.62,174.7
1931,7,174.64,174.72
1931,8,174.65,174.67
1931,9,174.51,174.58
1931,10,174.48,174.51
1931,11,174.38,174.43
1931,12,174.31,174.42
1932,1,174.49,174.56
1932,2,174.41,174.6
1932,3,174.53,174.35
1932,4,174.32,174.58
1932,5,174.54,174.68
1932,6,174.67,174.69
1932,7,174.54,174.66
1932,8,174.58,174.6
1932,9,174.52,174.57
1932,10,174.45,174.46
1932,11,174.38,174.45
1932,12,174.37,174.59
1933,1,174.47,174.45
1933,2,174.38,174.26
1933,3,174.31,174.41
1933,4,174.51,174.66
1933,5,174.64,174.76
1933,6,174.7,174.77
1933,7,174.72,174.77
1933,8,174.61,174.7
1933,9,174.57,174.58
1933,10,174.46,174.46
1933,11,174.37,174.36
1933,12,174.27,174.38
1934,1,174.32,174.01
1934,2,173.97,174.04
1934,3,174.02,174.05
1934,4,174,174.36
1934,5,174.35,174.42
1934,6,174.34,174.45
1934,7,174.38,174.5
1934,8,174.37,174.41
1934,9,174.25,174.34
1934,10,174.26,174.27
1934,11,174.11,174.18
1934,12,174.06,174.26
1935,1,174.32,174.21
1935,2,173.95,173.93
1935,3,173.94,174.22
1935,4,174.3,174.37
1935,5,174.31,174.44
1935,6,174.41,174.5
1935,7,174.47,174.57
1935,8,174.44,174.57
1935,9,174.41,174.48
1935,10,174.31,174.38
1935,11,174.3,174.36
1935,12,174.18,174.3
1936,1,174.02,173.88
1936,2,173.95,174.13
1936,3,174.27,174.36
1936,4,174.41,174.49
1936,5,174.48,174.56
1936,6,174.49,174.59
1936,7,174.49,174.55
1936,8,174.41,174.48
1936,9,174.34,174.49
1936,10,174.46,174.45
1936,11,174.31,174.36
1936,12,174.26,174.38
1937,1,174.28,174.48
1937,2,174.45,174.38
1937,3,174.3,174.47
1937,4,174.38,174.61
1937,5,174.81,174.74
1937,6,174.69,174.77
1937,7,174.79,174.83
1937,8,174.76,174.78
1937,9,174.67,174.66
1937,10,174.56,174.54
1937,11,174.41,174.42
1937,12,174.28,174.56
1938,1,174.35,174.28
1938,2,174.18,174.51
1938,3,174.35,174.41
1938,4,174.61,174.74
1938,5,174.67,174.79
1938,6,174.78,174.85
1938,7,174.8,174.9
1938,8,174.83,174.9
1938,9,174.75,174.84
1938,10,174.78,174.78
1938,11,174.68,174.67
1938,12,174.55,174.6
1939,1,174.76,174.64
1939,2,174.31,174.13
1939,3,174.25,174.38
1939,4,174.64,174.8
1939,5,174.83,174.87
1939,6,174.84,174.94
1939,7,174.89,174.97
1939,8,174.88,174.93
1939,9,174.82,174.89
1939,10,174.79,174.78
1939,11,174.67,174.7
1939,12,174.59,174.62
1940,1,174.55,174.36
1940,2,174.2,174.23
1940,3,174.22,174.3
1940,4,174.46,174.69
1940,5,174.59,174.72
1940,6,174.77,174.84
1940,7,174.79,174.88
1940,8,174.81,174.86
1940,9,174.77,174.82
1940,10,174.74,174.76
1940,11,174.6,174.62
1940,12,174.51,174.66
1941,1,174.71,174.56
1941,2,174.19,174.28
1941,3,174.27,174.42
1941,4,174.48,174.58
1941,5,174.62,174.69
1941,6,174.68,174.75
1941,7,174.66,174.73
1941,8,174.64,174.68
1941,9,174.54,174.62
1941,10,174.47,174.6
1941,11,174.44,174.54
1941,12,174.49,174.53
1942,1,174.42,174.42
1942,2,174.28,174.07
1942,3,173.93,174.42
1942,4,174.65,174.83
1942,5,174.77,174.9
1942,6,174.92,175.03
1942,7,174.96,175.04
1942,8,174.98,175.02
1942,9,174.9,174.94
1942,10,174.87,174.9
1942,11,174.77,174.82
1942,12,174.7,174.82
1943,1,174.89,174.7
1943,2,174.48,174.57
1943,3,174.71,174.84
1943,4,174.9,174.99
1943,5,175.05,175.25
1943,6,175.26,175.36
1943,7,175.33,175.44
1943,8,175.38,175.41
1943,9,175.3,175.34
1943,10,175.22,175.24
1943,11,175.14,175.14
1943,12,175.06,175.07
1944,1,174.82,174.53
1944,2,174.71,174.68
1944,3,174.61,174.74
1944,4,174.89,175.09
1944,5,175.1,175.18
1944,6,175.15,175.23
1944,7,175.19,175.22
1944,8,175.09,175.16
1944,9,175,175.09
1944,10,175.05,175.04
1944,11,174.91,174.93
1944,12,174.79,174.89
1945,1,174.85,174.73
1945,2,174.45,174.62
1945,3,174.67,174.89
1945,4,174.93,175.03
1945,5,175.02,175.18
1945,6,175.2,175.28
1945,7,175.26,175.33
1945,8,175.26,175.28
1945,9,175.15,175.22
1945,10,175.23,175.24
1945,11,175.11,175.1
1945,12,175.05,175.17
1946,1,175.11,174.96
1946,2,174.51,174.6
1946,3,174.55,175.04
1946,4,175.12,175.12
1946,5,175.06,175.15
1946,6,175.17,175.29
1946,7,175.23,175.3
1946,8,175.19,175.21
1946,9,175.06,175.1
1946,10,174.97,175
1946,11,174.92,174.89
1946,12,174.79,174.8
1947,1,174.76,174.61
1947,2,174.67,174.6
1947,3,174.55,174.75
1947,4,174.89,175.15
1947,5,175.13,175.26
1947,6,175.29,175.41
1947,7,175.33,175.4
1947,8,175.31,175.38
1947,9,175.29,175.34
1947,10,175.16,175.22
1947,11,175.14,175.09
1947,12,174.92,175.04
1948,1,174.98,174.98
1948,2,174.87,174.9
1948,3,174.94,175.07
1948,4,175.15,175.22
1948,5,175.19,175.35
1948,6,175.26,175.32
1948,7,175.25,175.32
1948,8,175.17,175.24
1948,9,175.11,175.13
1948,10,174.98,174.96
1948,11,174.85,174.86
1948,12,174.79,174.82
1949,1,174.9,174.89
1949,2,174.83,174.88
1949,3,174.83,174.7
1949,4,174.94,174.94
1949,5,174.87,174.96
1949,6,174.91,174.98
1949,7,174.94,175
1949,8,174.92,174.93
1949,9,174.74,174.8
1949,10,174.68,174.75
1949,11,174.56,174.58
1949,12,174.47,174.57
1950,1,174.6,174.72
1950,2,174.77,174.7
1950,3,174.52,174.71
1950,4,174.93,175.04
1950,5,175.1,175.05
1950,6,175.04,175.04
1950,7,175.06,175.07
1950,8,175.06,175.02
1950,9,175.04,175.01
1950,10,174.98,174.95
1950,11,174.91,174.86
1950,12,174.91,174.99
1951,1,174.9,174.86
1951,2,174.81,174.89
1951,3,175.06,175.12
1951,4,175.21,175.25
1951,5,175.34,175.34
1951,6,175.37,175.38
1951,7,175.41,175.41
1951,8,175.42,175.38
1951,9,175.39,175.31
1951,10,175.3,175.29
1951,11,175.28,175.26
1951,12,175.27,175.4
1952,1,175.5,175.49
1952,2,175.28,175.41
1952,3,175.46,175.51
1952,4,175.48,175.59
1952,5,175.62,175.6
1952,6,175.71,175.63
1952,7,175.71,175.66
1952,8,175.65,175.65
1952,9,175.62,175.57
1952,10,175.52,175.41
1952,11,175.3,175.24
1952,12,175.23,175.23
1953,1,175.24,175.25
1953,2,175.27,175.21
1953,3,175.23,175.29
1953,4,175.33,175.32
1953,5,175.41,175.41
1953,6,175.49,175.49
1953,7,175.52,175.52
1953,8,175.52,175.49
1953,9,175.48,175.39
1953,10,175.35,175.29
1953,11,175.26,175.16
1953,12,175.13,175.06
1954,1,175.04,174.81
1954,2,174.61,174.74
1954,3,175.07,175.13
1954,4,175.26,175.29
1954,5,175.4,175.36
1954,6,175.35,175.39
1954,7,175.43,175.41
1954,8,175.4,175.38
1954,9,175.34,175.3
1954,10,175.31,175.39
1954,11,175.38,175.33
1954,12,175.28,175.29
1955,1,175.36,175.3
1955,2,175.19,175.15
1955,3,175.34,175.36
1955,4,175.42,175.38
1955,5,175.45,175.41
1955,6,175.43,175.43
1955,7,175.43,175.4
1955,8,175.39,175.35
1955,9,175.28,175.22
1955,10,175.17,175.09
1955,11,175.05,174.98
1955,12,174.9,174.95
1956,1,174.93,174.38
1956,2,174.14,174.24
1956,3,174.43,174.78
1956,4,174.89,174.98
1956,5,175.18,175.24
1956,6,175.21,175.22
1956,7,175.24,175.24
1956,8,175.26,175.25
1956,9,175.26,175.19
1956,10,175.12,175.04
1956,11,174.99,174.87
1956,12,174.82,174.84
1957,1,174.83,174.57
1957,2,174.53,174.58
1957,3,174.8,174.8
1957,4,174.85,174.94
1957,5,175.04,175.02
1957,6,175.08,175.03
1957,7,175.04,175.14
1957,8,175.12,175.06
1957,9,175.02,174.98
1957,10,174.96,174.88
1957,11,174.84,174.76
1957,12,174.73,174.8
1958,1,174.84,174.47
1958,2,174.19,174.3
1958,3,174.46,174.65
1958,4,174.52,174.56
1958,5,174.72,174.73
1958,6,174.75,174.76
1958,7,174.78,174.82
1958,8,174.83,174.8
1958,9,174.77,174.76
1958,10,174.72,174.64
1958,11,174.63,174.51
1958,12,174.45,174.55
1959,1,174.38,174.18
1959,2,174.26,174.28
1959,3,174.35,174.59
1959,4,174.73,174.75
1959,5,174.81,174.83
1959,6,174.89,174.86
1959,7,174.86,174.81
1959,8,174.82,174.79
1959,9,174.82,174.73
1959,10,174.74,174.7
1959,11,174.67,174.65
1959,12,174.64,174.71
1960,1,174.77,174.72
1960,2,174.44,174.54
1960,3,174.7,174.71
1960,4,174.95,174.97
1960,5,174.99,175.07
1960,6,175.15,175.21
1960,7,175.24,175.24
1960,8,175.26,175.25
1960,9,175.25,175.2
1960,10,175.18,175.09
1960,11,175.01,174.94
1960,12,174.84,174.94
1961,1,174.87,174.76
1961,2,174.67,174.76
1961,3,174.92,174.93
1961,4,174.93,175.02
1961,5,175.19,175.16
1961,6,175.15,175.14
1961,7,175.15,175.12
1961,8,175.16,175.12
1961,9,175.1,175.04
1961,10,175.01,174.92
1961,11,174.87,174.83
1961,12,174.82,174.76
1962,1,174.88,174.7
1962,2,174.4,174.38
1962,3,174.56,174.79
1962,4,174.88,174.86
1962,5,174.89,174.89
1962,6,174.91,174.94
1962,7,174.95,174.9
1962,8,174.91,174.88
1962,9,174.87,174.82
1962,10,174.82,174.74
1962,11,174.7,174.7
1962,12,174.66,174.64
1963,1,174.75,174.48
1963,2,174.41,174.36
1963,3,174.4,174.53
1963,4,174.74,174.68
1963,5,174.72,174.72
1963,6,174.73,174.72
1963,7,174.72,174.69
1963,8,174.69,174.66
1963,9,174.63,174.6
1963,10,174.55,174.5
1963,11,174.45,174.4
1963,12,174.38,174.38
1964,1,174.41,174.14
1964,2,174.08,174.14
1964,3,174.05,174.32
1964,4,174.41,174.45
1964,5,174.56,174.54
1964,6,174.58,174.53
1964,7,174.53,174.52
1964,8,174.52,174.5
1964,9,174.5,174.44
1964,10,174.42,174.32
1964,11,174.32,174.24
1964,12,174.21,174.24
1965,1,174.28,174.14
1965,2,174.01,174.2
1965,3,174.16,174.44
1965,4,174.52,174.58
1965,5,174.62,174.64
1965,6,174.68,174.68
1965,7,174.67,174.66
1965,8,174.65,174.66
1965,9,174.67,174.64
1965,10,174.62,174.6
1965,11,174.56,174.56
1965,12,174.52,174.6
1966,1,174.71,174.64
1966,2,174.56,174.58
1966,3,174.55,174.71
1966,4,174.77,174.81
1966,5,174.91,174.9
1966,6,174.92,174.93
1966,7,174.95,174.91
1966,8,174.9,174.85
1966,9,174.84,174.78
1966,10,174.69,174.62
1966,11,174.61,174.6
1966,12,174.61,174.75
1967,1,174.75,174.76
1967,2,174.81,174.64
1967,3,174.7,174.76
1967,4,174.88,174.94
1967,5,174.97,175.01
1967,6,175.05,175.07
1967,7,175.16,175.1
1967,8,175.11,175.06
1967,9,175.05,174.98
1967,10,174.96,174.92
1967,11,174.92,174.9
1967,12,174.85,174.96
1968,1,175.01,174.91
1968,2,174.99,175.02
1968,3,174.94,175
1968,4,175.07,175.04
1968,5,175.04,175.08
1968,6,175.19,175.15
1968,7,175.28,175.2
1968,8,175.23,175.18
1968,9,175.17,175.14
1968,10,175.11,175.03
1968,11,175,174.97
1968,12,175.05,175.01
1969,1,175.07,175
1969,2,175.19,175.06
1969,3,175.1,175.07
1969,4,175.14,175.24
1969,5,175.31,175.36
1969,6,175.42,175.42
1969,7,175.47,175.54
1969,8,175.56,175.49
1969,9,175.46,175.38
1969,10,175.33,175.26
1969,11,175.23,175.18
1969,12,175.15,175.14
1970,1,174.82,174.77
1970,2,174.97,174.88
1970,3,174.95,175.07
1970,4,175.15,175.17
1970,5,175.21,175.22
1970,6,175.28,175.31
1970,7,175.33,175.32
1970,8,175.35,175.3
1970,9,175.28,175.25
1970,10,175.26,175.2
1970,11,175.19,175.15
1970,12,175.15,175.16
1971,1,175.21,175.14
1971,2,174.89,175.06
1971,3,175.19,175.23
1971,4,175.27,175.29
1971,5,175.32,175.34
1971,6,175.4,175.4
1971,7,175.43,175.4
1971,8,175.41,175.4
1971,9,175.41,175.37
1971,10,175.34,175.28
1971,11,175.24,175.16
1971,12,175.17,175.16
1972,1,175.22,175.22
1972,2,175.26,175.2
1972,3,175.13,175.25
1972,4,175.26,175.32
1972,5,175.37,175.45
1972,6,175.48,175.48
1972,7,175.54,175.54
1972,8,175.56,175.54
1972,9,175.55,175.53
1972,10,175.53,175.49
1972,11,175.5,175.51
1972,12,175.48,175.52
1973,1,175.56,175.56
1973,2,175.61,175.54
1973,3,175.53,175.68
1973,4,175.76,175.73
1973,5,175.73,175.74
1973,6,175.79,175.82
1973,7,175.89,175.82
1973,8,175.81,175.76
1973,9,175.74,175.66
1973,10,175.65,175.56
1973,11,175.5,175.46
1973,12,175.49,175.47
1974,1,175.56,175.56
1974,2,175.63,175.57
1974,3,175.58,175.67
1974,4,175.66,175.71
1974,5,175.73,175.77
1974,6,175.78,175.76
1974,7,175.79,175.77
1974,8,175.73,175.7
1974,9,175.67,175.6
1974,10,175.5,175.46
1974,11,175.42,175.39
1974,12,175.47,175.4
1975,1,175.41,175.44
1975,2,175.5,175.45
1975,3,175.53,175.48
1975,4,175.55,175.56
1975,5,175.59,175.58
1975,6,175.62,175.64
1975,7,175.69,175.62
1975,8,175.61,175.6
1975,9,175.69,175.61
1975,10,175.55,175.48
1975,11,175.42,175.36
1975,12,175.3,175.37
1976,1,175.44,175.37
1976,2,175.2,175.32
1976,3,175.54,175.61
1976,4,175.59,175.64
1976,5,175.68,175.69
1976,6,175.68,175.66
1976,7,175.67,175.68
1976,8,175.72,175.62
1976,9,175.55,175.5
1976,10,175.44,175.36
1976,11,175.29,175.18
1976,12,175.08,175.11
1977,1,174.99,175.1
1977,2,175.14,175.16
1977,3,175.05,175.15
1977,4,175.23,175.26
1977,5,175.33,175.3
1977,6,175.27,175.24
1977,7,175.2,175.24
1977,8,175.2,175.22
1977,9,175.2,175.22
1977,10,175.29,175.18
1977,11,175.11,175.1
1977,12,175.08,175.22
1978,1,175.43,175.33
1978,2,175.32,175.31
1978,3,175.26,175.27
1978,4,175.26,175.38
1978,5,175.36,175.38
1978,6,175.38,175.38
1978,7,175.39,175.35
1978,8,175.32,175.29
1978,9,175.26,175.25
1978,10,175.22,175.18
1978,11,175.16,175.1
1978,12,175.03,175.03
1979,1,175.1,175.16
1979,2,175.09,175.16
1979,3,175.19,175.18
1979,4,175.23,175.4
1979,5,175.38,175.44
1979,6,175.49,175.48
1979,7,175.5,175.5
1979,8,175.5,175.49
1979,9,175.49,175.47
1979,10,175.43,175.36
1979,11,175.31,175.3
1979,12,175.29,175.33
1980,1,175.44,175.36
1980,2,175.33,175.32
1980,3,175.28,175.32
1980,4,175.48,175.5
1980,5,175.51,175.49
1980,6,175.48,175.53
1980,7,175.51,175.53
1980,8,175.55,175.56
1980,9,175.51,175.5
1980,10,175.43,175.35
1980,11,175.26,175.23
1980,12,175.16,175.2
1981,1,174.94,174.91
1981,2,175.1,175.21
1981,3,175.31,175.22
1981,4,175.18,175.26
1981,5,175.37,175.36
1981,6,175.37,175.4
1981,7,175.47,175.46
1981,8,175.46,175.43
1981,9,175.39,175.42
1981,10,175.44,175.38
1981,11,175.37,175.28
1981,12,175.26,175.22
1982,1,175.21,175.28
1982,2,175.26,175.2
1982,3,175.21,175.32
1982,4,175.35,175.4
1982,5,175.38,175.37
1982,6,175.4,175.4
1982,7,175.42,175.4
1982,8,175.37,175.34
1982,9,175.29,175.26
1982,10,175.25,175.18
1982,11,175.14,175.18
1982,12,175.23,175.26
1983,1,175.31,175.26
1983,2,175.21,175.25
1983,3,175.27,175.3
1983,4,175.34,175.41
1983,5,175.46,175.55
1983,6,175.55,175.59
1983,7,175.64,175.6
1983,8,175.65,175.6
1983,9,175.55,175.48
1983,10,175.43,175.38
1983,11,175.35,175.34
1983,12,175.24,175.44
1984,1,175.54,175.39
1984,2,175.26,175.36
1984,3,175.54,175.5
1984,4,175.42,175.02
1984,5,175.08,175.46
1984,6,175.57,175.58
1984,7,175.61,175.6
1984,8,175.58,175.58
1984,9,175.54,175.52
1984,10,175.52,175.46
1984,11,175.44,175.4
1984,12,175.34,175.35
1985,1,175.52,175.48
1985,2,175.5,175.56
1985,3,175.75,175.72
1985,4,175.78,175.81
1985,5,175.81,175.79
1985,6,175.79,175.79
1985,7,175.78,175.76
1985,8,175.76,175.72
1985,9,175.69,175.68
1985,10,175.58,175.6
1985,11,175.62,175.73
1985,12,175.76,175.76
1986,1,175.87,175.8
1986,2,175.71,175.8
1986,3,175.73,175.8
1986,4,175.79,175.82
1986,5,175.8,175.83
1986,6,175.86,175.92
1986,7,175.93,175.93
1986,8,175.92,175.9
1986,9,175.85,175.84
1986,10,175.96,175.96
1986,11,175.9,175.82
1986,12,175.86,175.8
1987,1,175.78,175.77
1987,2,175.8,175.62
1987,3,175.66,175.56
1987,4,175.64,175.71
1987,5,175.67,175.66
1987,6,175.65,175.66
1987,7,175.66,175.66
1987,8,175.62,175.6
1987,9,175.55,175.52
1987,10,175.44,175.36
1987,11,175.36,175.29
1987,12,175.29,175.32
1988,1,175.25,175.33
1988,2,175.24,175.28
1988,3,175.26,175.24
1988,4,175.3,175.33
1988,5,175.33,175.33
1988,6,175.31,175.3
1988,7,175.27,175.24
1988,8,175.22,175.2
1988,9,175.14,175.1
1988,10,175.05,175
1988,11,174.96,174.99
1988,12,174.97,174.98
1989,1,175.02,175.02
1989,2,175.01,175.04
1989,3,174.81,174.96
1989,4,175.05,175.1
