"Date","Time (LST/LDT)","Highest","MHHW (m)","MHW (m)","MSL (m)","MTL (m)","MLW (m)","MLLW (m)","Lowest (m)","Inf"
"2006/07/01","00:00","176.426","NaN","NaN","176.114","NaN","NaN","NaN","175.899","0"
"2006/08/01","00:00","176.331","NaN","NaN","176.11","NaN","NaN","NaN","175.859","0"
"2006/09/01","00:00","176.174","NaN","NaN","176.017","NaN","NaN","NaN","175.81","0"
"2006/10/01","00:00","176.279","NaN","NaN","175.973","NaN","NaN","NaN","175.748","0"
"2006/11/01","00:00","176.216","NaN","NaN","175.924","NaN","NaN","NaN","175.721","0"
"2006/12/01","00:00","176.312","NaN","NaN","175.929","NaN","NaN","NaN","175.617","0"
"2007/01/01","00:00","176.182","NaN","NaN","175.975","NaN","NaN","NaN","175.674","0"
"2007/02/01","00:00","176.323","NaN","NaN","175.92","NaN","NaN","NaN","175.623","0"
"2007/03/01","00:00","176.257","NaN","NaN","175.87","NaN","NaN","NaN","175.437","0"
"2007/04/01","00:00","176.309","NaN","NaN","175.997","NaN","NaN","NaN","175.706","0"
"2007/05/01","00:00","176.203","NaN","NaN","176.02","NaN","NaN","NaN","175.841","0"
"2007/06/01","00:00","176.279","NaN","NaN","176.042","NaN","NaN","NaN","175.838","0"
"2007/07/01","00:00","176.329","NaN","NaN","176.032","NaN","NaN","NaN","175.833","0"
"2007/08/01","00:00","176.3","NaN","NaN","175.983","NaN","NaN","NaN","175.704","0"
"2007/09/01","00:00","176.156","NaN","NaN","175.915","NaN","NaN","NaN","175.723","0"
"2007/10/01","00:00","176.129","NaN","NaN","175.833","NaN","NaN","NaN","175.537","0"
"2007/11/01","00:00","176.231","NaN","NaN","175.744","NaN","NaN","NaN","175.311","0"
"2007/12/01","00:00","175.99","NaN","NaN","175.639","NaN","NaN","NaN","175.22","0"
"2008/01/01","00:00","175.959","NaN","NaN","175.649","NaN","NaN","NaN","175.224","0"
"2008/02/01","00:00","176.065","NaN","NaN","175.737","NaN","NaN","NaN","175.485","0"
"2008/03/01","00:00","176.061","NaN","NaN","175.731","NaN","NaN","NaN","175.28","0"
"2008/04/01","00:00","176.109","NaN","NaN","175.884","NaN","NaN","NaN","175.558","0"
"2008/05/01","00:00","176.289","NaN","NaN","176.016","NaN","NaN","NaN","175.708","0"
"2008/06/01","00:00","176.367","NaN","NaN","176.115","NaN","NaN","NaN","175.846","0"
"2008/07/01","00:00","176.381","NaN","NaN","176.211","NaN","NaN","NaN","175.987","0"
"2008/08/01","00:00","176.44","NaN","NaN","176.211","NaN","NaN","NaN","176.057","0"
"2008/09/01","00:00","176.512","NaN","NaN","176.151","NaN","NaN","NaN","175.925","0"
"2008/10/01","00:00","176.632","NaN","NaN","176.071","NaN","NaN","NaN","175.739","0"
"2008/11/01","00:00","176.327","NaN","NaN","175.973","NaN","NaN","NaN","175.777","0"
"2008/12/01","00:00","176.401","NaN","NaN","175.913","NaN","NaN","NaN","175.211","0"
"2009/01/01","00:00","176.303","NaN","NaN","175.983","NaN","NaN","NaN","175.668","0"
"2009/02/01","00:00","176.353","NaN","NaN","175.993","NaN","NaN","NaN","175.695","0"
"2009/03/01","00:00","176.453","NaN","NaN","176.046","NaN","NaN","NaN","175.781","0"
"2009/04/01","00:00","176.598","NaN","NaN","176.185","NaN","NaN","NaN","175.862","0"
"2009/05/01","00:00","176.563","NaN","NaN","176.29","NaN","NaN","NaN","175.926","0"
"2009/06/01","00:00","176.594","NaN","NaN","176.376","NaN","NaN","NaN","176.202","0"
"2009/07/01","00:00","176.586","NaN","NaN","176.407","NaN","NaN","NaN","176.297","0"
"2009/08/01","00:00","176.537","NaN","NaN","176.392","NaN","NaN","NaN","176.163","0"
"2009/09/01","00:00","176.66","NaN","NaN","176.334","NaN","NaN","NaN","176.12","0"
"2009/10/01","00:00","176.538","NaN","NaN","176.222","NaN","NaN","NaN","175.869","0"
"2009/11/01","00:00","176.467","NaN","NaN","176.214","NaN","NaN","NaN","176.018","0"
"2009/12/01","00:00","176.696","NaN","NaN","176.146","NaN","NaN","NaN","175.655","0"
"2010/01/01","00:00","176.416","NaN","NaN","176.154","NaN","NaN","NaN","175.846","0"
"2010/02/01","00:00","176.299","NaN","NaN","176.132","NaN","NaN","NaN","176.023","0"
"2010/03/01","00:00","176.408","NaN","NaN","176.028","NaN","NaN","NaN","175.694","0"
"2010/04/01","00:00","176.403","NaN","NaN","176.069","NaN","NaN","NaN","175.831","0"
"2010/05/01","00:00","176.564","NaN","NaN","176.09","NaN","NaN","NaN","175.829","0"
"2010/06/01","00:00","176.472","NaN","NaN","176.162","NaN","NaN","NaN","175.917","0"
"2010/07/01","00:00","176.412","NaN","NaN","176.227","NaN","NaN","NaN","176.039","0"
"2010/08/01","00:00","176.428","NaN","NaN","176.216","NaN","NaN","NaN","176.003","0"
"2010/09/01","00:00","176.374","NaN","NaN","176.143","NaN","NaN","NaN","175.842","0"
"2010/10/01","00:00","176.265","NaN","NaN","176.063","NaN","NaN","NaN","175.474","0"
"2010/11/01","00:00","176.303","NaN","NaN","175.905","NaN","NaN","NaN","175.448","0"
"2010/12/01","00:00","176.328","NaN","NaN","175.895","NaN","NaN","NaN","175.595","0"
"2011/01/01","00:00","176.052","NaN","NaN","175.787","NaN","NaN","NaN","175.511","0"
"2011/02/01","00:00","176.197","NaN","NaN","175.756","NaN","NaN","NaN","175.506","0"
"2011/03/01","00:00","176.005","NaN","NaN","175.756","NaN","NaN","NaN","175.481","0"
"2011/04/01","00:00","176.172","NaN","NaN","175.872","NaN","NaN","NaN","175.508","0"
"2011/05/01","00:00","176.351","NaN","NaN","176.081","NaN","NaN","NaN","175.783","0"
"2011/06/01","00:00","176.491","NaN","NaN","176.176","NaN","NaN","NaN","175.909","0"
"2011/07/01","00:00","176.427","NaN","NaN","176.237","NaN","NaN","NaN","175.844","0"
"2011/08/01","00:00","176.405","NaN","NaN","176.233","NaN","NaN","NaN","175.993","0"
"2011/09/01","00:00","176.525","NaN","NaN","176.122","NaN","NaN","NaN","175.851","0"
"2011/10/01","00:00","176.546","NaN","NaN","176.082","NaN","NaN","NaN","175.84","0"
"2011/11/01","00:00","176.434","NaN","NaN","176.019","NaN","NaN","NaN","175.649","0"
"2011/12/01","00:00","176.473","NaN","NaN","176.014","NaN","NaN","NaN","175.762","0"
"2012/01/01","00:00","176.512","NaN","NaN","175.966","NaN","NaN","NaN","175.614","0"
"2012/02/01","00:00","176.287","NaN","NaN","175.953","NaN","NaN","NaN","175.66","0"
"2012/03/01","00:00","176.332","NaN","NaN","175.952","NaN","NaN","NaN","175.587","0"
"2012/04/01","00:00","176.278","NaN","NaN","176.031","NaN","NaN","NaN","175.685","0"
"2012/05/01","00:00","176.265","NaN","NaN","176.021","NaN","NaN","NaN","175.596","0"
"2012/06/01","00:00","176.244","NaN","NaN","176.041","NaN","NaN","NaN","175.754","0"
"2012/07/01","00:00","176.15","NaN","NaN","176.014","NaN","NaN","NaN","175.818","0"
"2012/08/01","00:00","176.107","NaN","NaN","175.953","NaN","NaN","NaN","175.789","0"
"2012/09/01","00:00","176.1","NaN","NaN","175.848","NaN","NaN","NaN","175.531","0"
"2012/10/01","00:00","176.64","NaN","NaN","175.74","NaN","NaN","NaN","175.391","0"
"2012/11/01","00:00","176.057","NaN","NaN","175.652","NaN","NaN","NaN","175.357","0"
"2012/12/01","00:00","175.992","NaN","NaN","175.584","NaN","NaN","NaN","175.271","0"
"2013/01/01","00:00","175.879","NaN","NaN","175.544","NaN","NaN","NaN","175.237","0"
"2013/02/01","00:00","175.902","NaN","NaN","175.498","NaN","NaN","NaN","175.16","0"
"2013/03/01","00:00","175.838","NaN","NaN","175.614","NaN","NaN","NaN","175.392","0"
"2013/04/01","00:00","175.976","NaN","NaN","175.716","NaN","NaN","NaN","175.329","0"
"2013/05/01","00:00","176.189","NaN","NaN","175.902","NaN","NaN","NaN","175.677","0"
"2013/06/01","00:00","176.184","NaN","NaN","176.032","NaN","NaN","NaN","175.866","0"
"2013/07/01","00:00","176.39","NaN","NaN","176.077","NaN","NaN","NaN","175.898","0"
"2013/08/01","00:00","176.249","NaN","NaN","176.076","NaN","NaN","NaN","175.897","0"
"2013/09/01","00:00","176.295","NaN","NaN","176.04","NaN","NaN","NaN","175.79","0"
"2013/10/01","00:00","176.198","NaN","NaN","175.967","NaN","NaN","NaN","175.64","0"
"2013/11/01","00:00","176.319","NaN","NaN","175.977","NaN","NaN","NaN","175.559","0"
"2013/12/01","00:00","176.147","NaN","NaN","175.935","NaN","NaN","NaN","175.672","0"
"2014/01/01","00:00","176.335","NaN","NaN","175.921","NaN","NaN","NaN","175.492","0"
"2014/02/01","00:00","176.251","NaN","NaN","175.937","NaN","NaN","NaN","175.594","0"
"2014/03/01","00:00","176.268","NaN","NaN","175.921","NaN","NaN","NaN","175.698","0"
"2014/04/01","00:00","176.319","NaN","NaN","176.029","NaN","NaN","NaN","175.566","0"
"2014/05/01","00:00","176.43","NaN","NaN","176.235","NaN","NaN","NaN","175.939","0"
"2014/06/01","00:00","176.487","NaN","NaN","176.341","NaN","NaN","NaN","176.173","0"
"2014/07/01","00:00","176.79","NaN","NaN","176.446","NaN","NaN","NaN","176.262","0"
"2014/08/01","00:00","176.65","NaN","NaN","176.455","NaN","NaN","NaN","176.324","0"
"2014/09/01","00:00","176.784","NaN","NaN","176.484","NaN","NaN","NaN","176.148","0"
"2014/10/01","00:00","177.059","NaN","NaN","176.508","NaN","NaN","NaN","176.159","0"
"2014/11/01","00:00","176.82","NaN","NaN","176.487","NaN","NaN","NaN","176.109","0"
"2014/12/01","00:00","176.711","NaN","NaN","176.5","NaN","NaN","NaN","176.268","0"
"2015/01/01","00:00","176.93","NaN","NaN","176.517","NaN","NaN","NaN","176.185","0"
"2015/02/01","00:00","176.817","NaN","NaN","176.496","NaN","NaN","NaN","176.183","0"
"2015/03/01","00:00","176.767","NaN","NaN","176.444","NaN","NaN","NaN","176.11","0"
"2015/04/01","00:00","176.657","NaN","NaN","176.472","NaN","NaN","NaN","176.179","0"
"2015/05/01","00:00","176.735","NaN","NaN","176.529","NaN","NaN","NaN","176.384","0"
"2015/06/01","00:00","176.935","NaN","NaN","176.644","NaN","NaN","NaN","176.362","0"
"2015/07/01","00:00","176.929","NaN","NaN","176.693","NaN","NaN","NaN","176.5","0"
"2015/08/01","00:00","176.909","NaN","NaN","176.69","NaN","NaN","NaN","176.461","0"
"2015/09/01","00:00","176.849","NaN","NaN","176.664","NaN","NaN","NaN","176.491","0"
"2015/10/01","00:00","177.025","NaN","NaN","176.525","NaN","NaN","NaN","176.185","0"
"2015/11/01","00:00","176.713","NaN","NaN","176.458","NaN","NaN","NaN","176.091","0"
"2015/12/01","00:00","176.755","NaN","NaN","176.457","NaN","NaN","NaN","176.083","0"
"2016/01/01","00:00","176.865","NaN","NaN","176.516","NaN","NaN","NaN","176.153","0"
"2016/02/01","00:00","177.238","NaN","NaN","176.523","NaN","NaN","NaN","176.096","0"
"2016/03/01","00:00","177.004","NaN","NaN","176.553","NaN","NaN","NaN","176.169","0"
"2016/04/01","00:00","177.075","NaN","NaN","176.725","NaN","NaN","NaN","176.41","0"
"2016/05/01","00:00","177.039","NaN","NaN","176.774","NaN","NaN","NaN","176.652","0"
"2016/06/01","00:00","176.961","NaN","NaN","176.8","NaN","NaN","NaN","176.58","0"
"2016/07/01","00:00","176.956","NaN","NaN","176.798","NaN","NaN","NaN","176.617","0"
"2016/08/01","00:00","176.988","NaN","NaN","176.769","NaN","NaN","NaN","176.602","0"
"2016/09/01","00:00","177.01","NaN","NaN","176.723","NaN","NaN","NaN","176.434","0"
"2016/10/01","00:00","176.893","NaN","NaN","176.631","NaN","NaN","NaN","176.267","0"
"2016/11/01","00:00","177.061","NaN","NaN","176.543","NaN","NaN","NaN","176.099","0"
"2016/12/01","00:00","176.755","NaN","NaN","176.456","NaN","NaN","NaN","175.98","0"
"2017/01/01","00:00","176.689","NaN","NaN","176.424","NaN","NaN","NaN","175.899","0"
"2017/02/01","00:00","176.786","NaN","NaN","176.434","NaN","NaN","NaN","176.111","0"
"2017/03/01","00:00","176.847","NaN","NaN","176.514","NaN","NaN","NaN","176.12","0"
"2017/04/01","00:00","177.045","NaN","NaN","176.62","NaN","NaN","NaN","176.374","0"
"2017/05/01","00:00","176.963","NaN","NaN","176.76","NaN","NaN","NaN","176.468","0"
"2017/06/01","00:00","177.086","NaN","NaN","176.829","NaN","NaN","NaN","176.57","0"
"2017/07/01","00:00","177.148","NaN","NaN","176.954","NaN","NaN","NaN","176.63","0"
"2017/08/01","00:00","177.081","NaN","NaN","176.945","NaN","NaN","NaN","176.8","0"
"2017/09/01","00:00","177.2","NaN","NaN","176.884","NaN","NaN","NaN","176.663","0"
"2017/10/01","00:00","177.111","NaN","NaN","176.788","NaN","NaN","NaN","176.396","0"
"2017/11/01","00:00","177.186","NaN","NaN","176.797","NaN","NaN","NaN","176.5","0"
"2017/12/01","00:00","177.001","NaN","NaN","176.743","NaN","NaN","NaN","176.39","0"
"2018/01/01","00:00","177.159","NaN","NaN","176.704","NaN","NaN","NaN","176.309","0"
"2018/02/01","00:00","176.97","NaN","NaN","176.693","NaN","NaN","NaN","176.476","0"
"2018/03/01","00:00","176.958","NaN","NaN","176.752","NaN","NaN","NaN","176.423","0"
"2018/04/01","00:00","177.085","NaN","NaN","176.762","NaN","NaN","NaN","176.49","0"
"2018/05/01","00:00","177.059","NaN","NaN","176.862","NaN","NaN","NaN","176.513","0"
"2018/06/01","00:00","177.047","NaN","NaN","176.936","NaN","NaN","NaN","176.789","0"
"2018/07/01","00:00","177.205","NaN","NaN","176.942","NaN","NaN","NaN","176.815","0"
"2018/08/01","00:00","177.105","NaN","NaN","176.901","NaN","NaN","NaN","176.654","0"
"2018/09/01","00:00","177.16","NaN","NaN","176.883","NaN","NaN","NaN","176.568","0"
"2018/10/01","00:00","177.317","NaN","NaN","176.862","NaN","NaN","NaN","176.576","0"
"2018/11/01","00:00","177.101","NaN","NaN","176.82","NaN","NaN","NaN","176.53","0"
"2018/12/01","00:00","176.984","NaN","NaN","176.772","NaN","NaN","NaN","176.362","0"
