"Date","Time (LST/LDT)","Highest","MHHW (m)","MHW (m)","MSL (m)","MTL (m)","MLW (m)","MLLW (m)","Lowest (m)","Inf"
"1986/10/01","00:00","177.806","NaN","NaN","177.418","NaN","NaN","NaN","177.221","0"
"1986/11/01","00:00","177.596","NaN","NaN","177.306","NaN","NaN","NaN","177.05","0"
"1986/12/01","00:00","177.383","NaN","NaN","177.172","NaN","NaN","NaN","176.944","0"
"1987/01/01","00:00","177.422","NaN","NaN","177.12","NaN","NaN","NaN","176.904","0"
"1987/02/01","00:00","178.102","NaN","NaN","177.046","NaN","NaN","NaN","176.761","0"
"1987/03/01","00:00","177.431","NaN","NaN","177.014","NaN","NaN","NaN","176.794","0"
"1987/04/01","00:00","177.517","NaN","NaN","177.028","NaN","NaN","NaN","176.73","0"
"1987/05/01","00:00","177.38","NaN","NaN","176.985","NaN","NaN","NaN","176.822","0"
"1987/06/01","00:00","177.227","NaN","NaN","177.006","NaN","NaN","NaN","176.858","0"
"1987/07/01","00:00","177.312","NaN","NaN","176.985","NaN","NaN","NaN","176.849","0"
"1987/08/01","00:00","177.242","NaN","NaN","176.931","NaN","NaN","NaN","176.672","0"
"1987/09/01","00:00","177.059","NaN","NaN","176.833","NaN","NaN","NaN","176.678","0"
"1987/10/01","00:00","177.133","NaN","NaN","176.724","NaN","NaN","NaN","176.395","0"
"1987/11/01","00:00","177.197","NaN","NaN","176.633","NaN","NaN","NaN","176.371","0"
"1987/12/01","00:00","176.983","NaN","NaN","176.607","NaN","NaN","NaN","176.212","0"
"1988/01/01","00:00","177.087","NaN","NaN","176.538","NaN","NaN","NaN","176.203","0"
"1988/02/01","00:00","176.855","NaN","NaN","176.553","NaN","NaN","NaN","175.993","0"
"1988/03/01","00:00","176.706","NaN","NaN","176.487","NaN","NaN","NaN","176.191","0"
"1988/04/01","00:00","176.883","NaN","NaN","176.624","NaN","NaN","NaN","176.395","0"
"1988/05/01","00:00","176.895","NaN","NaN","176.639","NaN","NaN","NaN","176.377","0"
"1988/06/01","00:00","176.819","NaN","NaN","176.614","NaN","NaN","NaN","176.13","0"
"1988/07/01","00:00","176.755","NaN","NaN","176.558","NaN","NaN","NaN","176.24","0"
"1988/08/01","00:00","176.858","NaN","NaN","176.519","NaN","NaN","NaN","176.246","0"
"1988/09/01","00:00","176.819","NaN","NaN","176.416","NaN","NaN","NaN","176.109","0"
"1988/10/01","00:00","176.682","NaN","NaN","176.362","NaN","NaN","NaN","175.913","0"
"1988/11/01","00:00","176.575","NaN","NaN","176.313","NaN","NaN","NaN","175.868","0"
"1988/12/01","00:00","176.822","NaN","NaN","176.353","NaN","NaN","NaN","175.877","0"
"1989/01/01","00:00","176.776","NaN","NaN","176.288","NaN","NaN","NaN","175.868","0"
"1989/02/01","00:00","176.602","NaN","NaN","176.279","NaN","NaN","NaN","176.017","0"
"1989/03/01","00:00","176.529","NaN","NaN","176.209","NaN","NaN","NaN","175.95","0"
"1989/04/01","00:00","176.526","NaN","NaN","176.346","NaN","NaN","NaN","176.166","0"
"1989/05/01","00:00","176.63","NaN","NaN","176.394","NaN","NaN","NaN","176.06","0"
"1989/06/01","00:00","176.709","NaN","NaN","176.5","NaN","NaN","NaN","176.31","0"
"1989/07/01","00:00","176.697","NaN","NaN","176.534","NaN","NaN","NaN","176.355","0"
"1989/08/01","00:00","176.73","NaN","NaN","176.488","NaN","NaN","NaN","176.252","0"
"1989/09/01","00:00","177.145","NaN","NaN","176.448","NaN","NaN","NaN","176.258","0"
"1989/10/01","00:00","176.596","NaN","NaN","176.294","NaN","NaN","NaN","176.032","0"
"1989/11/01","00:00","176.874","NaN","NaN","176.221","NaN","NaN","NaN","175.871","0"
"1989/12/01","00:00","176.636","NaN","NaN","176.138","NaN","NaN","NaN","175.816","0"
"1990/01/01","00:00","176.429","NaN","NaN","176.076","NaN","NaN","NaN","175.566","0"
"1990/02/01","00:00","176.709","NaN","NaN","176.112","NaN","NaN","NaN","175.773","0"
"1990/03/01","00:00","176.596","NaN","NaN","176.125","NaN","NaN","NaN","175.898","0"
"1990/04/01","00:00","176.465","NaN","NaN","176.216","NaN","NaN","NaN","176.054","0"
"1990/05/01","00:00","176.502","NaN","NaN","176.29","NaN","NaN","NaN","175.877","0"
"1990/06/01","00:00","176.593","NaN","NaN","176.367","NaN","NaN","NaN","176.127","0"
"1990/07/01","00:00","176.639","NaN","NaN","176.455","NaN","NaN","NaN","176.212","0"
"1990/08/01","00:00","176.971","NaN","NaN","176.436","NaN","NaN","NaN","176.115","0"
"1990/09/01","00:00","176.688","NaN","NaN","176.412","NaN","NaN","NaN","176.157","0"
"1990/10/01","00:00","176.889","NaN","NaN","176.354","NaN","NaN","NaN","176.057","0"
"1990/11/01","00:00","177.093","NaN","NaN","176.323","NaN","NaN","NaN","176.008","0"
"1990/12/01","00:00","176.572","NaN","NaN","176.308","NaN","NaN","NaN","175.926","0"
"1991/01/01","00:00","176.55","NaN","NaN","176.303","NaN","NaN","NaN","175.834","0"
"1991/02/01","00:00","176.718","NaN","NaN","176.264","NaN","NaN","NaN","175.965","0"
"1991/03/01","00:00","176.624","NaN","NaN","176.275","NaN","NaN","NaN","175.947","0"
"1991/04/01","00:00","176.813","NaN","NaN","176.423","NaN","NaN","NaN","176.142","0"
"1991/05/01","00:00","176.864","NaN","NaN","176.526","NaN","NaN","NaN","176.102","0"
"1991/06/01","00:00","176.752","NaN","NaN","176.599","NaN","NaN","NaN","176.419","0"
"1991/07/01","00:00","176.758","NaN","NaN","176.59","NaN","NaN","NaN","176.343","0"
"1991/08/01","00:00","176.758","NaN","NaN","176.553","NaN","NaN","NaN","176.398","0"
"1991/09/01","00:00","176.642","NaN","NaN","176.439","NaN","NaN","NaN","175.984","0"
"1991/10/01","00:00","176.557","NaN","NaN","176.312","NaN","NaN","NaN","176.011","0"
"1991/11/01","00:00","176.486","NaN","NaN","176.281","NaN","NaN","NaN","175.907","0"
"1991/12/01","00:00","176.563","NaN","NaN","176.339","NaN","NaN","NaN","175.953","0"
"1992/01/01","00:00","176.962","NaN","NaN","176.344","NaN","NaN","NaN","176.087","0"
"1992/02/01","00:00","176.782","NaN","NaN","176.313","NaN","NaN","NaN","175.923","0"
"1992/03/01","00:00","176.862","NaN","NaN","176.357","NaN","NaN","NaN","176.1","0"
"1992/04/01","00:00","176.67","NaN","NaN","176.397","NaN","NaN","NaN","176.118","0"
"1992/05/01","00:00","176.685","NaN","NaN","176.477","NaN","NaN","NaN","176.048","0"
"1992/06/01","00:00","176.717","NaN","NaN","176.469","NaN","NaN","NaN","175.833","0"
"1992/07/01","00:00","176.663","NaN","NaN","176.494","NaN","NaN","NaN","176.276","0"
"1992/08/01","00:00","176.862","NaN","NaN","176.501","NaN","NaN","NaN","176.27","0"
"1992/09/01","00:00","176.798","NaN","NaN","176.479","NaN","NaN","NaN","176.261","0"
"1992/10/01","00:00","176.685","NaN","NaN","176.439","NaN","NaN","NaN","176.197","0"
"1992/11/01","00:00","176.657","NaN","NaN","176.418","NaN","NaN","NaN","175.868","0"
"1992/12/01","00:00","176.868","NaN","NaN","176.459","NaN","NaN","NaN","176.06","0"
"1993/01/01","00:00","177.047","NaN","NaN","176.493","NaN","NaN","NaN","176.167","0"
"1993/02/01","00:00","176.929","NaN","NaN","176.46","NaN","NaN","NaN","176.234","0"
"1993/03/01","00:00","176.627","NaN","NaN","176.389","NaN","NaN","NaN","176.078","0"
"1993/04/01","00:00","176.788","NaN","NaN","176.515","NaN","NaN","NaN","176.27","0"
"1993/05/01","00:00","176.849","NaN","NaN","176.638","NaN","NaN","NaN","176.38","0"
"1993/06/01","00:00","176.944","NaN","NaN","176.749","NaN","NaN","NaN","176.349","0"
"1993/07/01","00:00","177.02","NaN","NaN","176.848","NaN","NaN","NaN","176.666","0"
"1993/08/01","00:00","177.026","NaN","NaN","176.82","NaN","NaN","NaN","176.639","0"
"1993/09/01","00:00","176.993","NaN","NaN","176.781","NaN","NaN","NaN","176.481","0"
"1993/10/01","00:00","177.014","NaN","NaN","176.685","NaN","NaN","NaN","176.27","0"
"1993/11/01","00:00","176.825","NaN","NaN","176.606","NaN","NaN","NaN","176.334","0"
"1993/12/01","00:00","177.017","NaN","NaN","176.58","NaN","NaN","NaN","176.249","0"
"1994/01/01","00:00","176.953","NaN","NaN","176.535","NaN","NaN","NaN","176.279","0"
"1994/02/01","00:00","176.74","NaN","NaN","176.501","NaN","NaN","NaN","176.243","0"
"1994/03/01","00:00","176.734","NaN","NaN","176.509","NaN","NaN","NaN","176.264","0"
"1994/04/01","00:00","177.243","NaN","NaN","176.578","NaN","NaN","NaN","176.316","0"
"1994/05/01","00:00","176.962","NaN","NaN","176.654","NaN","NaN","NaN","176.349","0"
"1994/06/01","00:00","176.919","NaN","NaN","176.674","NaN","NaN","NaN","176.496","0"
"1994/07/01","00:00","176.919","NaN","NaN","176.755","NaN","NaN","NaN","176.56","0"
"1994/08/01","00:00","177.054","NaN","NaN","176.759","NaN","NaN","NaN","176.508","0"
"1994/09/01","00:00","176.932","NaN","NaN","176.72","NaN","NaN","NaN","176.56","0"
"1994/10/01","00:00","176.84","NaN","NaN","176.641","NaN","NaN","NaN","176.465","0"
"1994/11/01","00:00","177.051","NaN","NaN","176.57","NaN","NaN","NaN","175.975","0"
"1994/12/01","00:00","176.782","NaN","NaN","176.517","NaN","NaN","NaN","176.24","0"
"1995/01/01","00:00","176.697","NaN","NaN","176.484","NaN","NaN","NaN","176.157","0"
"1995/02/01","00:00","176.825","NaN","NaN","176.468","NaN","NaN","NaN","176.078","0"
"1995/03/01","00:00","176.596","NaN","NaN","176.409","NaN","NaN","NaN","176.157","0"
"1995/04/01","00:00","177.121","NaN","NaN","176.434","NaN","NaN","NaN","176.057","0"
"1995/05/01","00:00","176.706","NaN","NaN","176.52","NaN","NaN","NaN","176.279","0"
"1995/06/01","00:00","176.913","NaN","NaN","176.576","NaN","NaN","NaN","176.423","0"
"1995/07/01","00:00","177.23","NaN","NaN","176.57","NaN","NaN","NaN","176.243","0"
"1995/08/01","00:00","176.837","NaN","NaN","176.585","NaN","NaN","NaN","176.395","0"
"1995/09/01","00:00","176.923","NaN","NaN","176.512","NaN","NaN","NaN","176.292","0"
"1995/10/01","00:00","176.706","NaN","NaN","176.382","NaN","NaN","NaN","176.042","0"
"1995/11/01","00:00","176.883","NaN","NaN","176.399","NaN","NaN","NaN","176.029","0"
"1995/12/01","00:00","176.636","NaN","NaN","176.373","NaN","NaN","NaN","176.039","0"
"1996/01/01","00:00","176.627","NaN","NaN","176.316","NaN","NaN","NaN","175.673","0"
"1996/02/01","00:00","176.761","NaN","NaN","176.336","NaN","NaN","NaN","175.953","0"
"1996/03/01","00:00","176.715","NaN","NaN","176.29","NaN","NaN","NaN","175.88","0"
"1996/04/01","00:00","176.612","NaN","NaN","176.398","NaN","NaN","NaN","176.017","0"
"1996/05/01","00:00","176.84","NaN","NaN","176.577","NaN","NaN","NaN","176.325","0"
"1996/06/01","00:00","176.889","NaN","NaN","176.695","NaN","NaN","NaN","176.453","0"
"1996/07/01","00:00","177.081","NaN","NaN","176.785","NaN","NaN","NaN","176.624","0"
"1996/08/01","00:00","176.98","NaN","NaN","176.782","NaN","NaN","NaN","176.639","0"
"1996/09/01","00:00","176.993","NaN","NaN","176.763","NaN","NaN","NaN","176.42","0"
"1996/10/01","00:00","177.2","NaN","NaN","176.732","NaN","NaN","NaN","176.365","0"
"1996/11/01","00:00","176.929","NaN","NaN","176.73","NaN","NaN","NaN","176.465","0"
"1996/12/01","00:00","176.919","NaN","NaN","176.676","NaN","NaN","NaN","176.289","0"
"1997/01/01","00:00","177.069","NaN","NaN","176.722","NaN","NaN","NaN","176.377","0"
"1997/02/01","00:00","177.322","NaN","NaN","176.756","NaN","NaN","NaN","176.392","0"
"1997/03/01","00:00","177.118","NaN","NaN","176.836","NaN","NaN","NaN","176.477","0"
"1997/04/01","00:00","177.127","NaN","NaN","176.893","NaN","NaN","NaN","176.532","0"
"1997/05/01","00:00","177.255","NaN","NaN","177.004","NaN","NaN","NaN","176.697","0"
"1997/06/01","00:00","177.319","NaN","NaN","177.063","NaN","NaN","NaN","176.868","0"
"1997/07/01","00:00","177.325","NaN","NaN","177.146","NaN","NaN","NaN","176.907","0"
"1997/08/01","00:00","177.383","NaN","NaN","177.133","NaN","NaN","NaN","176.947","0"
"1997/09/01","00:00","177.319","NaN","NaN","177.085","NaN","NaN","NaN","176.761","0"
"1997/10/01","00:00","177.297","NaN","NaN","176.959","NaN","NaN","NaN","176.682","0"
"1997/11/01","00:00","177.017","NaN","NaN","176.825","NaN","NaN","NaN","176.557","0"
"1997/12/01","00:00","177.057","NaN","NaN","176.732","NaN","NaN","NaN","176.508","0"
"1998/01/01","00:00","177.005","NaN","NaN","176.675","NaN","NaN","NaN","176.197","0"
"1998/02/01","00:00","176.828","NaN","NaN","176.654","NaN","NaN","NaN","176.465","0"
"1998/03/01","00:00","177.115","NaN","NaN","176.707","NaN","NaN","NaN","176.493","0"
"1998/04/01","00:00","177.014","NaN","NaN","176.834","NaN","NaN","NaN","176.593","0"
"1998/05/01","00:00","177.255","NaN","NaN","176.86","NaN","NaN","NaN","176.571","0"
"1998/06/01","00:00","177.255","NaN","NaN","176.851","NaN","NaN","NaN","176.59","0"
"1998/07/01","00:00","177.008","NaN","NaN","176.845","NaN","NaN","NaN","176.682","0"
"1998/08/01","00:00","176.926","NaN","NaN","176.74","NaN","NaN","NaN","176.462","0"
"1998/09/01","00:00","176.938","NaN","NaN","176.655","NaN","NaN","NaN","176.304","0"
"1998/10/01","00:00","176.862","NaN","NaN","176.509","NaN","NaN","NaN","176.252","0"
"1998/11/01","00:00","176.611","NaN","NaN","176.36","NaN","NaN","NaN","175.638","0"
"1998/12/01","00:00","176.79","NaN","NaN","176.296","NaN","NaN","NaN","175.851","0"
"1999/01/01","00:00","176.538","NaN","NaN","176.199","NaN","NaN","NaN","175.634","0"
"1999/02/01","00:00","176.545","NaN","NaN","176.205","NaN","NaN","NaN","175.894","0"
"1999/03/01","00:00","176.491","NaN","NaN","176.223","NaN","NaN","NaN","175.997","0"
"1999/04/01","00:00","176.417","NaN","NaN","176.204","NaN","NaN","NaN","175.944","0"
"1999/05/01","00:00","176.368","NaN","NaN","176.212","NaN","NaN","NaN","176","0"
"1999/06/01","00:00","176.458","NaN","NaN","176.284","NaN","NaN","NaN","176.075","0"
"1999/07/01","00:00","176.742","NaN","NaN","176.347","NaN","NaN","NaN","176.139","0"
"1999/08/01","00:00","176.565","NaN","NaN","176.342","NaN","NaN","NaN","176.14","0"
"1999/09/01","00:00","176.413","NaN","NaN","176.203","NaN","NaN","NaN","175.997","0"
"1999/10/01","00:00","176.687","NaN","NaN","176.095","NaN","NaN","NaN","175.741","0"
"1999/11/01","00:00","176.424","NaN","NaN","176.016","NaN","NaN","NaN","175.63","0"
"1999/12/01","00:00","176.453","NaN","NaN","175.927","NaN","NaN","NaN","175.403","0"
"2000/01/01","00:00","176.323","NaN","NaN","175.89","NaN","NaN","NaN","175.57","0"
"2000/02/01","00:00","176.161","NaN","NaN","175.792","NaN","NaN","NaN","175.499","0"
"2000/03/01","00:00","176.092","NaN","NaN","175.855","NaN","NaN","NaN","175.678","0"
"2000/04/01","00:00","176.278","NaN","NaN","175.891","NaN","NaN","NaN","175.705","0"
"2000/05/01","00:00","176.206","NaN","NaN","175.946","NaN","NaN","NaN","175.641","0"
"2000/06/01","00:00","176.192","NaN","NaN","176.04","NaN","NaN","NaN","175.581","0"
"2000/07/01","00:00","176.346","NaN","NaN","176.1","NaN","NaN","NaN","175.939","0"
"2000/08/01","00:00","176.292","NaN","NaN","176.092","NaN","NaN","NaN","175.817","0"
"2000/09/01","00:00","176.305","NaN","NaN","176.047","NaN","NaN","NaN","175.844","0"
"2000/10/01","00:00","176.185","NaN","NaN","175.949","NaN","NaN","NaN","175.796","0"
"2000/11/01","00:00","176.294","NaN","NaN","175.833","NaN","NaN","NaN","175.599","0"
"2000/12/01","00:00","176.595","NaN","NaN","175.788","NaN","NaN","NaN","175.482","0"
"2001/01/01","00:00","176.015","NaN","NaN","175.737","NaN","NaN","NaN","175.308","0"
"2001/02/01","00:00","175.951","NaN","NaN","175.726","NaN","NaN","NaN","175.341","0"
"2001/03/01","00:00","176.104","NaN","NaN","175.772","NaN","NaN","NaN","175.535","0"
"2001/04/01","00:00","176.171","NaN","NaN","175.786","NaN","NaN","NaN","175.397","0"
"2001/05/01","00:00","176.094","NaN","NaN","175.88","NaN","NaN","NaN","175.585","0"
"2001/06/01","00:00","176.166","NaN","NaN","176.003","NaN","NaN","NaN","175.733","0"
"2001/07/01","00:00","176.475","NaN","NaN","176.023","NaN","NaN","NaN","175.878","0"
"2001/08/01","00:00","176.257","NaN","NaN","175.989","NaN","NaN","NaN","175.743","0"
"2001/09/01","00:00","176.289","NaN","NaN","175.964","NaN","NaN","NaN","175.7","0"
"2001/10/01","00:00","176.528","NaN","NaN","175.964","NaN","NaN","NaN","175.596","0"
"2001/11/01","00:00","176.347","NaN","NaN","175.971","NaN","NaN","NaN","175.669","0"
"2001/12/01","00:00","176.211","NaN","NaN","175.974","NaN","NaN","NaN","175.635","0"
"2002/01/01","00:00","176.252","NaN","NaN","175.932","NaN","NaN","NaN","175.726","0"
"2002/02/01","00:00","176.562","NaN","NaN","175.901","NaN","NaN","NaN","175.411","0"
"2002/03/01","00:00","176.403","NaN","NaN","175.947","NaN","NaN","NaN","175.48","0"
"2002/04/01","00:00","176.416","NaN","NaN","176.006","NaN","NaN","NaN","175.62","0"
"2002/05/01","00:00","176.368","NaN","NaN","176.149","NaN","NaN","NaN","175.901","0"
"2002/06/01","00:00","176.409","NaN","NaN","176.24","NaN","NaN","NaN","176.067","0"
"2002/07/01","00:00","176.549","NaN","NaN","176.291","NaN","NaN","NaN","175.966","0"
"2002/08/01","00:00","176.52","NaN","NaN","176.283","NaN","NaN","NaN","176.027","0"
"2002/09/01","00:00","176.592","NaN","NaN","176.191","NaN","NaN","NaN","175.983","0"
"2002/10/01","00:00","176.641","NaN","NaN","176.096","NaN","NaN","NaN","175.834","0"
"2002/11/01","00:00","176.309","NaN","NaN","175.985","NaN","NaN","NaN","175.555","0"
"2002/12/01","00:00","176.169","NaN","NaN","175.857","NaN","NaN","NaN","175.483","0"
"2003/01/01","00:00","176.388","NaN","NaN","175.826","NaN","NaN","NaN","175.532","0"
"2003/02/01","00:00","176.174","NaN","NaN","175.736","NaN","NaN","NaN","175.458","0"
"2003/03/01","00:00","176.048","NaN","NaN","175.678","NaN","NaN","NaN","175.426","0"
"2003/04/01","00:00","176.181","NaN","NaN","175.774","NaN","NaN","NaN","175.509","0"
"2003/05/01","00:00","176.243","NaN","NaN","175.879","NaN","NaN","NaN","175.617","0"
"2003/06/01","00:00","176.109","NaN","NaN","175.973","NaN","NaN","NaN","175.845","0"
"2003/07/01","00:00","176.187","NaN","NaN","176.004","NaN","NaN","NaN","175.722","0"
"2003/08/01","00:00","176.233","NaN","NaN","176.002","NaN","NaN","NaN","175.648","0"
"2003/09/01","00:00","176.091","NaN","NaN","175.903","NaN","NaN","NaN","175.625","0"
"2003/10/01","00:00","176.111","NaN","NaN","175.84","NaN","NaN","NaN","175.517","0"
"2003/11/01","00:00","176.32","NaN","NaN","175.844","NaN","NaN","NaN","175.521","0"
"2003/12/01","00:00","176.247","NaN","NaN","175.852","NaN","NaN","NaN","175.523","0"
"2004/01/01","00:00","176.242","NaN","NaN","175.871","NaN","NaN","NaN","175.56","0"
"2004/02/01","00:00","176.011","NaN","NaN","175.786","NaN","NaN","NaN","175.499","0"
"2004/03/01","00:00","176.245","NaN","NaN","175.856","NaN","NaN","NaN","175.596","0"
"2004/04/01","00:00","176.346","NaN","NaN","175.954","NaN","NaN","NaN","175.626","0"
"2004/05/01","00:00","176.342","NaN","NaN","176.067","NaN","NaN","NaN","175.78","0"
"2004/06/01","00:00","176.608","NaN","NaN","176.262","NaN","NaN","NaN","176.035","0"
"2004/07/01","00:00","176.616","NaN","NaN","176.34","NaN","NaN","NaN","176.1","0"
"2004/08/01","00:00","176.512","NaN","NaN","176.295","NaN","NaN","NaN","176.088","0"
"2004/09/01","00:00","176.537","NaN","NaN","176.227","NaN","NaN","NaN","176.088","0"
"2004/10/01","00:00","176.557","NaN","NaN","176.109","NaN","NaN","NaN","175.808","0"
"2004/11/01","00:00","176.507","NaN","NaN","176.067","NaN","NaN","NaN","175.672","0"
"2004/12/01","00:00","176.494","NaN","NaN","176.039","NaN","NaN","NaN","175.677","0"
"2005/01/01","00:00","176.381","NaN","NaN","176.065","NaN","NaN","NaN","175.552","0"
"2005/02/01","00:00","176.196","NaN","NaN","176.029","NaN","NaN","NaN","175.758","0"
"2005/03/01","00:00","176.357","NaN","NaN","176.037","NaN","NaN","NaN","175.857","0"
"2005/04/01","00:00","176.576","NaN","NaN","176.139","NaN","NaN","NaN","175.913","0"
"2005/05/01","00:00","176.29","NaN","NaN","176.145","NaN","NaN","NaN","175.914","0"
"2005/06/01","00:00","176.348","NaN","NaN","176.159","NaN","NaN","NaN","175.956","0"
"2005/07/01","00:00","176.421","NaN","NaN","176.169","NaN","NaN","NaN","175.879","0"
"2005/08/01","00:00","176.368","NaN","NaN","176.136","NaN","NaN","NaN","175.881","0"
"2005/09/01","00:00","176.581","NaN","NaN","176.066","NaN","NaN","NaN","175.834","0"
"2005/10/01","00:00","176.531","NaN","NaN","175.997","NaN","NaN","NaN","175.725","0"
"2005/11/01","00:00","176.262","NaN","NaN","175.858","NaN","NaN","NaN","175.332","0"
"2005/12/01","00:00","176.06","NaN","NaN","175.83","NaN","NaN","NaN","175.539","0"
"2006/01/01","00:00","176.368","NaN","NaN","175.841","NaN","NaN","NaN","175.578","0"
"2006/02/01","00:00","176.242","NaN","NaN","175.919","NaN","NaN","NaN","175.624","0"
"2006/03/01","00:00","176.199","NaN","NaN","175.919","NaN","NaN","NaN","175.562","0"
"2006/04/01","00:00","176.301","NaN","NaN","175.982","NaN","NaN","NaN","175.756","0"
"2006/05/01","00:00","176.449","NaN","NaN","176.041","NaN","NaN","NaN","175.824","0"
"2006/06/01","00:00","176.278","NaN","NaN","176.111","NaN","NaN","NaN","175.8","0"
