# Coordinated beginning of month and monthly mean lakewide average water levels for Lake Erie
# Units: meters above IGLD 1985
# Coordinated period:  Jan 1918 through previous December
# Coordinated by the Coordinating Committee on Great Lakes Basic Hydraulic and Hydrologic Data
# www.GreatLakesCC.org
#
"Year","Month","Beginning of Month","Monthly Mean"
1985,8,174.78,174.73
1985,9,174.69,174.66
1985,10,174.58,174.55
1985,11,174.53,174.7
1985,12,174.81,174.76
1986,1,174.67,174.68
1986,2,174.69,174.78
1986,3,174.8,174.88
1986,4,174.91,174.95
1986,5,174.95,174.97
1986,6,174.98,175.04
1986,7,175.04,175.03
1986,8,175,174.94
1986,9,174.86,174.83
1986,10,174.89,174.94
1986,11,174.9,174.85
1986,12,174.85,174.89
1987,1,174.89,174.86
1987,2,174.81,174.78
1987,3,174.73,174.74
1987,4,174.75,174.83
1987,5,174.81,174.8
1987,6,174.77,174.77
1987,7,174.78,174.78
1987,8,174.72,174.68
1987,9,174.64,174.6
1987,10,174.55,174.44
1987,11,174.41,174.36
1987,12,174.34,174.37
1988,1,174.38,174.33
1988,2,174.32,174.33
1988,3,174.34,174.36
1988,4,174.41,174.46
1988,5,174.47,174.46
1988,6,174.44,174.4
1988,7,174.33,174.33
1988,8,174.32,174.26
1988,9,174.2,174.14
1988,10,174.09,174.04
1988,11,174.01,174.02
1988,12,174.04,174.01
1989,1,174.04,174.06
1989,2,174.07,174.07
1989,3,174.06,174.09
1989,4,174.15,174.25
1989,5,174.25,174.32
1989,6,174.43,174.52
1989,7,174.53,174.51
1989,8,174.48,174.39
1989,9,174.33,174.3
1989,10,174.22,174.15
1989,11,174.11,174.06
1989,12,174.01,173.99
1990,1,173.93,173.97
1990,2,174.03,174.16
1990,3,174.28,174.3
1990,4,174.31,174.36
1990,5,174.36,174.41
1990,6,174.44,174.43
1990,7,174.42,174.41
1990,8,174.39,174.39
1990,9,174.37,174.37
1990,10,174.31,174.28
1990,11,174.25,174.21
1990,12,174.15,174.24
1991,1,174.4,174.42
1991,2,174.34,174.36
1991,3,174.36,174.42
1991,4,174.43,174.48
1991,5,174.55,174.53
1991,6,174.56,174.54
1991,7,174.48,174.44
1991,8,174.37,174.34
1991,9,174.32,174.24
1991,10,174.14,174.09
1991,11,174.1,174.02
1991,12,174.04,174.04
1992,1,174.06,174.08
1992,2,174.08,174.12
1992,3,174.14,174.22
1992,4,174.26,174.33
1992,5,174.42,174.42
1992,6,174.42,174.41
1992,7,174.41,174.46
1992,8,174.53,174.51
1992,9,174.48,174.5
1992,10,174.48,174.39
1992,11,174.38,174.42
1992,12,174.46,174.42
1993,1,174.44,174.58
1993,2,174.58,174.53
1993,3,174.48,174.54
1993,4,174.66,174.69
1993,5,174.72,174.67
1993,6,174.61,174.66
1993,7,174.69,174.64
1993,8,174.58,174.53
1993,9,174.48,174.41
1993,10,174.36,174.29
1993,11,174.24,174.24
1993,12,174.28,174.28
1994,1,174.22,174.2
1994,2,174.18,174.17
1994,3,174.21,174.27
1994,4,174.36,174.48
1994,5,174.56,174.53
1994,6,174.5,174.52
1994,7,174.59,174.57
1994,8,174.54,174.53
1994,9,174.5,174.41
1994,10,174.38,174.31
1994,11,174.26,174.22
1994,12,174.14,174.2
1995,1,174.21,174.23
1995,2,174.28,174.26
1995,3,174.26,174.28
1995,4,174.3,174.37
1995,5,174.42,174.42
1995,6,174.45,174.45
1995,7,174.46,174.43
1995,8,174.42,174.4
1995,9,174.32,174.24
1995,10,174.16,174.15
1995,11,174.12,174.09
1995,12,174.1,174.07
1996,1,174.06,174.03
1996,2,174.06,174.05
1996,3,174.1,174.14
1996,4,174.21,174.23
1996,5,174.28,174.43
1996,6,174.48,174.58
1996,7,174.64,174.61
1996,8,174.62,174.56
1996,9,174.5,174.52
1996,10,174.53,174.47
1996,11,174.4,174.41
1996,12,174.41,174.46
1997,1,174.52,174.47
1997,2,174.48,174.53
1997,3,174.7,174.79
1997,4,174.84,174.83
1997,5,174.76,174.84
1997,6,174.93,175.01
1997,7,175,174.96
1997,8,174.88,174.83
1997,9,174.78,174.74
1997,10,174.68,174.61
1997,11,174.54,174.49
1997,12,174.48,174.48
1998,1,174.46,174.6
1998,2,174.62,174.66
1998,3,174.7,174.73
1998,4,174.79,174.84
1998,5,174.88,174.87
1998,6,174.81,174.76
1998,7,174.74,174.7
1998,8,174.64,174.59
1998,9,174.55,174.45
1998,10,174.36,174.28
1998,11,174.2,174.1
1998,12,174.04,174.02
1999,1,173.97,173.99
1999,2,174.09,174.1
1999,3,174.12,174.18
1999,4,174.16,174.26
1999,5,174.3,174.28
1999,6,174.27,174.27
1999,7,174.26,174.22
1999,8,174.2,174.14
1999,9,174.1,174.04
1999,10,173.99,173.96
1999,11,173.91,173.9
1999,12,173.86,173.86
2000,1,173.82,173.82
2000,2,173.76,173.75
2000,3,173.78,173.83
2000,4,173.86,173.95
2000,5,174.02,174.07
2000,6,174.13,174.18
2000,7,174.27,174.26
2000,8,174.24,174.22
2000,9,174.18,174.09
2000,10,174.02,174
2000,11,173.96,173.88
2000,12,173.85,173.83
2001,1,173.8,173.75
2001,2,173.74,173.84
2001,3,173.9,173.94
2001,4,173.96,174.02
2001,5,174.04,174.04
2001,6,174.08,174.09
2001,7,174.08,174.03
2001,8,173.98,173.94
2001,9,173.9,173.83
2001,10,173.8,173.8
2001,11,173.82,173.8
2001,12,173.8,173.86
2002,1,173.87,173.85
2002,2,173.93,173.97
2002,3,173.97,174.02
2002,4,174.08,174.2
2002,5,174.24,174.3
2002,6,174.32,174.33
2002,7,174.3,174.24
2002,8,174.22,174.15
2002,9,174.1,174.04
2002,10,174.02,173.95
2002,11,173.86,173.84
2002,12,173.78,173.81
2003,1,173.85,173.81
2003,2,173.76,173.73
2003,3,173.73,173.78
2003,4,173.87,173.97
2003,5,173.98,174.08
2003,6,174.16,174.17
2003,7,174.18,174.18
2003,8,174.18,174.17
2003,9,174.11,174.04
2003,10,173.98,173.92
2003,11,173.88,173.85
2003,12,173.83,173.89
2004,1,173.94,173.94
2004,2,173.88,173.85
2004,3,173.86,173.96
2004,4,174.08,174.12
2004,5,174.12,174.22
2004,6,174.31,174.36
2004,7,174.36,174.34
2004,8,174.34,174.29
2004,9,174.28,174.25
2004,10,174.16,174.07
2004,11,174.03,174
2004,12,174,174.01
2005,1,174.04,174.23
2005,2,174.23,174.26
2005,3,174.28,174.29
2005,4,174.28,174.38
2005,5,174.43,174.4
2005,6,174.36,174.32
2005,7,174.26,174.22
2005,8,174.22,174.14
2005,9,174.12,174.08
2005,10,174.06,174
2005,11,173.94,173.88
2005,12,173.88,173.84
2006,1,173.9,173.97
2006,2,174.02,174.06
2006,3,174.06,174.11
2006,4,174.12,174.16
2006,5,174.18,174.2
2006,6,174.24,174.25
2006,7,174.27,174.27
2006,8,174.31,174.23
2006,9,174.24,174.14
2006,10,174.1,174.08
2006,11,174.1,174.1
2006,12,174.12,174.15
2007,1,174.19,174.29
2007,2,174.3,174.22
2007,3,174.19,174.26
2007,4,174.32,174.32
2007,5,174.38,174.35
2007,6,174.3,174.26
2007,7,174.22,174.15
2007,8,174.12,174.13
2007,9,174.16,174.08
2007,10,174,173.94
2007,11,173.84,173.8
2007,12,173.78,173.86
2008,1,173.9,173.92
2008,2,173.93,174.09
2008,3,174.14,174.26
2008,4,174.34,174.39
2008,5,174.38,174.35
2008,6,174.31,174.32
2008,7,174.34,174.35
2008,8,174.3,174.23
2008,9,174.15,174.12
2008,10,174.07,174
2008,11,173.92,173.92
2008,12,173.92,173.96
2009,1,174.05,174.04
2009,2,173.99,174.07
2009,3,174.18,174.31
2009,4,174.37,174.42
2009,5,174.46,174.46
2009,6,174.44,174.45
2009,7,174.47,174.42
2009,8,174.38,174.35
2009,9,174.3,174.24
2009,10,174.18,174.13
2009,11,174.08,174.07
2009,12,174.02,174.02
2010,1,174.03,173.99
2010,2,173.98,173.92
2010,3,173.88,173.97
2010,4,174.04,174.09
2010,5,174.12,174.21
2010,6,174.25,174.31
2010,7,174.3,174.27
2010,8,174.26,174.19
2010,9,174.12,174.02
2010,10,173.99,173.97
2010,11,173.92,173.88
2010,12,173.88,173.86
2011,1,173.84,173.83
2011,2,173.76,173.75
2011,3,173.83,174.03
2011,4,174.1,174.2
2011,5,174.36,174.46
2011,6,174.6,174.58
2011,7,174.54,174.48
2011,8,174.44,174.38
2011,9,174.32,174.3
2011,10,174.3,174.27
2011,11,174.26,174.21
2011,12,174.32,174.4
2012,1,174.4,174.39
2012,2,174.42,174.37
2012,3,174.36,174.36
2012,4,174.36,174.31
2012,5,174.28,174.27
2012,6,174.26,174.22
2012,7,174.18,174.14
2012,8,174.08,174.04
2012,9,173.99,173.95
2012,10,173.9,173.82
2012,11,173.88,173.85
2012,12,173.81,173.82
2013,1,173.81,173.82
2013,2,173.8,173.86
2013,3,173.9,173.92
2013,4,173.92,174.02
2013,5,174.12,174.1
2013,6,174.12,174.23
2013,7,174.31,174.35
2013,8,174.34,174.28
2013,9,174.24,174.16
2013,10,174.1,174.07
2013,11,174.01,173.97
2013,12,173.94,173.94
2014,1,174.03,174
2014,2,173.95,173.94
2014,3,173.96,173.99
2014,4,174.06,174.2
2014,5,174.26,174.35
2014,6,174.4,174.4
2014,7,174.42,174.4
2014,8,174.38,174.37
2014,9,174.31,174.31
2014,10,174.28,174.25
2014,11,174.24,174.15
2014,12,174.16,174.17
2015,1,174.12,174.16
2015,2,174.1,174.03
2015,3,173.96,173.99
2015,4,174.1,174.22
2015,5,174.28,174.31
2015,6,174.44,174.53
2015,7,174.72,174.74
2015,8,174.7,174.62
2015,9,174.54,174.5
2015,10,174.46,174.34
2015,11,174.27,174.22
2015,12,174.2,174.17
2016,1,174.22,174.23
2016,2,174.25,174.27
2016,3,174.32,174.41
2016,4,174.52,174.6
2016,5,174.64,174.65
2016,6,174.65,174.61
2016,7,174.57,174.54
2016,8,174.52,174.46
2016,9,174.45,174.39
2016,10,174.4,174.33
2016,11,174.3,174.26
2016,12,174.18,174.17
2017,1,174.18,174.29
2017,2,174.38,174.4
2017,3,174.42,174.47
2017,4,174.55,174.64
2017,5,174.7,174.82
2017,6,174.86,174.83
2017,7,174.8,174.81
2017,8,174.76,174.7
2017,9,174.69,174.59
2017,10,174.54,174.49
2017,11,174.42,174.49
2017,12,174.5,174.44
2018,1,174.42,174.38
2018,2,174.39,174.44
2018,3,174.6,174.68
2018,4,174.69,174.77
2018,5,174.82,174.88
2018,6,174.9,174.89
2018,7,174.88,174.82
2018,8,174.76,174.72
2018,9,174.67,174.66
2018,10,174.62,174.57
2018,11,174.54,174.58
2018,12,174.61,174.6
2019,1,174.62,174.63
2019,2,174.6,174.61
2019,3,174.64,174.65
2019,4,174.73,174.83
2019,5,174.98,175.05
2019,6,175.08,175.14
2019,7,175.18,175.13
2019,8,175.1,175.02
2019,9,174.94,174.87
2019,10,174.82,174.74
2019,11,174.7,174.68
2019,12,174.69,174.68
2020,1,174.66,174.8
2020,2,174.89,174.9
2020,3,174.89,174.95
2020,4,175.06,175.05
2020,5,175.06,NA
2020,6,NA,NA
2020,7,NA,NA
2020,8,NA,NA
2020,9,NA,NA
2020,10,NA,NA
2020,11,NA,NA
2020,12,NA,NA
