"Date","Time (LST/LDT)","Highest","MHHW (m)","MHW (m)","MSL (m)","MTL (m)","MLW (m)","MLLW (m)","Lowest (m)","Inf"
"1992/03/01","00:00","176.372","NaN","NaN","176.038","NaN","NaN","NaN","175.876","0"
"1992/04/01","00:00","176.232","NaN","NaN","176.064","NaN","NaN","NaN","175.796","0"
"1992/05/01","00:00","176.293","NaN","NaN","176.13","NaN","NaN","NaN","175.888","0"
"1992/06/01","00:00","176.284","NaN","NaN","176.131","NaN","NaN","NaN","175.738","0"
"1992/07/01","00:00","176.293","NaN","NaN","176.177","NaN","NaN","NaN","176.025","0"
"1992/08/01","00:00","176.376","NaN","NaN","176.196","NaN","NaN","NaN","176.028","0"
"1992/09/01","00:00","176.305","NaN","NaN","176.166","NaN","NaN","NaN","176.068","0"
"1992/10/01","00:00","176.278","NaN","NaN","176.121","NaN","NaN","NaN","175.937","0"
"1992/11/01","00:00","176.29","NaN","NaN","176.115","NaN","NaN","NaN","175.732","0"
"1992/12/01","00:00","176.324","NaN","NaN","176.147","NaN","NaN","NaN","175.976","0"
"1993/01/01","00:00","176.595","NaN","NaN","176.209","NaN","NaN","NaN","176.019","0"
"1993/02/01","00:00","176.531","NaN","NaN","176.216","NaN","NaN","NaN","176.071","0"
"1993/03/01","00:00","176.26","NaN","NaN","176.118","NaN","NaN","NaN","175.912","0"
"1993/04/01","00:00","176.394","NaN","NaN","176.22","NaN","NaN","NaN","176.052","0"
"1993/05/01","00:00","176.436","NaN","NaN","176.296","NaN","NaN","NaN","176.129","0"
"1993/06/01","00:00","176.546","NaN","NaN","176.395","NaN","NaN","NaN","176.184","0"
"1993/07/01","00:00","176.625","NaN","NaN","176.492","NaN","NaN","NaN","176.366","0"
"1993/08/01","00:00","176.65","NaN","NaN","176.464","NaN","NaN","NaN","176.318","0"
"1993/09/01","00:00","176.565","NaN","NaN","176.423","NaN","NaN","NaN","176.241","0"
"1993/10/01","00:00","176.574","NaN","NaN","176.323","NaN","NaN","NaN","176.077","0"
"1993/11/01","00:00","176.403","NaN","NaN","176.243","NaN","NaN","NaN","176.004","0"
"1993/12/01","00:00","176.543","NaN","NaN","176.221","NaN","NaN","NaN","175.967","0"
"1994/01/01","00:00","176.555","NaN","NaN","176.351","NaN","NaN","NaN","176.059","0"
"1994/02/01","00:00","176.491","NaN","NaN","176.261","NaN","NaN","NaN","176.028","0"
"1994/03/01","00:00","176.318","NaN","NaN","176.183","NaN","NaN","NaN","175.985","0"
"1994/04/01","00:00","176.665","NaN","NaN","176.23","NaN","NaN","NaN","176.046","0"
"1994/05/01","00:00","176.549","NaN","NaN","176.295","NaN","NaN","NaN","176.119","0"
"1994/06/01","00:00","176.525","NaN","NaN","176.321","NaN","NaN","NaN","176.184","0"
"1994/07/01","00:00","176.595","NaN","NaN","176.416","NaN","NaN","NaN","176.244","0"
"1994/08/01","00:00","176.607","NaN","NaN","176.421","NaN","NaN","NaN","176.238","0"
"1994/09/01","00:00","176.516","NaN","NaN","176.37","NaN","NaN","NaN","176.254","0"
"1994/10/01","00:00","176.458","NaN","NaN","176.285","NaN","NaN","NaN","176.159","0"
"1994/11/01","00:00","176.513","NaN","NaN","176.217","NaN","NaN","NaN","175.833","0"
"1994/12/01","00:00","176.357","NaN","NaN","176.157","NaN","NaN","NaN","176.007","0"
"1995/01/01","00:00","176.33","NaN","NaN","176.156","NaN","NaN","NaN","175.946","0"
"1995/02/01","00:00","176.5","NaN","NaN","176.209","NaN","NaN","NaN","175.9","0"
"1995/03/01","00:00","176.4","NaN","NaN","176.113","NaN","NaN","NaN","175.924","0"
"1995/04/01","00:00","176.479","NaN","NaN","176.092","NaN","NaN","NaN","175.827","0"
"1995/05/01","00:00","176.272","NaN","NaN","176.167","NaN","NaN","NaN","176.037","0"
"1995/06/01","00:00","176.436","NaN","NaN","176.226","NaN","NaN","NaN","176.126","0"
"1995/07/01","00:00","176.677","NaN","NaN","176.241","NaN","NaN","NaN","175.693","0"
"1995/08/01","00:00","176.433","NaN","NaN","176.256","NaN","NaN","NaN","176.095","0"
"1995/09/01","00:00","176.476","NaN","NaN","176.173","NaN","NaN","NaN","176.001","0"
"1995/10/01","00:00","176.293","NaN","NaN","176.05","NaN","NaN","NaN","175.851","0"
"1995/11/01","00:00","176.412","NaN","NaN","176.058","NaN","NaN","NaN","175.806","0"
"1995/12/01","00:00","176.29","NaN","NaN","176.07","NaN","NaN","NaN","175.803","0"
"1996/01/01","00:00","176.464","NaN","NaN","176.143","NaN","NaN","NaN","175.699","0"
"1996/02/01","00:00","176.354","NaN","NaN","176.07","NaN","NaN","NaN","175.787","0"
"1996/03/01","00:00","176.266","NaN","NaN","176.001","NaN","NaN","NaN","175.723","0"
"1996/04/01","00:00","176.543","NaN","NaN","176.17","NaN","NaN","NaN","175.809","0"
"1996/05/01","00:00","176.369","NaN","NaN","176.233","NaN","NaN","NaN","176.031","0"
"1996/06/01","00:00","176.558","NaN","NaN","176.359","NaN","NaN","NaN","176.174","0"
"1996/07/01","00:00","176.641","NaN","NaN","176.434","NaN","NaN","NaN","176.308","0"
"1996/08/01","00:00","176.589","NaN","NaN","176.437","NaN","NaN","NaN","176.321","0"
"1996/09/01","00:00","176.574","NaN","NaN","176.424","NaN","NaN","NaN","176.208","0"
"1996/10/01","00:00","176.726","NaN","NaN","176.383","NaN","NaN","NaN","176.156","0"
"1996/11/01","00:00","176.522","NaN","NaN","176.365","NaN","NaN","NaN","176.162","0"
"1996/12/01","00:00","176.549","NaN","NaN","176.333","NaN","NaN","NaN","176.071","0"
"1997/01/01","00:00","176.775","NaN","NaN","176.445","NaN","NaN","NaN","176.144","0"
"1997/02/01","00:00","176.885","NaN","NaN","176.45","NaN","NaN","NaN","176.229","0"
"1997/03/01","00:00","176.686","NaN","NaN","176.502","NaN","NaN","NaN","176.26","0"
"1997/04/01","00:00","176.683","NaN","NaN","176.538","NaN","NaN","NaN","176.315","0"
"1997/05/01","00:00","176.814","NaN","NaN","176.637","NaN","NaN","NaN","176.464","0"
"1997/06/01","00:00","176.848","NaN","NaN","176.707","NaN","NaN","NaN","176.58","0"
"1997/07/01","00:00","176.86","NaN","NaN","176.762","NaN","NaN","NaN","176.656","0"
"1997/08/01","00:00","176.93","NaN","NaN","176.753","NaN","NaN","NaN","176.61","0"
"1997/09/01","00:00","176.872","NaN","NaN","176.703","NaN","NaN","NaN","176.5","0"
"1997/10/01","00:00","176.817","NaN","NaN","176.58","NaN","NaN","NaN","176.357","0"
"1997/11/01","00:00","176.586","NaN","NaN","176.45","NaN","NaN","NaN","176.26","0"
"1997/12/01","00:00","176.595","NaN","NaN","176.367","NaN","NaN","NaN","176.226","0"
"1998/01/01","00:00","176.561","NaN","NaN","176.345","NaN","NaN","NaN","176.055","0"
"1998/02/01","00:00","176.427","NaN","NaN","176.323","NaN","NaN","NaN","176.177","0"
"1998/03/01","00:00","176.674","NaN","NaN","176.38","NaN","NaN","NaN","176.251","0"
"1998/04/01","00:00","176.607","NaN","NaN","176.489","NaN","NaN","NaN","176.308","0"
"1998/05/01","00:00","176.708","NaN","NaN","176.513","NaN","NaN","NaN","176.345","0"
"1998/06/01","00:00","176.769","NaN","NaN","176.503","NaN","NaN","NaN","176.299","0"
"1998/07/01","00:00","176.665","NaN","NaN","176.499","NaN","NaN","NaN","176.382","0"
"1998/08/01","00:00","176.531","NaN","NaN","176.404","NaN","NaN","NaN","176.272","0"
"1998/09/01","00:00","176.507","NaN","NaN","176.313","NaN","NaN","NaN","176.153","0"
"1998/10/01","00:00","176.464","NaN","NaN","176.161","NaN","NaN","NaN","175.97","0"
"1998/11/01","00:00","176.187","NaN","NaN","176.016","NaN","NaN","NaN","175.793","0"
"1998/12/01","00:00","176.369","NaN","NaN","175.949","NaN","NaN","NaN","175.641","0"
"1999/01/01","00:00","176.196","NaN","NaN","175.967","NaN","NaN","NaN","175.543","0"
"1999/02/01","00:00","176.147","NaN","NaN","175.885","NaN","NaN","NaN","175.717","0"
"1999/03/01","00:00","176.162","NaN","NaN","175.934","NaN","NaN","NaN","175.735","0"
"1999/04/01","00:00","176.034","NaN","NaN","175.883","NaN","NaN","NaN","175.69","0"
"1999/05/01","00:00","176.016","NaN","NaN","175.897","NaN","NaN","NaN","175.711","0"
"1999/06/01","00:00","176.116","NaN","NaN","175.97","NaN","NaN","NaN","175.799","0"
"1999/07/01","00:00","176.159","NaN","NaN","176.028","NaN","NaN","NaN","175.885","0"
"1999/08/01","00:00","176.19","NaN","NaN","176.011","NaN","NaN","NaN","175.885","0"
"1999/09/01","00:00","176.044","NaN","NaN","175.886","NaN","NaN","NaN","175.717","0"
"1999/10/01","00:00","176.129","NaN","NaN","175.781","NaN","NaN","NaN","175.516","0"
"1999/11/01","00:00","175.998","NaN","NaN","175.69","NaN","NaN","NaN","175.422","0"
"1999/12/01","00:00","175.995","NaN","NaN","175.628","NaN","NaN","NaN","175.397","0"
"2000/01/01","00:00","175.924","NaN","NaN","175.642","NaN","NaN","NaN","175.354","0"
"2000/02/01","00:00","175.888","NaN","NaN","175.575","NaN","NaN","NaN","175.3","0"
"2000/03/01","00:00","175.723","NaN","NaN","175.542","NaN","NaN","NaN","175.418","0"
"2000/04/01","00:00","175.857","NaN","NaN","175.587","NaN","NaN","NaN","175.446","0"
"2000/05/01","00:00","175.848","NaN","NaN","175.654","NaN","NaN","NaN","175.449","0"
"2000/06/01","00:00","175.91","NaN","NaN","175.777","NaN","NaN","NaN","175.642","0"
"2000/07/01","00:00","176.038","NaN","NaN","175.824","NaN","NaN","NaN","175.71","0"
"2000/08/01","00:00","175.993","NaN","NaN","175.819","NaN","NaN","NaN","175.586","0"
"2000/09/01","00:00","175.941","NaN","NaN","175.761","NaN","NaN","NaN","175.621","0"
"2000/10/01","00:00","175.825","NaN","NaN","175.653","NaN","NaN","NaN","175.525","0"
"2000/11/01","00:00","175.833","NaN","NaN","175.542","NaN","NaN","NaN","175.375","0"
"2000/12/01","00:00","176.122","NaN","NaN","175.54","NaN","NaN","NaN","175.3","0"
"2001/01/01","00:00","175.835","NaN","NaN","175.542","NaN","NaN","NaN","175.219","0"
"2001/02/01","00:00","175.681","NaN","NaN","175.476","NaN","NaN","NaN","175.221","0"
"2001/03/01","00:00","175.742","NaN","NaN","175.494","NaN","NaN","NaN","175.306","0"
"2001/04/01","00:00","175.803","NaN","NaN","175.512","NaN","NaN","NaN","175.297","0"
"2001/05/01","00:00","175.756","NaN","NaN","175.589","NaN","NaN","NaN","175.358","0"
"2001/06/01","00:00","175.852","NaN","NaN","175.719","NaN","NaN","NaN","175.534","0"
"2001/07/01","00:00","176.078","NaN","NaN","175.751","NaN","NaN","NaN","175.641","0"
"2001/08/01","00:00","175.986","NaN","NaN","175.698","NaN","NaN","NaN","175.491","0"
"2001/09/01","00:00","175.892","NaN","NaN","175.666","NaN","NaN","NaN","175.498","0"
"2001/10/01","00:00","176.125","NaN","NaN","175.67","NaN","NaN","NaN","175.387","0"
"2001/11/01","00:00","175.968","NaN","NaN","175.66","NaN","NaN","NaN","175.455","0"
"2001/12/01","00:00","175.827","NaN","NaN","175.675","NaN","NaN","NaN","175.426","0"
"2002/01/01","00:00","175.85","NaN","NaN","175.628","NaN","NaN","NaN","175.456","0"
"2002/02/01","00:00","176.077","NaN","NaN","175.623","NaN","NaN","NaN","175.338","0"
"2002/03/01","00:00","175.943","NaN","NaN","175.659","NaN","NaN","NaN","175.365","0"
"2002/04/01","00:00","175.945","NaN","NaN","175.725","NaN","NaN","NaN","175.529","0"
"2002/05/01","00:00","176.026","NaN","NaN","175.85","NaN","NaN","NaN","175.656","0"
"2002/06/01","00:00","176.032","NaN","NaN","175.934","NaN","NaN","NaN","175.766","0"
"2002/07/01","00:00","176.2","NaN","NaN","175.985","NaN","NaN","NaN","175.726","0"
"2002/08/01","00:00","176.164","NaN","NaN","175.965","NaN","NaN","NaN","175.771","0"
"2002/09/01","00:00","176.186","NaN","NaN","175.88","NaN","NaN","NaN","175.682","0"
"2002/10/01","00:00","176.197","NaN","NaN","175.778","NaN","NaN","NaN","175.63","0"
"2002/11/01","00:00","175.902","NaN","NaN","175.667","NaN","NaN","NaN","175.417","0"
"2002/12/01","00:00","175.737","NaN","NaN","175.63","NaN","NaN","NaN","175.574","0"
"2003/01/01","00:00","175.932","NaN","NaN","175.604","NaN","NaN","NaN","175.39","0"
"2003/02/01","00:00","175.859","NaN","NaN","175.55","NaN","NaN","NaN","175.298","0"
"2003/03/01","00:00","175.774","NaN","NaN","175.435","NaN","NaN","NaN","175.262","0"
"2003/04/01","00:00","175.797","NaN","NaN","175.492","NaN","NaN","NaN","175.336","0"
"2003/05/01","00:00","175.859","NaN","NaN","175.595","NaN","NaN","NaN","175.432","0"
"2003/06/01","00:00","175.764","NaN","NaN","175.676","NaN","NaN","NaN","175.556","0"
"2003/07/01","00:00","175.807","NaN","NaN","175.725","NaN","NaN","NaN","175.6","0"
"2003/08/01","00:00","175.892","NaN","NaN","175.732","NaN","NaN","NaN","175.544","0"
"2003/09/01","00:00","175.78","NaN","NaN","175.639","NaN","NaN","NaN","175.45","0"
"2003/10/01","00:00","175.792","NaN","NaN","175.564","NaN","NaN","NaN","175.375","0"
"2003/11/01","00:00","175.936","NaN","NaN","175.563","NaN","NaN","NaN","175.332","0"
"2003/12/01","00:00","175.894","NaN","NaN","175.57","NaN","NaN","NaN","175.359","0"
"2004/01/01","00:00","175.894","NaN","NaN","175.672","NaN","NaN","NaN","175.447","0"
"2004/02/01","00:00","175.732","NaN","NaN","175.553","NaN","NaN","NaN","175.305","0"
"2004/03/01","00:00","175.856","NaN","NaN","175.581","NaN","NaN","NaN","175.358","0"
"2004/04/01","00:00","175.963","NaN","NaN","175.666","NaN","NaN","NaN","175.47","0"
"2004/05/01","00:00","176.028","NaN","NaN","175.792","NaN","NaN","NaN","175.547","0"
"2004/06/01","00:00","176.227","NaN","NaN","175.97","NaN","NaN","NaN","175.803","0"
"2004/07/01","00:00","176.258","NaN","NaN","176.035","NaN","NaN","NaN","175.847","0"
"2004/08/01","00:00","176.164","NaN","NaN","176.005","NaN","NaN","NaN","175.85","0"
"2004/09/01","00:00","176.071","NaN","NaN","175.94","NaN","NaN","NaN","175.838","0"
"2004/10/01","00:00","176.14","NaN","NaN","175.811","NaN","NaN","NaN","175.587","0"
"2004/11/01","00:00","176.057","NaN","NaN","175.758","NaN","NaN","NaN","175.483","0"
"2004/12/01","00:00","176.091","NaN","NaN","175.754","NaN","NaN","NaN","175.513","0"
"2005/01/01","00:00","176.242","NaN","NaN","175.858","NaN","NaN","NaN","175.489","0"
"2005/02/01","00:00","175.953","NaN","NaN","175.789","NaN","NaN","NaN","175.588","0"
"2005/03/01","00:00","175.986","NaN","NaN","175.782","NaN","NaN","NaN","175.623","0"
"2005/04/01","00:00","176.179","NaN","NaN","175.852","NaN","NaN","NaN","175.734","0"
"2005/05/01","00:00","175.995","NaN","NaN","175.862","NaN","NaN","NaN","175.723","0"
"2005/06/01","00:00","175.979","NaN","NaN","175.873","NaN","NaN","NaN","175.694","0"
"2005/07/01","00:00","176.042","NaN","NaN","175.884","NaN","NaN","NaN","175.679","0"
"2005/08/01","00:00","176.036","NaN","NaN","175.849","NaN","NaN","NaN","175.679","0"
"2005/09/01","00:00","176.119","NaN","NaN","175.782","NaN","NaN","NaN","175.588","0"
"2005/10/01","00:00","176.067","NaN","NaN","175.705","NaN","NaN","NaN","175.512","0"
"2005/11/01","00:00","175.974","NaN","NaN","175.581","NaN","NaN","NaN","175.258","0"
"2005/12/01","00:00","175.762","NaN","NaN","175.559","NaN","NaN","NaN","175.345","0"
"2006/01/01","00:00","175.972","NaN","NaN","175.566","NaN","NaN","NaN","175.37","0"
"2006/02/01","00:00","175.883","NaN","NaN","175.65","NaN","NaN","NaN","175.457","0"
"2006/03/01","00:00","175.9","NaN","NaN","175.652","NaN","NaN","NaN","175.487","0"
"2006/04/01","00:00","175.953","NaN","NaN","175.694","NaN","NaN","NaN","175.539","0"
"2006/05/01","00:00","176.01","NaN","NaN","175.755","NaN","NaN","NaN","175.632","0"
"2006/06/01","00:00","175.941","NaN","NaN","175.828","NaN","NaN","NaN","175.682","0"
