"Date","Time (LST/LDT)","Highest","MHHW (m)","MHW (m)","MSL (m)","MTL (m)","MLW (m)","MLLW (m)","Lowest (m)","Inf"
"2006/07/01","00:00","176.137","NaN","NaN","175.847","NaN","NaN","NaN","175.685","0"
"2006/08/01","00:00","175.998","NaN","NaN","175.842","NaN","NaN","NaN","175.675","0"
"2006/09/01","00:00","175.86","NaN","NaN","175.73","NaN","NaN","NaN","175.578","0"
"2006/10/01","00:00","175.978","NaN","NaN","175.701","NaN","NaN","NaN","175.571","0"
"2006/11/01","00:00","175.862","NaN","NaN","175.649","NaN","NaN","NaN","175.473","0"
"2006/12/01","00:00","176.076","NaN","NaN","175.665","NaN","NaN","NaN","175.479","0"
"2007/01/01","00:00","175.874","NaN","NaN","175.722","NaN","NaN","NaN","175.495","0"
"2007/02/01","00:00","175.983","NaN","NaN","175.755","NaN","NaN","NaN","175.473","0"
"2007/03/01","00:00","175.919","NaN","NaN","175.64","NaN","NaN","NaN","175.327","0"
"2007/04/01","00:00","175.945","NaN","NaN","175.733","NaN","NaN","NaN","175.546","0"
"2007/05/01","00:00","175.886","NaN","NaN","175.762","NaN","NaN","NaN","175.635","0"
"2007/06/01","00:00","175.945","NaN","NaN","175.778","NaN","NaN","NaN","175.647","0"
"2007/07/01","00:00","175.944","NaN","NaN","175.765","NaN","NaN","NaN","175.647","0"
"2007/08/01","00:00","175.945","NaN","NaN","175.721","NaN","NaN","NaN","175.466","0"
"2007/09/01","00:00","175.858","NaN","NaN","175.658","NaN","NaN","NaN","175.508","0"
"2007/10/01","00:00","175.76","NaN","NaN","175.57","NaN","NaN","NaN","175.35","0"
"2007/11/01","00:00","175.823","NaN","NaN","175.456","NaN","NaN","NaN","175.114","0"
"2007/12/01","00:00","175.634","NaN","NaN","175.37","NaN","NaN","NaN","175.122","0"
"2008/01/01","00:00","175.622","NaN","NaN","175.405","NaN","NaN","NaN","175.09","0"
"2008/02/01","00:00","175.747","NaN","NaN","175.527","NaN","NaN","NaN","175.323","0"
"2008/03/01","00:00","175.76","NaN","NaN","175.512","NaN","NaN","NaN","175.289","0"
"2008/04/01","00:00","175.809","NaN","NaN","175.634","NaN","NaN","NaN","175.435","0"
"2008/05/01","00:00","175.897","NaN","NaN","175.73","NaN","NaN","NaN","175.532","0"
"2008/06/01","00:00","176.004","NaN","NaN","175.828","NaN","NaN","NaN","175.659","0"
"2008/07/01","00:00","176.063","NaN","NaN","175.924","NaN","NaN","NaN","175.796","0"
"2008/08/01","00:00","176.074","NaN","NaN","175.909","NaN","NaN","NaN","175.788","0"
"2008/09/01","00:00","176.196","NaN","NaN","175.853","NaN","NaN","NaN","175.74","0"
"2008/10/01","00:00","175.947","NaN","NaN","175.756","NaN","NaN","NaN","175.576","0"
"2008/11/01","00:00","175.922","NaN","NaN","175.666","NaN","NaN","NaN","175.524","0"
"2008/12/01","00:00","176.062","NaN","NaN","175.644","NaN","NaN","NaN","175.406","0"
"2009/01/01","00:00","176.047","NaN","NaN","175.776","NaN","NaN","NaN","175.55","0"
"2009/02/01","00:00","175.978","NaN","NaN","175.753","NaN","NaN","NaN","175.498","0"
"2009/03/01","00:00","176.047","NaN","NaN","175.776","NaN","NaN","NaN","175.572","0"
"2009/04/01","00:00","176.203","NaN","NaN","175.893","NaN","NaN","NaN","175.656","0"
"2009/05/01","00:00","176.163","NaN","NaN","175.986","NaN","NaN","NaN","175.763","0"
"2009/06/01","00:00","176.192","NaN","NaN","176.065","NaN","NaN","NaN","175.915","0"
"2009/07/01","00:00","176.21","NaN","NaN","176.093","NaN","NaN","NaN","175.975","0"
"2009/08/01","00:00","176.213","NaN","NaN","176.083","NaN","NaN","NaN","175.917","0"
"2009/09/01","00:00","176.262","NaN","NaN","176.015","NaN","NaN","NaN","175.861","0"
"2009/10/01","00:00","176.141","NaN","NaN","175.904","NaN","NaN","NaN","175.655","0"
"2009/11/01","00:00","176.046","NaN","NaN","175.881","NaN","NaN","NaN","175.735","0"
"2009/12/01","00:00","176.237","NaN","NaN","175.826","NaN","NaN","NaN","175.553","0"
"2010/01/01","00:00","176.131","NaN","NaN","175.929","NaN","NaN","NaN","175.718","0"
"2010/02/01","00:00","176.169","NaN","NaN","175.931","NaN","NaN","NaN","175.717","0"
"2010/03/01","00:00","176.209","NaN","NaN","175.753","NaN","NaN","NaN","175.437","0"
"2010/04/01","00:00","176.021","NaN","NaN","175.755","NaN","NaN","NaN","175.608","0"
"2010/05/01","00:00","176.102","NaN","NaN","175.794","NaN","NaN","NaN","175.638","0"
"2010/06/01","00:00","176.08","NaN","NaN","175.878","NaN","NaN","NaN","175.739","0"
"2010/07/01","00:00","176.157","NaN","NaN","175.935","NaN","NaN","NaN","175.814","0"
"2010/08/01","00:00","176.079","NaN","NaN","175.92","NaN","NaN","NaN","175.791","0"
"2010/09/01","00:00","176.011","NaN","NaN","175.837","NaN","NaN","NaN","175.609","0"
"2010/10/01","00:00","175.903","NaN","NaN","175.754","NaN","NaN","NaN","175.374","0"
"2010/11/01","00:00","175.88","NaN","NaN","175.598","NaN","NaN","NaN","175.28","0"
"2010/12/01","00:00","175.883","NaN","NaN","175.594","NaN","NaN","NaN","175.378","0"
"2011/01/01","00:00","175.878","NaN","NaN","175.61","NaN","NaN","NaN","175.407","0"
"2011/02/01","00:00","175.913","NaN","NaN","175.615","NaN","NaN","NaN","175.374","0"
"2011/03/01","00:00","175.91","NaN","NaN","175.571","NaN","NaN","NaN","175.362","0"
"2011/04/01","00:00","175.874","NaN","NaN","175.606","NaN","NaN","NaN","175.374","0"
"2011/05/01","00:00","176.065","NaN","NaN","175.815","NaN","NaN","NaN","175.543","0"
"2011/06/01","00:00","176.124","NaN","NaN","175.91","NaN","NaN","NaN","175.698","0"
"2011/07/01","00:00","176.26","NaN","NaN","175.964","NaN","NaN","NaN","175.871","0"
"2011/08/01","00:00","176.093","NaN","NaN","175.952","NaN","NaN","NaN","175.746","0"
"2011/09/01","00:00","176.132","NaN","NaN","175.847","NaN","NaN","NaN","175.64","0"
"2011/10/01","00:00","176.145","NaN","NaN","175.8","NaN","NaN","NaN","175.669","0"
"2011/11/01","00:00","176.068","NaN","NaN","175.74","NaN","NaN","NaN","175.515","0"
"2011/12/01","00:00","176.092","NaN","NaN","175.768","NaN","NaN","NaN","175.578","0"
"2012/01/01","00:00","176.164","NaN","NaN","175.716","NaN","NaN","NaN","175.513","0"
"2012/02/01","00:00","175.937","NaN","NaN","175.694","NaN","NaN","NaN","175.476","0"
"2012/03/01","00:00","175.982","NaN","NaN","175.692","NaN","NaN","NaN","175.472","0"
"2012/04/01","00:00","175.918","NaN","NaN","175.74","NaN","NaN","NaN","175.513","0"
"2012/05/01","00:00","175.989","NaN","NaN","175.736","NaN","NaN","NaN","175.405","0"
"2012/06/01","00:00","175.979","NaN","NaN","175.76","NaN","NaN","NaN","175.578","0"
"2012/07/01","00:00","175.898","NaN","NaN","175.739","NaN","NaN","NaN","175.592","0"
"2012/08/01","00:00","175.782","NaN","NaN","175.673","NaN","NaN","NaN","175.547","0"
"2012/09/01","00:00","175.766","NaN","NaN","175.574","NaN","NaN","NaN","175.375","0"
"2012/10/01","00:00","176.152","NaN","NaN","175.457","NaN","NaN","NaN","175.153","0"
"2012/11/01","00:00","175.662","NaN","NaN","175.379","NaN","NaN","NaN","175.164","0"
"2012/12/01","00:00","175.605","NaN","NaN","175.314","NaN","NaN","NaN","174.999","0"
"2013/01/01","00:00","175.565","NaN","NaN","175.304","NaN","NaN","NaN","175.082","0"
"2013/02/01","00:00","175.642","NaN","NaN","175.29","NaN","NaN","NaN","175.045","0"
"2013/03/01","00:00","175.529","NaN","NaN","175.358","NaN","NaN","NaN","175.216","0"
"2013/04/01","00:00","175.671","NaN","NaN","175.458","NaN","NaN","NaN","175.152","0"
"2013/05/01","00:00","175.813","NaN","NaN","175.605","NaN","NaN","NaN","175.454","0"
"2013/06/01","00:00","175.882","NaN","NaN","175.757","NaN","NaN","NaN","175.634","0"
"2013/07/01","00:00","176.066","NaN","NaN","175.83","NaN","NaN","NaN","175.704","0"
"2013/08/01","00:00","175.942","NaN","NaN","175.81","NaN","NaN","NaN","175.665","0"
"2013/09/01","00:00","175.963","NaN","NaN","175.769","NaN","NaN","NaN","175.588","0"
"2013/10/01","00:00","175.837","NaN","NaN","175.694","NaN","NaN","NaN","175.532","0"
"2013/11/01","00:00","175.945","NaN","NaN","175.69","NaN","NaN","NaN","175.341","0"
"2013/12/01","00:00","175.803","NaN","NaN","175.644","NaN","NaN","NaN","175.447","0"
"2014/01/01","00:00","176.196","NaN","NaN","175.774","NaN","NaN","NaN","175.342","0"
"2014/02/01","00:00","176.03","NaN","NaN","175.734","NaN","NaN","NaN","175.445","0"
"2014/03/01","00:00","175.884","NaN","NaN","175.678","NaN","NaN","NaN","175.471","0"
"2014/04/01","00:00","175.927","NaN","NaN","175.734","NaN","NaN","NaN","175.494","0"
"2014/05/01","00:00","176.043","NaN","NaN","175.925","NaN","NaN","NaN","175.677","0"
"2014/06/01","00:00","176.139","NaN","NaN","176.028","NaN","NaN","NaN","175.895","0"
"2014/07/01","00:00","176.341","NaN","NaN","176.133","NaN","NaN","NaN","175.995","0"
"2014/08/01","00:00","176.299","NaN","NaN","176.147","NaN","NaN","NaN","176.041","0"
"2014/09/01","00:00","176.365","NaN","NaN","176.168","NaN","NaN","NaN","175.847","0"
"2014/10/01","00:00","176.555","NaN","NaN","176.167","NaN","NaN","NaN","175.951","0"
"2014/11/01","00:00","176.384","NaN","NaN","176.141","NaN","NaN","NaN","175.946","0"
"2014/12/01","00:00","176.29","NaN","NaN","176.139","NaN","NaN","NaN","175.957","0"
"2015/01/01","00:00","176.762","NaN","NaN","176.342","NaN","NaN","NaN","176.028","0"
"2015/02/01","00:00","176.68","NaN","NaN","176.323","NaN","NaN","NaN","176.035","0"
"2015/03/01","00:00","176.523","NaN","NaN","176.161","NaN","NaN","NaN","175.893","0"
"2015/04/01","00:00","176.26","NaN","NaN","176.117","NaN","NaN","NaN","175.89","0"
"2015/05/01","00:00","176.355","NaN","NaN","176.169","NaN","NaN","NaN","176.063","0"
"2015/06/01","00:00","176.515","NaN","NaN","176.311","NaN","NaN","NaN","176.171","0"
"2015/07/01","00:00","176.539","NaN","NaN","176.384","NaN","NaN","NaN","176.204","0"
"2015/08/01","00:00","176.52","NaN","NaN","176.37","NaN","NaN","NaN","176.042","0"
"2015/09/01","00:00","176.465","NaN","NaN","176.333","NaN","NaN","NaN","176.227","0"
"2015/10/01","00:00","176.49","NaN","NaN","176.194","NaN","NaN","NaN","175.967","0"
"2015/11/01","00:00","176.421","NaN","NaN","176.116","NaN","NaN","NaN","175.9","0"
"2015/12/01","00:00","176.32","NaN","NaN","176.11","NaN","NaN","NaN","175.838","0"
"2016/01/01","00:00","176.432","NaN","NaN","176.172","NaN","NaN","NaN","175.939","0"
"2016/02/01","00:00","176.759","NaN","NaN","176.21","NaN","NaN","NaN","175.936","0"
"2016/03/01","00:00","176.598","NaN","NaN","176.219","NaN","NaN","NaN","175.987","0"
"2016/04/01","00:00","176.595","NaN","NaN","176.378","NaN","NaN","NaN","176.17","0"
"2016/05/01","00:00","176.669","NaN","NaN","176.421","NaN","NaN","NaN","176.33","0"
"2016/06/01","00:00","176.579","NaN","NaN","176.45","NaN","NaN","NaN","176.267","0"
"2016/07/01","00:00","176.63","NaN","NaN","176.457","NaN","NaN","NaN","176.357","0"
"2016/08/01","00:00","176.62","NaN","NaN","176.433","NaN","NaN","NaN","176.32","0"
"2016/09/01","00:00","176.58","NaN","NaN","176.38","NaN","NaN","NaN","176.166","0"
"2016/10/01","00:00","176.474","NaN","NaN","176.29","NaN","NaN","NaN","176.078","0"
"2016/11/01","00:00","176.54","NaN","NaN","176.195","NaN","NaN","NaN","175.888","0"
"2016/12/01","00:00","176.33","NaN","NaN","176.123","NaN","NaN","NaN","175.771","0"
"2017/01/01","00:00","176.269","NaN","NaN","176.105","NaN","NaN","NaN","175.753","0"
"2017/02/01","00:00","176.412","NaN","NaN","176.118","NaN","NaN","NaN","175.941","0"
"2017/03/01","00:00","176.398","NaN","NaN","176.19","NaN","NaN","NaN","175.924","0"
"2017/04/01","00:00","176.607","NaN","NaN","176.303","NaN","NaN","NaN","176.101","0"
"2017/05/01","00:00","176.603","NaN","NaN","176.443","NaN","NaN","NaN","176.214","0"
"2017/06/01","00:00","176.689","NaN","NaN","176.508","NaN","NaN","NaN","176.343","0"
"2017/07/01","00:00","176.757","NaN","NaN","176.622","NaN","NaN","NaN","176.496","0"
"2017/08/01","00:00","176.715","NaN","NaN","176.612","NaN","NaN","NaN","176.498","0"
"2017/09/01","00:00","176.702","NaN","NaN","176.542","NaN","NaN","NaN","176.427","0"
"2017/10/01","00:00","176.688","NaN","NaN","176.451","NaN","NaN","NaN","176.234","0"
"2017/11/01","00:00","176.683","NaN","NaN","176.445","NaN","NaN","NaN","176.254","0"
"2017/12/01","00:00","176.545","NaN","NaN","176.388","NaN","NaN","NaN","176.174","0"
"2018/01/01","00:00","176.899","NaN","NaN","176.496","NaN","NaN","NaN","176.082","0"
"2018/02/01","00:00","176.671","NaN","NaN","176.445","NaN","NaN","NaN","176.226","0"
"2018/03/01","00:00","176.559","NaN","NaN","176.407","NaN","NaN","NaN","176.218","0"
"2018/04/01","00:00","176.594","NaN","NaN","176.439","NaN","NaN","NaN","176.261","0"
"2018/05/01","00:00","176.729","NaN","NaN","176.533","NaN","NaN","NaN","176.302","0"
"2018/06/01","00:00","176.694","NaN","NaN","176.599","NaN","NaN","NaN","176.503","0"
"2018/07/01","00:00","176.795","NaN","NaN","176.614","NaN","NaN","NaN","176.527","0"
"2018/08/01","00:00","176.72","NaN","NaN","176.576","NaN","NaN","NaN","176.396","0"
"2018/09/01","00:00","176.809","NaN","NaN","176.552","NaN","NaN","NaN","176.345","0"
"2018/10/01","00:00","176.871","NaN","NaN","176.512","NaN","NaN","NaN","176.316","0"
"2018/11/01","00:00","176.682","NaN","NaN","176.475","NaN","NaN","NaN","176.266","0"
"2018/12/01","00:00","176.599","NaN","NaN","176.429","NaN","NaN","NaN","176.12","0"
