# Coordinated beginning of month and monthly mean lakewide average water levels for Lake Superior
# Units: meters above IGLD 1985
# Coordinated period:  Jan 1918 through previous December
# Coordinated by the Coordinating Committee on Great Lakes Basic Hydraulic and Hydrologic Data
# www.GreatLakesCC.org
#
"Year","Month","Beginning of Month","Monthly Mean"
1997,3,183.5,183.51
1997,4,183.5,183.55
1997,5,183.6,183.64
1997,6,183.66,183.65
1997,7,183.69,183.72
1997,8,183.7,183.68
1997,9,183.64,183.63
1997,10,183.64,183.61
1997,11,183.58,183.56
1997,12,183.52,183.48
1998,1,183.43,183.4
1998,2,183.36,183.34
1998,3,183.32,183.29
1998,4,183.33,183.35
1998,5,183.34,183.34
1998,6,183.36,183.39
1998,7,183.43,183.41
1998,8,183.4,183.38
1998,9,183.36,183.33
1998,10,183.3,183.26
1998,11,183.24,183.21
1998,12,183.22,183.19
1999,1,183.16,183.12
1999,2,183.1,183.1
1999,3,183.09,183.06
1999,4,183.05,183.11
1999,5,183.14,183.2
1999,6,183.28,183.31
1999,7,183.34,183.43
1999,8,183.47,183.47
1999,9,183.45,183.44
1999,10,183.42,183.38
1999,11,183.36,183.32
1999,12,183.28,183.24
2000,1,183.2,183.16
2000,2,183.13,183.08
2000,3,183.06,183.08
2000,4,183.11,183.12
2000,5,183.12,183.16
2000,6,183.18,183.24
2000,7,183.32,183.33
2000,8,183.32,183.31
2000,9,183.3,183.27
2000,10,183.22,183.2
2000,11,183.17,183.15
2000,12,183.12,183.06
2001,1,183.02,182.98
2001,2,182.96,182.94
2001,3,182.92,182.91
2001,4,182.89,183.01
2001,5,183.18,183.24
2001,6,183.3,183.33
2001,7,183.36,183.36
2001,8,183.38,183.39
2001,9,183.39,183.37
2001,10,183.31,183.3
2001,11,183.28,183.29
2001,12,183.3,183.3
2002,1,183.28,183.22
2002,2,183.17,183.14
2002,3,183.12,183.11
2002,4,183.09,183.14
2002,5,183.22,183.26
2002,6,183.28,183.31
2002,7,183.35,183.36
2002,8,183.4,183.4
2002,9,183.39,183.42
2002,10,183.42,183.44
2002,11,183.4,183.36
2002,12,183.33,183.26
2003,1,183.22,183.16
2003,2,183.1,183.07
2003,3,183.04,183.03
2003,4,183.06,183.08
2003,5,183.13,183.18
2003,6,183.24,183.23
2003,7,183.23,183.26
2003,8,183.29,183.29
2003,9,183.28,183.27
2003,10,183.3,183.26
2003,11,183.26,183.23
2003,12,183.24,183.19
2004,1,183.16,183.14
2004,2,183.1,183.07
2004,3,183.06,183.07
2004,4,183.09,183.13
2004,5,183.2,183.23
2004,6,183.32,183.35
2004,7,183.38,183.4
2004,8,183.41,183.42
2004,9,183.44,183.46
2004,10,183.45,183.47
2004,11,183.52,183.46
2004,12,183.42,183.38
2005,1,183.36,183.32
2005,2,183.28,183.27
2005,3,183.26,183.22
2005,4,183.22,183.26
2005,5,183.27,183.31
2005,6,183.34,183.39
2005,7,183.44,183.42
2005,8,183.4,183.38
2005,9,183.36,183.35
2005,10,183.32,183.38
2005,11,183.36,183.35
2005,12,183.34,183.3
2006,1,183.26,183.24
2006,2,183.21,183.18
2006,3,183.14,183.12
2006,4,183.12,183.16
2006,5,183.18,183.24
2006,6,183.29,183.3
2006,7,183.3,183.31
2006,8,183.33,183.3
2006,9,183.24,183.2
2006,10,183.16,183.13
2006,11,183.08,183.04
2006,12,183.02,182.98
2007,1,182.96,182.92
2007,2,182.88,182.83
2007,3,182.79,182.79
2007,4,182.8,182.85
2007,5,182.86,182.87
2007,6,182.89,182.94
2007,7,182.98,183
2007,8,183.02,183.01
2007,9,183,183.02
2007,10,183.06,183.18
2007,11,183.22,183.18
2007,12,183.16,183.11
2008,1,183.1,183.08
2008,2,183.06,183.03
2008,3,182.99,182.97
2008,4,182.96,183.01
2008,5,183.12,183.18
2008,6,183.22,183.29
2008,7,183.36,183.41
2008,8,183.44,183.42
2008,9,183.39,183.37
2008,10,183.37,183.32
2008,11,183.28,183.27
2008,12,183.24,183.19
2009,1,183.16,183.14
2009,2,183.11,183.1
2009,3,183.1,183.09
2009,4,183.1,183.12
2009,5,183.2,183.24
2009,6,183.28,183.3
2009,7,183.34,183.34
2009,8,183.35,183.39
2009,9,183.44,183.42
2009,10,183.41,183.36
2009,11,183.37,183.35
2009,12,183.34,183.3
2010,1,183.28,183.21
2010,2,183.18,183.14
2010,3,183.1,183.09
2010,4,183.08,183.08
2010,5,183.06,183.08
2010,6,183.08,183.13
2010,7,183.18,183.19
2010,8,183.18,183.2
2010,9,183.21,183.22
2010,10,183.24,183.19
2010,11,183.16,183.14
2010,12,183.12,183.07
2011,1,183.02,183
2011,2,182.97,182.93
2011,3,182.9,182.87
2011,4,182.86,182.91
2011,5,182.96,183.04
2011,6,183.1,183.15
2011,7,183.2,183.25
2011,8,183.28,183.28
2011,9,183.26,183.23
2011,10,183.23,183.21
2011,11,183.18,183.16
2011,12,183.14,183.09
2012,1,183.05,183.01
2012,2,182.98,182.94
2012,3,182.92,182.93
2012,4,182.98,183
2012,5,183.01,183.06
2012,6,183.14,183.2
2012,7,183.28,183.3
2012,8,183.3,183.27
2012,9,183.25,183.2
2012,10,183.14,183.12
2012,11,183.14,183.1
2012,12,183.06,183.05
2013,1,183.02,182.98
2013,2,182.96,182.94
2013,3,182.92,182.9
2013,4,182.9,182.92
2013,5,182.98,183.11
2013,6,183.22,183.26
2013,7,183.32,183.37
2013,8,183.44,183.44
2013,9,183.48,183.48
2013,10,183.46,183.45
2013,11,183.42,183.4
2013,12,183.38,183.35
2014,1,183.33,183.29
2014,2,183.25,183.24
2014,3,183.24,183.23
2014,4,183.23,183.27
2014,5,183.34,183.47
2014,6,183.54,183.6
2014,7,183.63,183.66
2014,8,183.67,183.67
2014,9,183.68,183.7
2014,10,183.7,183.71
2014,11,183.7,183.67
2014,12,183.66,183.6
2015,1,183.6,183.54
2015,2,183.5,183.47
2015,3,183.43,183.42
2015,4,183.42,183.44
2015,5,183.48,183.53
2015,6,183.59,183.63
2015,7,183.67,183.68
2015,8,183.69,183.68
2015,9,183.69,183.69
2015,10,183.67,183.6
2015,11,183.58,183.58
2015,12,183.57,183.59
2016,1,183.58,183.55
2016,2,183.52,183.49
2016,3,183.48,183.46
2016,4,183.48,183.48
2016,5,183.5,183.5
2016,6,183.54,183.61
2016,7,183.66,183.69
2016,8,183.7,183.7
2016,9,183.7,183.7
2016,10,183.71,183.68
2016,11,183.62,183.59
2016,12,183.58,183.54
2017,1,183.5,183.47
2017,2,183.44,183.43
2017,3,183.42,183.39
2017,4,183.37,183.41
2017,5,183.5,183.56
2017,6,183.63,183.67
2017,7,183.74,183.75
2017,8,183.75,183.78
2017,9,183.79,183.8
2017,10,183.81,183.81
2017,11,183.82,183.78
2017,12,183.72,183.72
2018,1,183.7,183.65
2018,2,183.62,183.58
2018,3,183.58,183.54
2018,4,183.5,183.47
2018,5,183.46,183.5
2018,6,183.54,183.56
2018,7,183.6,183.65
2018,8,183.66,183.65
2018,9,183.66,183.7
2018,10,183.7,183.77
2018,11,183.78,183.76
2018,12,183.72,183.67
2019,1,183.65,183.62
2019,2,183.58,183.58
2019,3,183.58,183.57
2019,4,183.56,183.61
2019,5,183.69,183.77
2019,6,183.82,183.84
2019,7,183.85,183.86
2019,8,183.88,183.86
2019,9,183.84,183.86
2019,10,183.88,183.88
2019,11,183.86,183.81
2019,12,183.78,183.74
2020,1,183.74,183.71
2020,2,183.68,183.64
2020,3,183.58,183.57
2020,4,183.6,183.62
2020,5,183.62,NA
2020,6,NA,NA
2020,7,NA,NA
2020,8,NA,NA
2020,9,NA,NA
2020,10,NA,NA
2020,11,NA,NA
2020,12,NA,NA
