# Coordinated beginning of month and monthly mean lakewide average water levels for Lake Michigan-Huron
# Units: meters above IGLD 1985
# Coordinated period:  Jan 1918 through previous December
# Coordinated by the Coordinating Committee on Great Lakes Basic Hydraulic and Hydrologic Data
# www.GreatLakesCC.org
#
"Year","Month","Beginning of Month","Monthly Mean"
1917,5,176.73,NA
1917,6,176.81,NA
1917,7,176.98,NA
1917,8,177.05,NA
1917,9,176.99,NA
1917,10,176.9,NA
1917,11,176.8,NA
1917,12,176.74,NA
1918,1,176.66,176.71
1918,2,176.67,176.73
1918,3,176.72,176.8
1918,4,176.81,176.89
1918,5,176.89,176.99
1918,6,177.03,177.07
1918,7,177.02,177.07
1918,8,177,177.01
1918,9,176.94,176.94
1918,10,176.83,176.83
1918,11,176.78,176.82
1918,12,176.74,176.78
1919,1,176.73,176.74
1919,2,176.66,176.68
1919,3,176.6,176.68
1919,4,176.68,176.77
1919,5,176.78,176.89
1919,6,176.88,176.92
1919,7,176.85,176.88
1919,8,176.82,176.83
1919,9,176.72,176.72
1919,10,176.65,176.66
1919,11,176.61,176.62
1919,12,176.54,176.55
1920,1,176.48,176.5
1920,2,176.43,176.47
1920,3,176.42,176.49
1920,4,176.54,176.63
1920,5,176.64,176.68
1920,6,176.66,176.73
1920,7,176.73,176.79
1920,8,176.74,176.76
1920,9,176.72,176.73
1920,10,176.68,176.65
1920,11,176.59,176.57
1920,12,176.49,176.5
1921,1,176.44,176.44
1921,2,176.4,176.42
1921,3,176.37,176.42
1921,4,176.45,176.54
1921,5,176.61,176.63
1921,6,176.61,176.64
1921,7,176.6,176.6
1921,8,176.54,176.54
1921,9,176.5,176.5
1921,10,176.45,176.44
1921,11,176.36,176.35
1921,12,176.28,176.34
1922,1,176.27,176.27
1922,2,176.2,176.24
1922,3,176.24,176.28
1922,4,176.3,176.43
1922,5,176.5,176.57
1922,6,176.58,176.63
1922,7,176.61,176.67
1922,8,176.65,176.63
1922,9,176.56,176.56
1922,10,176.49,176.46
1922,11,176.34,176.35
1922,12,176.26,176.25
1923,1,176.16,176.16
1923,2,176.1,176.13
1923,3,176.07,176.15
1923,4,176.12,176.22
1923,5,176.24,176.34
1923,6,176.35,176.41
1923,7,176.4,176.42
1923,8,176.38,176.4
1923,9,176.33,176.36
1923,10,176.3,176.29
1923,11,176.22,176.18
1923,12,176.11,176.11
1924,1,176.06,176.06
1924,2,175.99,176.05
1924,3,176,176.06
1924,4,176.06,176.11
1924,5,176.14,176.24
1924,6,176.25,176.28
1924,7,176.29,176.33
1924,8,176.31,176.38
1924,9,176.34,176.33
1924,10,176.27,176.24
1924,11,176.14,176.12
1924,12,176.05,176.04
1925,1,175.94,175.95
1925,2,175.88,175.92
1925,3,175.89,175.94
1925,4,175.94,175.96
1925,5,175.96,175.98
1925,6,175.94,176
1925,7,175.99,176.03
1925,8,175.99,175.99
1925,9,175.9,175.92
1925,10,175.84,175.84
1925,11,175.76,175.76
1925,12,175.71,175.74
1926,1,175.66,175.69
1926,2,175.65,175.66
1926,3,175.66,175.69
1926,4,175.7,175.79
1926,5,175.81,175.88
1926,6,175.9,175.99
1926,7,176,176.02
1926,8,176.01,176.03
1926,9,175.99,176.02
1926,10,175.96,175.97
1926,11,175.92,175.93
1926,12,175.95,175.95
1927,1,175.92,175.92
1927,2,175.92,175.94
1927,3,175.95,176
1927,4,176.04,176.08
1927,5,176.12,176.2
1927,6,176.26,176.3
1927,7,176.31,176.34
1927,8,176.33,176.31
1927,9,176.24,176.22
1927,10,176.2,176.21
1927,11,176.14,176.14
1927,12,176.13,176.12
1928,1,176.1,176.1
1928,2,176.08,176.11
1928,3,176.11,176.15
1928,4,176.18,176.29
1928,5,176.37,176.44
1928,6,176.46,176.5
1928,7,176.56,176.59
1928,8,176.59,176.62
1928,9,176.6,176.6
1928,10,176.56,176.61
1928,11,176.63,176.65
1928,12,176.65,176.66
1929,1,176.64,176.65
1929,2,176.65,176.63
1929,3,176.6,176.65
1929,4,176.71,176.86
1929,5,176.95,177.07
1929,6,177.12,177.15
1929,7,177.17,177.18
1929,8,177.16,177.13
1929,9,177.08,177.03
1929,10,176.96,176.9
1929,11,176.86,176.82
1929,12,176.75,176.68
1930,1,176.65,176.64
1930,2,176.62,176.64
1930,3,176.66,176.66
1930,4,176.66,176.69
1930,5,176.7,176.76
1930,6,176.76,176.79
1930,7,176.82,176.84
1930,8,176.83,176.8
1930,9,176.74,176.69
1930,10,176.62,176.57
1930,11,176.48,176.42
1930,12,176.36,176.31
1931,1,176.26,176.21
1931,2,176.18,176.17
1931,3,176.13,176.16
1931,4,176.15,176.17
1931,5,176.15,176.19
1931,6,176.19,176.2
1931,7,176.2,176.2
1931,8,176.15,176.14
1931,9,176.03,176.05
1931,10,176.06,176.02
1931,11,175.97,175.97
1931,12,175.99,175.94
1932,1,175.88,175.94
1932,2,175.94,175.93
1932,3,175.92,175.91
1932,4,175.91,175.95
1932,5,175.95,176.02
1932,6,176.03,176.04
1932,7,176.03,176.05
1932,8,176.02,176.01
1932,9,175.98,175.95
1932,10,175.89,175.87
1932,11,175.84,175.84
1932,12,175.77,175.78
1933,1,175.77,175.74
1933,2,175.74,175.73
1933,3,175.73,175.73
1933,4,175.72,175.83
1933,5,175.88,175.99
1933,6,176.03,176.06
1933,7,176.06,176.08
1933,8,176.05,176.02
1933,9,175.94,175.92
1933,10,175.86,175.83
1933,11,175.79,175.76
1933,12,175.72,175.72
1934,1,175.68,175.7
1934,2,175.7,175.67
1934,3,175.63,175.67
1934,4,175.67,175.74
1934,5,175.77,175.81
1934,6,175.8,175.84
1934,7,175.85,175.87
1934,8,175.83,175.84
1934,9,175.77,175.82
1934,10,175.81,175.76
1934,11,175.72,175.72
1934,12,175.75,175.76
1935,1,175.74,175.74
1935,2,175.72,175.74
1935,3,175.73,175.78
1935,4,175.8,175.85
1935,5,175.87,175.91
1935,6,175.91,175.97
1935,7,176.01,176.05
1935,8,176.03,176.04
1935,9,175.98,175.96
1935,10,175.94,175.91
1935,11,175.87,175.89
1935,12,175.88,175.85
1936,1,175.8,175.83
1936,2,175.81,175.81
1936,3,175.82,175.85
1936,4,175.88,175.92
1936,5,175.93,176.01
1936,6,176.03,176.07
1936,7,176.05,176.06
1936,8,176.01,176
1936,9,176,176.02
1936,10,175.99,175.99
1936,11,175.94,175.91
1936,12,175.83,175.8
1937,1,175.81,175.82
1937,2,175.8,175.82
1937,3,175.83,175.84
1937,4,175.79,175.86
1937,5,175.93,176
1937,6,176,176.04
1937,7,176.05,176.06
1937,8,176.04,176.04
1937,9,176.01,176.01
1937,10,175.94,175.92
1937,11,175.88,175.86
1937,12,175.83,175.8
1938,1,175.75,175.76
1938,2,175.78,175.85
1938,3,175.87,175.92
1938,4,176.02,176.08
1938,5,176.11,176.16
1938,6,176.2,176.28
1938,7,176.29,176.33
1938,8,176.32,176.35
1938,9,176.33,176.34
1938,10,176.31,176.28
1938,11,176.22,176.21
1938,12,176.15,176.13
1939,1,176.09,176.07
1939,2,176.05,176.07
1939,3,176.07,176.1
1939,4,176.1,176.15
1939,5,176.22,176.29
1939,6,176.32,176.4
1939,7,176.43,176.45
1939,8,176.43,176.46
1939,9,176.45,176.44
1939,10,176.38,176.35
1939,11,176.3,176.27
1939,12,176.21,176.18
1940,1,176.12,176.09
1940,2,176.06,176.07
1940,3,176.03,176.03
1940,4,175.99,176.04
1940,5,176.04,176.12
1940,6,176.15,176.2
1940,7,176.24,176.25
1940,8,176.25,176.27
1940,9,176.25,176.26
1940,10,176.21,176.19
1940,11,176.11,176.11
1940,12,176.09,176.07
1941,1,176.07,176.08
1941,2,176.06,176.08
1941,3,176.05,176.06
1941,4,176.02,176.09
1941,5,176.13,176.17
1941,6,176.16,176.19
1941,7,176.16,176.16
1941,8,176.14,176.11
1941,9,176.06,176.09
1941,10,176.06,176.12
1941,11,176.11,176.17
1941,12,176.15,176.14
1942,1,176.12,176.12
1942,2,176.11,176.13
1942,3,176.11,176.17
1942,4,176.22,176.29
1942,5,176.3,176.38
1942,6,176.43,176.5
1942,7,176.51,176.52
1942,8,176.51,176.5
1942,9,176.43,176.44
1942,10,176.39,176.38
1942,11,176.34,176.33
1942,12,176.29,176.25
1943,1,176.24,176.25
1943,2,176.24,176.27
1943,3,176.27,176.33
1943,4,176.37,176.43
1943,5,176.48,176.58
1943,6,176.64,176.77
1943,7,176.84,176.88
1943,8,176.89,176.92
1943,9,176.89,176.88
1943,10,176.82,176.8
1943,11,176.74,176.75
1943,12,176.7,176.66
1944,1,176.58,176.57
1944,2,176.56,176.54
1944,3,176.53,176.54
1944,4,176.55,176.57
1944,5,176.59,176.64
1944,6,176.64,176.69
1944,7,176.71,176.72
1944,8,176.7,176.68
1944,9,176.63,176.64
1944,10,176.62,176.6
1944,11,176.52,176.52
1944,12,176.47,176.45
1945,1,176.38,176.36
1945,2,176.34,176.33
1945,3,176.32,176.36
1945,4,176.39,176.45
1945,5,176.47,176.55
1945,6,176.61,176.72
1945,7,176.74,176.78
1945,8,176.75,176.74
1945,9,176.7,176.7
1945,10,176.67,176.66
1945,11,176.61,176.62
1945,12,176.59,176.57
1946,1,176.53,176.56
1946,2,176.55,176.57
1946,3,176.56,176.65
1946,4,176.66,176.7
1946,5,176.66,176.7
1946,6,176.71,176.75
1946,7,176.76,176.77
1946,8,176.72,176.69
1946,9,176.63,176.6
1946,10,176.55,176.49
1946,11,176.46,176.42
1946,12,176.36,176.32
1947,1,176.3,176.28
1947,2,176.27,176.28
1947,3,176.26,176.25
1947,4,176.26,176.39
1947,5,176.47,176.57
1947,6,176.65,176.72
1947,7,176.76,176.8
1947,8,176.8,176.81
1947,9,176.78,176.77
1947,10,176.74,176.72
1947,11,176.69,176.65
1947,12,176.61,176.56
1948,1,176.48,176.48
1948,2,176.42,176.42
1948,3,176.41,176.47
1948,4,176.53,176.61
1948,5,176.64,176.72
1948,6,176.71,176.73
1948,7,176.73,176.72
1948,8,176.7,176.67
1948,9,176.61,176.57
1948,10,176.47,176.4
1948,11,176.31,176.32
1948,12,176.31,176.26
1949,1,176.22,176.2
1949,2,176.21,176.19
1949,3,176.2,176.19
1949,4,176.2,176.26
1949,5,176.27,176.31
1949,6,176.3,176.34
1949,7,176.37,176.38
1949,8,176.37,176.34
1949,9,176.26,176.22
1949,10,176.16,176.14
1949,11,176.06,176.02
1949,12,175.97,175.94
1950,1,175.92,175.96
1950,2,175.96,175.99
1950,3,175.98,176.02
1950,4,176.06,176.17
1950,5,176.21,176.27
1950,6,176.28,176.34
1950,7,176.38,176.42
1950,8,176.45,176.44
1950,9,176.44,176.43
1950,10,176.42,176.4
1950,11,176.37,176.34
1950,12,176.33,176.35
1951,1,176.31,176.34
1951,2,176.33,176.34
1951,3,176.37,176.41
1951,4,176.45,176.58
1951,5,176.7,176.75
1951,6,176.78,176.82
1951,7,176.84,176.91
1951,8,176.93,176.93
1951,9,176.94,176.92
1951,10,176.89,176.93
1951,11,176.93,176.95
1951,12,176.94,176.95
1952,1,176.92,176.95
1952,2,176.96,176.96
1952,3,176.94,176.96
1952,4,176.98,177.08
1952,5,177.14,177.17
1952,6,177.2,177.22
1952,7,177.23,177.26
1952,8,177.27,177.28
1952,9,177.26,177.22
1952,10,177.15,177.06
1952,11,176.96,176.94
1952,12,176.93,176.92
1953,1,176.88,176.85
1953,2,176.83,176.82
1953,3,176.81,176.83
1953,4,176.87,176.91
1953,5,176.95,177
1953,6,177.02,177.07
1953,7,177.1,177.12
1953,8,177.09,177.11
1953,9,177.07,177.02
1953,10,176.96,176.92
1953,11,176.87,176.81
1953,12,176.76,176.74
1954,1,176.67,176.63
1954,2,176.6,176.6
1954,3,176.63,176.64
1954,4,176.65,176.71
1954,5,176.78,176.83
1954,6,176.84,176.92
1954,7,176.96,176.96
1954,8,176.96,176.94
1954,9,176.92,176.9
1954,10,176.9,176.98
1954,11,176.99,176.95
1954,12,176.93,176.89
1955,1,176.85,176.83
1955,2,176.8,176.78
1955,3,176.76,176.76
1955,4,176.76,176.82
1955,5,176.87,176.88
1955,6,176.89,176.91
1955,7,176.89,176.88
1955,8,176.83,176.79
1955,9,176.73,176.64
1955,10,176.55,176.54
1955,11,176.49,176.46
1955,12,176.42,176.38
1956,1,176.33,176.31
1956,2,176.3,176.3
1956,3,176.29,176.32
1956,4,176.32,176.37
1956,5,176.42,176.5
1956,6,176.55,176.57
1956,7,176.58,176.62
1956,8,176.6,176.62
1956,9,176.61,176.56
1956,10,176.49,176.45
1956,11,176.4,176.37
1956,12,176.32,176.29
1957,1,176.26,176.22
1957,2,176.19,176.19
1957,3,176.17,176.17
1957,4,176.17,176.2
1957,5,176.24,176.28
1957,6,176.32,176.35
1957,7,176.39,176.43
1957,8,176.42,176.38
1957,9,176.34,176.33
1957,10,176.27,176.24
1957,11,176.2,176.21
1957,12,176.18,176.16
1958,1,176.17,176.15
1958,2,176.15,176.13
1958,3,176.12,176.12
1958,4,176.11,176.14
1958,5,176.14,176.12
1958,6,176.11,176.12
1958,7,176.13,176.15
1958,8,176.14,176.11
1958,9,176.08,176.07
1958,10,176.03,175.98
1958,11,175.94,175.91
1958,12,175.85,175.81
1959,1,175.76,175.75
1959,2,175.74,175.75
1959,3,175.76,175.79
1959,4,175.81,175.92
1959,5,176,176.06
1959,6,176.11,176.11
1959,7,176.11,176.12
1959,8,176.1,176.12
1959,9,176.14,176.1
1959,10,176.09,176.1
1959,11,176.1,176.13
1959,12,176.12,176.12
1960,1,176.14,176.14
1960,2,176.14,176.16
1960,3,176.16,176.14
1960,4,176.15,176.24
1960,5,176.34,176.5
1960,6,176.58,176.64
1960,7,176.69,176.72
1960,8,176.76,176.77
1960,9,176.75,176.73
1960,10,176.69,176.64
1960,11,176.58,176.57
1960,12,176.54,176.48
1961,1,176.42,176.38
1961,2,176.33,176.31
1961,3,176.31,176.33
1961,4,176.34,176.36
1961,5,176.4,176.42
1961,6,176.42,176.44
1961,7,176.47,176.46
1961,8,176.47,176.45
1961,9,176.42,176.43
1961,10,176.42,176.38
1961,11,176.35,176.32
1961,12,176.28,176.24
1962,1,176.2,176.2
1962,2,176.18,176.17
1962,3,176.19,176.19
1962,4,176.23,176.26
1962,5,176.3,176.34
1962,6,176.36,176.37
1962,7,176.37,176.36
1962,8,176.34,176.32
1962,9,176.29,176.26
1962,10,176.2,176.17
1962,11,176.11,176.06
1962,12,176,175.97
1963,1,175.91,175.89
1963,2,175.85,175.85
1963,3,175.83,175.85
1963,4,175.91,175.94
1963,5,175.97,176.02
1963,6,176.04,176.06
1963,7,176.04,176.04
1963,8,176.04,176.03
1963,9,176.01,175.98
1963,10,175.94,175.9
1963,11,175.85,175.8
1963,12,175.76,175.71
1964,1,175.65,175.63
1964,2,175.61,175.59
1964,3,175.57,175.58
1964,4,175.57,175.61
1964,5,175.67,175.74
1964,6,175.75,175.76
1964,7,175.76,175.78
1964,8,175.78,175.77
1964,9,175.76,175.76
1964,10,175.74,175.7
1964,11,175.66,175.65
1964,12,175.63,175.62
1965,1,175.6,175.6
1965,2,175.6,175.62
1965,3,175.63,175.67
1965,4,175.68,175.77
1965,5,175.86,175.94
1965,6,175.98,176
1965,7,176.01,176.02
1965,8,176.01,176.04
1965,9,176.02,176.07
1965,10,176.11,176.1
1965,11,176.08,176.07
1965,12,176.09,176.09
1966,1,176.11,176.1
1966,2,176.07,176.08
1966,3,176.08,176.13
1966,4,176.18,176.2
1966,5,176.24,176.26
1966,6,176.27,176.3
1966,7,176.29,176.28
1966,8,176.26,176.24
1966,9,176.21,176.17
1966,10,176.1,176.08
1966,11,176.01,176.01
1966,12,176.05,176.08
1967,1,176.07,176.07
1967,2,176.07,176.07
1967,3,176.06,176.06
1967,4,176.09,176.23
1967,5,176.3,176.35
1967,6,176.36,176.45
1967,7,176.5,176.5
1967,8,176.49,176.48
1967,9,176.45,176.4
1967,10,176.37,176.34
1967,11,176.33,176.34
1967,12,176.3,176.32
1968,1,176.32,176.29
1968,2,176.29,176.3
1968,3,176.28,176.27
1968,4,176.3,176.35
1968,5,176.39,176.4
1968,6,176.44,176.47
1968,7,176.53,176.55
1968,8,176.55,176.58
1968,9,176.58,176.6
1968,10,176.6,176.57
1968,11,176.52,176.5
1968,12,176.49,176.48
1969,1,176.48,176.47
1969,2,176.48,176.47
1969,3,176.47,176.45
1969,4,176.48,176.54
1969,5,176.62,176.7
1969,6,176.75,176.82
1969,7,176.89,176.94
1969,8,176.96,176.95
1969,9,176.91,176.86
1969,10,176.79,176.78
1969,11,176.73,176.73
1969,12,176.68,176.64
1970,1,176.59,176.59
1970,2,176.57,176.56
1970,3,176.53,176.53
1970,4,176.53,176.58
1970,5,176.63,176.68
1970,6,176.72,176.76
1970,7,176.77,176.8
1970,8,176.82,176.78
1970,9,176.74,176.77
1970,10,176.77,176.73
1970,11,176.7,176.69
1970,12,176.65,176.67
1971,1,176.64,176.63
1971,2,176.61,176.62
1971,3,176.64,176.68
1971,4,176.7,176.76
1971,5,176.83,176.86
1971,6,176.9,176.94
1971,7,176.94,176.96
1971,8,176.96,176.96
1971,9,176.92,176.9
1971,10,176.86,176.84
1971,11,176.81,176.76
1971,12,176.73,176.75
1972,1,176.76,176.73
1972,2,176.67,176.65
1972,3,176.64,176.65
1972,4,176.67,176.72
1972,5,176.81,176.88
1972,6,176.91,176.93
1972,7,176.95,176.99
1972,8,177.01,177.05
1972,9,177.08,177.07
1972,10,177.06,177.03
1972,11,177,177
1972,12,176.97,176.96
1973,1,176.96,176.98
1973,2,176.96,176.95
1973,3,176.92,176.98
1973,4,177.04,177.1
1973,5,177.13,177.2
1973,6,177.26,177.3
1973,7,177.31,177.3
1973,8,177.28,177.29
1973,9,177.27,177.21
1973,10,177.16,177.13
1973,11,177.1,177.04
1973,12,177.01,177
1974,1,176.96,176.95
1974,2,176.97,176.97
1974,3,176.95,177
1974,4,176.99,177.07
1974,5,177.13,177.19
1974,6,177.21,177.28
1974,7,177.29,177.32
1974,8,177.27,177.26
1974,9,177.2,177.15
1974,10,177.09,177.04
1974,11,176.99,176.98
1974,12,176.93,176.91
1975,1,176.88,176.87
1975,2,176.83,176.86
1975,3,176.86,176.87
1975,4,176.9,176.92
1975,5,177,177.06
1975,6,177.09,177.14
1975,7,177.16,177.15
1975,8,177.13,177.1
1975,9,177.1,177.07
1975,10,177.02,176.95
1975,11,176.87,176.87
1975,12,176.84,176.82
1976,1,176.8,176.76
1976,2,176.74,176.75
1976,3,176.79,176.87
1976,4,176.96,177.02
1976,5,177.06,177.11
1976,6,177.14,177.15
1976,7,177.16,177.15
1976,8,177.13,177.08
1976,9,177.01,176.95
1976,10,176.87,176.8
1976,11,176.71,176.64
1976,12,176.61,176.51
1977,1,176.47,176.42
1977,2,176.37,176.38
1977,3,176.39,176.44
1977,4,176.51,176.56
1977,5,176.59,176.57
1977,6,176.56,176.55
1977,7,176.56,176.56
1977,8,176.54,176.54
1977,9,176.54,176.53
1977,10,176.54,176.5
1977,11,176.47,176.5
1977,12,176.49,176.51
1978,1,176.49,176.48
1978,2,176.47,176.45
1978,3,176.43,176.43
1978,4,176.43,176.51
1978,5,176.55,176.61
1978,6,176.65,176.67
1978,7,176.68,176.69
1978,8,176.69,176.68
1978,9,176.69,176.71
1978,10,176.7,176.7
1978,11,176.64,176.62
1978,12,176.59,176.54
1979,1,176.52,176.51
1979,2,176.5,176.48
1979,3,176.48,176.54
1979,4,176.63,176.71
1979,5,176.81,176.88
1979,6,176.91,176.95
1979,7,176.98,176.98
1979,8,176.97,177
1979,9,177.01,176.96
1979,10,176.9,176.88
1979,11,176.84,176.83
1979,12,176.84,176.81
1980,1,176.8,176.78
1980,2,176.76,176.72
1980,3,176.71,176.68
1980,4,176.69,176.77
1980,5,176.83,176.84
1980,6,176.87,176.9
1980,7,176.93,176.93
1980,8,176.93,176.93
1980,9,176.93,176.9
1980,10,176.85,176.82
1980,11,176.77,176.72
1980,12,176.68,176.65
1981,1,176.6,176.59
1981,2,176.55,176.56
1981,3,176.6,176.6
1981,4,176.59,176.67
1981,5,176.72,176.75
1981,6,176.76,176.8
1981,7,176.83,176.82
1981,8,176.81,176.81
1981,9,176.81,176.8
1981,10,176.75,176.73
1981,11,176.7,176.66
1981,12,176.62,176.59
1982,1,176.52,176.51
1982,2,176.49,176.46
1982,3,176.42,176.45
1982,4,176.48,176.56
1982,5,176.59,176.62
1982,6,176.64,176.66
1982,7,176.67,176.69
1982,8,176.7,176.69
1982,9,176.66,176.65
1982,10,176.63,176.62
1982,11,176.59,176.6
1982,12,176.61,176.67
1983,1,176.69,176.67
1983,2,176.66,176.66
1983,3,176.64,176.68
1983,4,176.7,176.76
1983,5,176.8,176.9
1983,6,176.99,177.02
1983,7,177.03,177.02
1983,8,177,176.98
1983,9,176.97,176.93
1983,10,176.89,176.87
1983,11,176.81,176.77
1983,12,176.77,176.74
1984,1,176.72,176.7
1984,2,176.69,176.7
1984,3,176.72,176.72
1984,4,176.75,176.81
1984,5,176.88,176.91
1984,6,176.97,177.01
1984,7,177.05,177.06
1984,8,177.05,177.04
1984,9,177.02,177.02
1984,10,176.98,176.96
1984,11,176.94,176.93
1984,12,176.89,176.88
1985,1,176.9,176.88
1985,2,176.86,176.86
1985,3,176.9,176.98
1985,4,177.04,177.14
1985,5,177.21,177.24
1985,6,177.27,177.25
1985,7,177.24,177.23
1985,8,177.21,177.19
1985,9,177.19,177.2
1985,10,177.17,177.16
1985,11,177.14,177.19
1985,12,177.19,177.2
1986,1,177.16,177.14
1986,2,177.12,177.11
1986,3,177.09,177.12
1986,4,177.18,177.23
1986,5,177.25,177.28
1986,6,177.31,177.33
1986,7,177.36,177.39
1986,8,177.42,177.39
1986,9,177.34,177.38
1986,10,177.49,177.5
1986,11,177.47,177.38
1986,12,177.31,177.26
1987,1,177.22,177.18
1987,2,177.13,177.1
1987,3,177.07,177.06
1987,4,177.06,177.07
1987,5,177.07,177.06
1987,6,177.08,177.07
1987,7,177.07,177.04
1987,8,177,176.99
1987,9,176.95,176.9
1987,10,176.88,176.79
1987,11,176.74,176.7
1987,12,176.68,176.68
1988,1,176.67,176.63
1988,2,176.62,176.6
1988,3,176.59,176.57
1988,4,176.59,176.67
1988,5,176.7,176.7
1988,6,176.7,176.67
1988,7,176.64,176.61
1988,8,176.59,176.57
1988,9,176.52,176.48
1988,10,176.45,176.42
1988,11,176.38,176.43
1988,12,176.45,176.42
1989,1,176.4,176.38
1989,2,176.36,176.33
1989,3,176.29,176.32
1989,4,176.36,176.41
