# Coordinated beginning of month and monthly mean lakewide average water levels for Lake Michigan-Huron
# Units: meters above IGLD 1985
# Coordinated period:  Jan 1918 through previous December
# Coordinated by the Coordinating Committee on Great Lakes Basic Hydraulic and Hydrologic Data
# www.GreatLakesCC.org
#
"Year","Month","Beginning of Month","Monthly Mean"
1989,5,176.43,176.44
1989,6,176.5,176.56
1989,7,176.59,176.57
1989,8,176.56,176.54
1989,9,176.5,176.47
1989,10,176.38,176.34
1989,11,176.3,176.27
1989,12,176.24,176.18
1990,1,176.15,176.15
1990,2,176.16,176.16
1990,3,176.14,176.19
1990,4,176.24,176.27
1990,5,176.28,176.35
1990,6,176.4,176.44
1990,7,176.5,176.51
1990,8,176.5,176.49
1990,9,176.47,176.45
1990,10,176.41,176.41
1990,11,176.38,176.39
1990,12,176.41,176.39
1991,1,176.38,176.36
1991,2,176.32,176.31
1991,3,176.29,176.33
1991,4,176.39,176.48
1991,5,176.56,176.6
1991,6,176.66,176.66
1991,7,176.65,176.64
1991,8,176.63,176.59
1991,9,176.55,176.48
1991,10,176.41,176.4
1991,11,176.42,176.38
1991,12,176.39,176.4
1992,1,176.38,176.38
1992,2,176.37,176.36
1992,3,176.37,176.38
1992,4,176.4,176.44
1992,5,176.52,176.53
1992,6,176.52,176.52
1992,7,176.52,176.54
1992,8,176.54,176.53
1992,9,176.53,176.52
1992,10,176.52,176.49
1992,11,176.47,176.52
1992,12,176.56,176.54
1993,1,176.52,176.54
1993,2,176.53,176.51
1993,3,176.5,176.48
1993,4,176.49,176.58
1993,5,176.67,176.7
1993,6,176.74,176.82
1993,7,176.88,176.91
1993,8,176.9,176.88
1993,9,176.87,176.83
1993,10,176.8,176.76
1993,11,176.72,176.7
1993,12,176.67,176.64
1994,1,176.6,176.57
1994,2,176.57,176.56
1994,3,176.58,176.59
1994,4,176.62,176.63
1994,5,176.68,176.7
1994,6,176.72,176.72
1994,7,176.76,176.82
1994,8,176.83,176.81
1994,9,176.81,176.78
1994,10,176.76,176.71
1994,11,176.66,176.66
1994,12,176.62,176.59
1995,1,176.54,176.53
1995,2,176.54,176.49
1995,3,176.45,176.47
1995,4,176.48,176.49
1995,5,176.54,176.58
1995,6,176.64,176.64
1995,7,176.64,176.63
1995,8,176.64,176.64
1995,9,176.62,176.55
1995,10,176.5,176.46
1995,11,176.44,176.44
1995,12,176.44,176.41
1996,1,176.36,176.37
1996,2,176.4,176.39
1996,3,176.42,176.39
1996,4,176.38,176.46
1996,5,176.57,176.63
1996,6,176.7,176.76
1996,7,176.83,176.83
1996,8,176.86,176.84
1996,9,176.82,176.82
1996,10,176.83,176.8
1996,11,176.81,176.79
1996,12,176.76,176.77
1997,1,176.78,176.79
1997,2,176.8,176.82
1997,3,176.87,176.89
1997,4,176.9,176.95
1997,5,177,177.07
1997,6,177.1,177.13
1997,7,177.16,177.19
1997,8,177.19,177.16
1997,9,177.16,177.12
1997,10,177.08,177.02
1997,11,176.94,176.89
1997,12,176.82,176.78
1998,1,176.74,176.74
1998,2,176.74,176.71
1998,3,176.7,176.74
1998,4,176.82,176.89
1998,5,176.9,176.91
1998,6,176.92,176.9
1998,7,176.92,176.88
1998,8,176.82,176.8
1998,9,176.75,176.68
1998,10,176.62,176.55
1998,11,176.48,176.44
1998,12,176.4,176.36
1999,1,176.28,176.27
1999,2,176.28,176.28
1999,3,176.26,176.24
1999,4,176.22,176.25
1999,5,176.27,176.28
1999,6,176.31,176.34
1999,7,176.36,176.4
1999,8,176.4,176.36
1999,9,176.3,176.24
1999,10,176.22,176.14
1999,11,176.08,176.04
1999,12,176,175.99
2000,1,175.94,175.92
2000,2,175.88,175.87
2000,3,175.89,175.9
2000,4,175.9,175.92
2000,5,175.94,176
2000,6,176.06,176.1
2000,7,176.14,176.13
2000,8,176.14,176.13
2000,9,176.11,176.09
2000,10,176.05,175.98
2000,11,175.93,175.89
2000,12,175.84,175.81
2001,1,175.78,175.77
2001,2,175.76,175.78
2001,3,175.8,175.78
2001,4,175.78,175.85
2001,5,175.9,175.95
2001,6,176.02,176.06
2001,7,176.08,176.05
2001,8,176.04,176.03
2001,9,176.02,176.01
2001,10,176.02,176.03
2001,11,176.07,176.05
2001,12,176.05,176.05
2002,1,176.02,175.99
2002,2,175.95,175.95
2002,3,175.96,175.99
2002,4,176,176.06
2002,5,176.14,176.19
2002,6,176.24,176.29
2002,7,176.34,176.33
2002,8,176.34,176.32
2002,9,176.3,176.24
2002,10,176.2,176.14
2002,11,176.06,176.01
2002,12,175.96,175.91
2003,1,175.88,175.82
2003,2,175.78,175.75
2003,3,175.73,175.73
2003,4,175.77,175.82
2003,5,175.86,175.92
2003,6,175.96,176
2003,7,176.02,176.04
2003,8,176.05,176.02
2003,9,175.99,175.94
2003,10,175.9,175.87
2003,11,175.84,175.89
2003,12,175.91,175.9
2004,1,175.9,175.87
2004,2,175.86,175.84
2004,3,175.83,175.9
2004,4,175.94,175.98
2004,5,176.03,176.12
2004,6,176.26,176.31
2004,7,176.34,176.37
2004,8,176.36,176.33
2004,9,176.31,176.28
2004,10,176.22,176.15
2004,11,176.14,176.1
2004,12,176.08,176.08
2005,1,176.06,176.08
2005,2,176.09,176.1
2005,3,176.1,176.1
2005,4,176.1,176.14
2005,5,176.18,176.19
2005,6,176.2,176.21
2005,7,176.21,176.19
2005,8,176.19,176.17
2005,9,176.14,176.09
2005,10,176.08,176
2005,11,175.94,175.93
2005,12,175.92,175.88
2006,1,175.86,175.88
2006,2,175.92,175.92
2006,3,175.9,175.93
2006,4,175.95,176.01
2006,5,176.04,176.09
2006,6,176.14,176.14
2006,7,176.14,176.14
2006,8,176.17,176.13
2006,9,176.08,176.04
2006,10,176,175.99
2006,11,175.96,175.94
2006,12,175.96,175.98
2007,1,175.99,176
2007,2,175.98,175.91
2007,3,175.9,175.92
2007,4,175.97,176.02
2007,5,176.04,176.06
2007,6,176.07,176.08
2007,7,176.06,176.05
2007,8,176.04,176
2007,9,175.99,175.95
2007,10,175.9,175.88
2007,11,175.84,175.77
2007,12,175.71,175.68
2008,1,175.66,175.7
2008,2,175.74,175.76
2008,3,175.78,175.78
2008,4,175.8,175.92
2008,5,176,176.04
2008,6,176.08,176.16
2008,7,176.22,176.24
2008,8,176.26,176.22
2008,9,176.18,176.18
2008,10,176.16,176.09
2008,11,176.03,176
2008,12,175.95,175.97
2009,1,176.01,176.01
2009,2,175.99,176.01
2009,3,176.05,176.09
2009,4,176.14,176.2
2009,5,176.28,176.34
2009,6,176.38,176.42
2009,7,176.46,176.44
2009,8,176.44,176.44
2009,9,176.42,176.37
2009,10,176.32,176.29
2009,11,176.32,176.27
2009,12,176.26,176.22
2010,1,176.18,176.15
2010,2,176.12,176.11
2010,3,176.1,176.09
2010,4,176.09,176.11
2010,5,176.1,176.13
2010,6,176.14,176.19
2010,7,176.24,176.26
2010,8,176.26,176.24
2010,9,176.2,176.16
2010,10,176.14,176.07
2010,11,176.01,175.96
2010,12,175.92,175.86
2011,1,175.84,175.81
2011,2,175.8,175.78
2011,3,175.78,175.81
2011,4,175.84,175.91
2011,5,176.04,176.1
2011,6,176.18,176.21
2011,7,176.26,176.26
2011,8,176.26,176.24
2011,9,176.19,176.13
2011,10,176.1,176.08
2011,11,176.08,176.07
2011,12,176.04,176.04
2012,1,176.01,175.99
2012,2,175.98,175.96
2012,3,175.94,176
2012,4,176.03,176.03
2012,5,176.02,176.05
2012,6,176.04,176.07
2012,7,176.06,176.04
2012,8,176.02,175.97
2012,9,175.92,175.86
2012,10,175.77,175.74
2012,11,175.7,175.68
2012,12,175.62,175.61
2013,1,175.6,175.57
2013,2,175.59,175.61
2013,3,175.62,175.63
2013,4,175.64,175.75
2013,5,175.88,175.93
2013,6,176.01,176.05
2013,7,176.08,176.09
2013,8,176.09,176.08
2013,9,176.08,176.04
2013,10,176.02,176.01
2013,11,175.99,176.01
2013,12,176,175.97
2014,1,175.96,175.95
2014,2,175.96,175.95
2014,3,175.95,175.95
2014,4,175.97,176.06
2014,5,176.17,176.27
2014,6,176.33,176.38
2014,7,176.44,176.46
2014,8,176.46,176.48
2014,9,176.5,176.51
2014,10,176.52,176.54
2014,11,176.54,176.54
2014,12,176.54,176.53
2015,1,176.54,176.51
2015,2,176.51,176.5
2015,3,176.49,176.48
2015,4,176.48,176.53
2015,5,176.56,176.59
2015,6,176.64,176.68
2015,7,176.72,176.73
2015,8,176.72,176.72
2015,9,176.7,176.7
2015,10,176.66,176.58
2015,11,176.55,176.54
2015,12,176.52,176.55
2016,1,176.6,176.57
2016,2,176.54,176.56
2016,3,176.56,176.61
2016,4,176.7,176.77
2016,5,176.8,176.82
2016,6,176.83,176.84
2016,7,176.84,176.84
2016,8,176.83,176.82
2016,9,176.8,176.78
2016,10,176.72,176.69
2016,11,176.64,176.59
2016,12,176.56,176.51
2017,1,176.48,176.47
2017,2,176.48,176.48
2017,3,176.52,176.53
2017,4,176.56,176.66
2017,5,176.74,176.8
2017,6,176.85,176.88
2017,7,176.97,176.99
2017,8,177,177
2017,9,176.96,176.93
2017,10,176.88,176.87
2017,11,176.88,176.85
2017,12,176.82,176.79
2018,1,176.74,176.73
2018,2,176.74,176.74
2018,3,176.78,176.76
2018,4,176.74,176.79
2018,5,176.84,176.92
2018,6,176.97,176.98
2018,7,177.01,176.98
2018,8,176.96,176.95
2018,9,176.96,176.94
2018,10,176.88,176.9
2018,11,176.88,176.86
2018,12,176.84,176.83
2019,1,176.82,176.81
2019,2,176.8,176.83
2019,3,176.84,176.86
2019,4,176.88,176.96
2019,5,177.08,177.17
2019,6,177.26,177.32
2019,7,177.36,177.37
2019,8,177.36,177.32
2019,9,177.26,177.27
2019,10,177.3,177.29
2019,11,177.28,177.26
2019,12,177.26,177.25
2020,1,177.26,177.26
2020,2,177.28,177.25
2020,3,177.22,177.22
2020,4,177.28,177.3
2020,5,177.34,NA
2020,6,NA,NA
2020,7,NA,NA
2020,8,NA,NA
2020,9,NA,NA
2020,10,NA,NA
2020,11,NA,NA
2020,12,NA,NA
